PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,12,9.0,21.75,13.17,12.33,1.5,0.08,5.0,73.8,0.63
Julius Randle,C-F,NYK,87,12,4.0,28.42,9.5,6.42,1.33,0.33,3.92,58.53,0.58
Nikola Jokic,C,DEN,95,12,5.0,25.0,10.42,9.92,0.83,0.67,3.42,63.46,0.56
Paul George,F,LAC,90,9,5.0,31.0,7.56,5.11,1.67,0.44,4.0,60.07,0.56
Karl-Anthony Towns,C-F,MIN,88,10,6.0,26.7,10.9,5.5,0.5,1.0,3.2,61.33,0.56
Clint Capela,C,ATL,86,10,5.0,18.3,17.1,0.8,0.7,1.6,0.8,56.12,0.54
Pascal Siakam,F,TOR,83,9,2.0,25.67,6.67,4.67,1.22,1.0,2.56,48.78,0.54
Jonas Valanciunas,C,MEM,83,9,2.0,21.33,12.44,2.33,0.44,1.11,1.0,47.43,0.52
Nikola Vucevic,C,CHI,87,12,2.0,22.83,10.33,3.75,1.08,0.67,1.92,48.19,0.51
Zion Williamson,F,NOP,90,11,2.0,29.45,8.18,4.0,0.73,0.55,2.82,50.27,0.51
Darius Garland,G,CLE,79,11,1.0,22.82,2.82,7.18,1.45,0.27,2.73,41.43,0.5
Jimmy Butler,F,MIA,91,10,1.0,20.9,5.1,7.7,2.7,0.4,2.4,47.47,0.5
Brandon Ingram,F,NOP,85,9,2.0,26.56,5.0,5.56,1.0,0.33,3.11,45.78,0.49
Bradley Beal,G,WAS,90,10,0.0,30.3,4.1,4.0,1.2,0.4,3.0,43.02,0.48
Bam Adebayo,C-F,MIA,88,11,2.0,18.18,7.55,5.18,1.91,0.73,2.82,44.1,0.46
Rudy Gobert,C,UTA,88,11,1.0,13.18,14.91,1.36,0.64,2.27,1.73,42.12,0.46
Bogdan Bogdanovic,G,ATL,79,12,4.0,21.5,4.08,4.0,1.42,0.17,1.67,43.48,0.45
Michael Porter Jr.,F,DEN,84,12,2.0,23.33,8.08,1.0,0.42,1.08,1.08,41.95,0.45
DeMar DeRozan,F-G,SAS,87,10,1.0,22.0,4.6,7.1,0.6,0.2,2.3,40.27,0.44
Deandre Ayton,C,PHX,84,12,0.0,17.33,10.33,1.17,1.25,1.17,1.5,37.23,0.44
Anthony Edwards,G,MIN,81,12,2.0,22.08,4.67,3.17,1.75,0.17,2.5,39.68,0.44
Ja Morant,G,MEM,85,12,2.0,21.25,5.33,6.75,0.92,0.17,3.75,41.28,0.44
Chris Paul,G,PHX,88,12,1.0,16.08,4.58,8.83,1.5,0.08,1.83,39.75,0.43
Derrick White,G,SAS,77,12,0.0,18.0,3.5,4.17,0.83,1.0,1.0,32.95,0.43
Jaren Jackson Jr.,C-F,MEM,83,2,0.0,19.0,5.5,1.0,0.5,2.5,0.5,35.6,0.43
Devin Booker,G,PHX,89,12,3.0,24.17,4.42,4.33,0.92,0.42,3.0,42.97,0.42
Dejounte Murray,G,SAS,82,10,0.0,14.3,6.7,5.4,1.8,0.1,1.5,34.64,0.42
Mike Conley,G,UTA,84,9,0.0,16.0,2.67,8.0,1.44,0.22,1.89,34.31,0.41
Andre Drummond,C,LAL,83,8,0.0,12.12,11.5,1.88,1.88,0.75,2.62,33.99,0.41
Jerami Grant,F,DET,83,6,0.0,23.83,3.5,3.5,0.5,0.5,2.5,33.78,0.41
Kyle Anderson,F-G,MEM,81,12,0.0,12.0,6.67,4.42,1.58,0.92,0.92,33.21,0.41
Wendell Carter Jr.,C-F,ORL,82,11,0.0,14.36,9.27,1.73,1.27,0.82,1.36,32.99,0.4
Darius Bazley,F-G,OKC,76,8,0.0,19.12,6.88,1.75,1.0,0.12,3.0,30.38,0.4
Cole Anthony,G,ORL,74,10,0.0,13.5,4.8,5.7,0.6,0.5,1.5,29.61,0.4
Lonzo Ball,G,NOP,80,8,2.0,13.5,4.0,6.0,1.75,0.62,2.25,36.17,0.4
Harrison Barnes,F,SAC,80,12,0.0,18.08,6.42,3.08,0.92,0.25,2.08,31.82,0.4
Malachi Flynn,G,TOR,71,12,0.0,12.0,4.0,5.0,1.5,0.42,1.58,28.47,0.4
Buddy Hield,G,SAC,77,11,0.0,17.09,4.64,2.91,1.09,0.55,1.64,30.29,0.39
Isaiah Stewart,C-F,DET,78,12,1.0,11.67,9.67,1.17,0.58,1.5,1.17,32.1,0.39
Kyle Lowry,G,TOR,83,3,0.0,12.33,7.0,6.67,1.0,0.33,2.33,32.4,0.39
Cory Joseph,G,DET,72,9,2.0,12.33,3.44,5.89,0.89,0.44,1.44,31.86,0.39
Dillon Brooks,F-G,MEM,76,11,0.0,19.73,3.27,2.18,0.91,0.36,1.36,29.38,0.39
