PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Damian Lillard,G,POR,94,31.5,4.2,9.1,1.1,0.3,3.0,51.39,0.55
Nikola Vucevic,C,ORL,87,23.9,11.4,3.6,1.0,0.8,1.6,46.78,0.54
Julius Randle,C-F,NYK,87,24.1,11.3,5.5,0.8,0.3,3.3,45.91,0.53
Bradley Beal,G,WAS,90,30.8,5.2,5.1,1.4,0.4,3.2,46.89,0.52
Karl-Anthony Towns,C-F,MIN,89,23.4,11.0,3.8,0.8,1.6,3.3,46.2,0.52
Trae Young,G,ATL,87,25.0,4.2,8.9,1.0,0.3,4.1,43.19,0.5
Donovan Mitchell,G,UTA,88,27.4,5.3,5.5,1.1,0.3,3.1,43.11,0.49
Brandon Ingram,F,NOP,85,24.6,5.4,4.8,0.8,0.7,2.4,40.38,0.48
Zion Williamson,F,NOP,89,25.4,7.2,3.5,0.9,0.7,2.6,41.49,0.47
Rudy Gobert,C,UTA,88,14.9,13.1,1.3,0.5,2.7,1.9,40.27,0.46
Anthony Edwards,G,MIN,77,21.7,5.2,3.2,1.2,0.4,2.3,35.24,0.46
Moses Brown,C,OKC,67,11.3,9.8,0.8,0.5,1.9,1.4,30.06,0.45
Shai Gilgeous-Alexander,F-G,OKC,87,22.1,4.9,5.8,0.8,0.6,2.8,38.08,0.44
Chris Paul,G,PHX,88,16.8,4.8,8.4,1.3,0.3,2.4,37.56,0.43
Devin Booker,G,PHX,88,26.1,3.8,4.7,0.9,0.3,3.2,38.11,0.43
Montrezl Harrell,C-F,LAL,82,17.7,8.2,1.3,0.8,1.0,1.4,33.49,0.41
RJ Barrett,F-G,NYK,79,19.6,6.7,3.2,0.6,0.2,2.1,32.74,0.41
Gordon Hayward,F,CHA,85,20.3,5.1,3.5,1.2,0.4,2.0,34.47,0.41
Enes Kanter,C,POR,80,12.0,12.9,1.2,0.6,1.0,1.4,32.68,0.41
Deandre Ayton,C,PHX,84,14.5,10.7,1.5,0.4,1.1,1.7,32.39,0.39
Terry Rozier,G,CHA,82,19.7,4.0,3.2,1.3,0.3,2.1,32.0,0.39
Lonzo Ball,G,NOP,80,15.2,4.0,5.7,1.2,0.5,2.1,31.55,0.39
LaMelo Ball,G,CHA,85,15.2,5.3,5.8,1.4,0.4,2.7,32.96,0.39
Al Horford,C-F,OKC,81,14.6,6.7,3.3,0.9,0.9,1.2,31.79,0.39
Ricky Rubio,G,MIN,75,10.1,4.1,8.0,1.6,0.1,2.6,29.52,0.39
Jordan Clarkson,G,UTA,84,20.5,4.1,2.6,1.0,0.2,2.0,30.92,0.37
John Collins,C-F,ATL,84,17.3,7.4,1.4,0.4,1.1,1.5,31.28,0.37
Robert Covington,F,POR,77,9.2,6.9,1.9,1.7,1.1,1.3,27.43,0.36
Dennis Schroder,G,LAL,77,14.3,3.4,5.1,0.9,0.3,2.3,27.33,0.35
Devonte' Graham,G,CHA,78,13.7,2.9,5.3,1.0,0.1,1.5,26.93,0.35
Michael Carter-Williams,G,ORL,74,10.4,5.2,4.6,0.8,0.6,2.1,25.64,0.35
Nerlens Noel,C-F,NYK,77,7.1,7.9,1.0,1.1,2.4,1.4,27.18,0.35
Joe Ingles,F-G,UTA,80,14.6,3.9,5.5,0.7,0.2,2.1,28.13,0.35
Kyle Kuzma,F,LAL,76,14.3,6.7,1.3,0.5,0.6,1.5,26.09,0.34
Josh Hart,G,NOP,77,10.8,7.9,2.1,0.9,0.3,0.9,26.13,0.34
Alec Burks,G,NYK,77,13.5,5.0,2.5,0.8,0.3,1.2,25.35,0.33
Jaylen Nowell,G,MIN,74,13.5,3.7,1.8,1.0,0.7,1.0,24.74,0.33
Bojan Bogdanovic,F,UTA,78,17.2,4.2,2.1,0.6,0.1,1.5,25.99,0.33
Kevin Huerter,F-G,ATL,76,12.2,3.6,3.4,1.2,0.2,1.4,24.42,0.32
Gary Trent Jr.,F-G,POR,78,16.9,2.7,1.7,0.8,0.2,0.9,24.79,0.32
Mikal Bridges,F,PHX,83,12.8,5.5,2.3,0.8,0.8,0.8,26.85,0.32
Jae Crowder,F,PHX,77,11.3,5.5,2.2,1.0,0.3,1.0,24.1,0.31
Dario Saric,C-F,PHX,79,13.5,5.2,1.6,1.0,0.3,1.5,24.54,0.31
Steven Adams,C,NOP,80,8.7,8.6,1.9,0.8,0.8,1.5,25.17,0.31
Talen Horton-Tucker,G,LAL,75,10.0,3.7,3.0,1.1,0.9,2.0,22.94,0.31
Royce O'Neale,F,UTA,76,8.3,6.6,2.5,0.8,0.5,1.1,22.77,0.3
Miles Bridges,F,CHA,75,10.4,5.6,1.9,0.7,0.7,1.7,22.47,0.3
Reggie Bullock,F-G,NYK,73,11.3,4.5,1.8,0.7,0.2,0.9,21.2,0.29
Raul Neto,G,WAS,76,10.6,3.1,2.9,1.4,0.1,1.1,22.07,0.29
Dwayne Bacon,F-G,ORL,71,12.2,3.6,1.3,0.8,0.2,1.1,20.37,0.29
Aleksej Pokusevski,C,OKC,71,5.9,6.5,1.9,0.6,1.3,1.9,20.35,0.29
Cody Zeller,C-F,CHA,79,9.0,7.0,2.0,0.7,0.6,1.1,23.2,0.29
Carmelo Anthony,F,POR,79,12.5,3.2,1.3,0.9,0.7,0.9,22.19,0.28
Rui Hachimura,F,WAS,77,11.9,5.2,1.7,0.6,0.1,1.1,21.69,0.28
Alex Len,C,WAS,75,8.0,5.0,1.4,0.4,1.6,1.4,20.7,0.28
Deni Avdija,F,WAS,74,8.1,5.9,1.5,0.8,0.3,1.1,19.63,0.27
Naz Reid,C-F,MIN,78,10.6,4.4,1.2,0.5,1.1,1.1,21.38,0.27
Isaiah Roby,F,OKC,76,8.6,5.1,1.8,0.8,0.5,1.4,19.92,0.26
Danilo Gallinari,F,ATL,79,12.9,3.5,1.8,0.7,0.1,1.3,20.9,0.26
Bogdan Bogdanovic,G,ATL,76,10.6,3.5,2.4,0.4,0.2,1.3,18.9,0.25
Jaden McDaniels,F,MIN,72,6.9,4.4,1.2,0.5,1.2,1.0,18.08,0.25
Eric Bledsoe,G,NOP,78,10.5,3.0,3.1,0.6,0.2,1.4,19.75,0.25
Malik Monk,G,CHA,79,13.8,3.0,1.8,0.4,0.1,1.5,20.1,0.25
Jarred Vanderbilt,F,MIN,76,6.1,5.6,1.3,1.0,0.6,0.9,18.67,0.25
Davis Bertans,F,WAS,77,11.4,3.1,0.9,0.6,0.3,0.6,18.57,0.24
Damian Jones,C,LAL,73,7.0,5.1,0.4,0.4,1.3,1.0,17.82,0.24
Garrison Mathews,G,WAS,75,10.0,2.7,0.9,0.9,0.2,0.2,17.69,0.24
Chuma Okeke,F,ORL,72,5.4,4.0,2.2,0.8,0.4,0.8,16.3,0.23
Jake Layman,F,MIN,74,8.4,2.3,1.1,1.1,0.7,1.1,17.11,0.23
Robin Lopez,C,WAS,76,8.6,4.7,0.9,0.3,0.7,1.3,17.29,0.23
Cameron Payne,G,PHX,77,7.6,2.2,3.7,0.8,0.2,1.2,17.59,0.23
Jaxson Hayes,C-F,NOP,76,6.6,5.9,0.7,0.4,0.9,1.2,17.43,0.23
Kenrich Williams,F-G,OKC,76,6.3,4.3,1.8,0.8,0.3,1.0,16.46,0.22
Tony Snell,G,ATL,73,7.8,3.2,1.5,0.4,0.5,0.8,15.79,0.22
Taj Gibson,F,NYK,75,4.4,5.9,0.8,0.8,0.8,1.1,16.38,0.22
Derrick Jones Jr.,F-G,POR,76,6.7,3.9,0.7,0.6,0.8,0.6,16.03,0.21
Derrick Favors,C-F,UTA,80,5.9,5.3,0.8,0.4,0.9,0.7,16.66,0.21
Ty Jerome,F-G,OKC,74,7.9,2.2,2.5,0.6,0.0,0.5,15.59,0.21
Kentavious Caldwell-Pope,G,LAL,75,9.1,2.3,1.4,0.8,0.2,1.0,15.96,0.21
Kira Lewis Jr.,G,NOP,72,6.8,1.5,2.3,0.8,0.2,0.8,14.25,0.2
Nickeil Alexander-Walker,G,NOP,76,7.0,2.1,1.9,0.9,0.2,1.1,14.57,0.19
