PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,26.1,10.5,8.3,1.3,0.7,3.2,65.95,0.57
Nikola Vucevic,C,CHI,87,6.0,25.5,11.9,4.0,1.0,0.8,2.1,61.08,0.56
Giannis Antetokounmpo,F,MIL,96,5.0,27.6,11.1,5.8,1.1,1.2,3.6,62.92,0.55
Karl-Anthony Towns,C-F,MIN,88,6.0,24.2,10.2,4.1,0.7,1.1,3.2,56.79,0.51
Damian Lillard,G,POR,94,1.0,29.8,4.2,7.8,1.0,0.2,3.2,48.94,0.5
Luka Doncic,F-G,DAL,94,1.0,24.9,7.3,7.6,1.0,0.5,3.7,47.86,0.49
Anthony Davis,C-F,LAL,94,2.0,23.3,9.1,3.4,1.3,1.9,2.4,50.52,0.49
Trae Young,G,ATL,87,3.0,24.8,3.9,9.1,1.0,0.2,4.0,48.73,0.49
Bam Adebayo,C-F,MIA,88,2.0,18.2,9.2,5.4,1.2,1.3,2.7,46.14,0.48
Kenyon Martin Jr.,F,HOU,75,0.0,15.0,8.9,1.7,1.2,1.5,1.4,34.93,0.47
Paul George,F,LAC,90,5.0,23.6,6.2,5.3,1.3,0.5,3.1,51.29,0.46
Kelly Olynyk,C-F,HOU,78,6.0,16.3,9.8,2.8,1.2,0.8,2.0,48.26,0.46
Kawhi Leonard,F,LAC,96,0.0,24.8,6.3,5.3,1.6,0.5,2.1,44.51,0.46
Kevin Durant,F,BKN,96,1.0,25.7,7.0,4.9,0.6,1.2,3.2,45.65,0.45
Rudy Gobert,C,UTA,88,2.0,14.2,12.7,1.2,0.6,2.6,1.6,43.24,0.45
Kristaps Porzingis,C-F,DAL,86,2.0,20.8,8.9,1.6,0.5,1.4,1.3,42.28,0.45
Jrue Holiday,G,MIL,87,4.0,18.9,4.9,6.1,1.9,0.5,2.4,46.73,0.45
James Harden,G,BKN,95,2.0,19.9,6.4,8.2,1.0,0.6,3.3,45.38,0.44
Jusuf Nurkic,C,POR,80,2.0,13.2,10.0,3.6,1.1,1.2,2.3,39.2,0.44
LeBron James,F-G,LAL,97,0.0,22.2,6.9,7.4,1.1,0.5,3.3,43.08,0.44
Clint Capela,C,ATL,86,5.0,14.6,12.7,0.8,0.7,2.0,1.2,47.94,0.44
Jarrett Allen,C,CLE,84,1.0,14.6,11.9,1.8,0.7,1.8,1.8,39.28,0.44
Michael Porter Jr.,F,DEN,84,2.0,20.0,8.4,1.3,0.7,1.0,1.2,39.93,0.43
Khris Middleton,F,MIL,85,1.0,20.3,5.4,5.2,1.2,0.2,2.6,38.18,0.43
