PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,5,18.0,25.8,13.2,17.0,1.6,0.4,4.4,104.74,0.78
Kelly Olynyk,C-F,HOU,78,4,6.0,22.0,8.75,8.0,2.25,0.25,3.75,60.25,0.62
Jonas Valanciunas,C,MEM,83,3,4.0,20.67,15.0,2.0,0.33,3.33,1.33,59.33,0.62
Caris LeVert,G,IND,83,4,6.0,26.75,7.25,8.75,1.75,0.5,4.25,63.08,0.62
Anthony Davis,C-F,LAL,94,4,2.0,31.5,10.0,4.75,1.5,1.0,2.5,59.62,0.59
Nikola Jokic,C,DEN,95,5,6.0,26.8,11.2,8.0,0.2,0.4,3.0,63.04,0.54
Damian Lillard,G,POR,94,5,1.0,34.6,4.8,6.4,0.6,0.2,2.0,52.36,0.54
Julius Randle,C-F,NYK,87,5,5.0,25.4,10.4,7.2,0.4,0.0,3.4,56.48,0.53
Kenyon Martin Jr.,F,HOU,75,5,0.0,20.2,9.0,3.2,1.0,0.8,1.4,39.8,0.53
Giannis Antetokounmpo,F,MIL,96,5,5.0,25.4,10.0,5.2,1.2,0.4,1.0,59.0,0.51
Stephen Curry,G,GSW,96,4,0.0,35.0,4.0,5.25,1.25,0.0,2.5,48.92,0.51
Alec Burks,G,NYK,78,2,0.0,22.0,9.5,3.5,0.0,0.5,1.5,38.65,0.5
Draymond Green,F,GSW,80,4,3.0,10.75,7.5,10.75,2.0,0.25,2.25,46.38,0.5
Jusuf Nurkic,C,POR,80,5,2.0,13.4,10.2,4.8,1.8,1.2,1.6,44.24,0.5
Trae Young,G,ATL,87,5,3.0,26.6,4.0,9.4,0.2,0.2,3.4,49.3,0.5
Bogdan Bogdanovic,G,ATL,79,5,4.0,23.2,2.6,4.0,2.0,0.6,1.0,47.12,0.5
Dillon Brooks,F-G,MEM,76,4,1.0,22.25,3.75,2.75,1.75,1.0,1.5,39.62,0.49
Karl-Anthony Towns,C-F,MIN,88,5,6.0,25.2,9.6,3.8,0.8,0.4,3.0,55.02,0.49
Nikola Vucevic,C,CHI,87,5,6.0,17.0,13.8,5.4,0.4,0.6,1.8,54.86,0.49
Anthony Edwards,G,MIN,81,5,4.0,23.0,5.8,4.2,1.0,0.8,2.6,47.06,0.48
Jrue Holiday,G,MIL,87,5,4.0,19.0,3.8,8.0,1.0,1.2,1.4,48.76,0.47
Jordan Clarkson,G,UTA,82,5,1.0,26.0,4.6,3.6,0.8,0.2,1.2,40.72,0.47
Terry Rozier,G,CHA,82,5,2.0,23.0,5.0,4.8,1.4,0.2,2.2,42.8,0.47
