PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
De'Aaron Fox,G,SAC,87,5,4.0,32.6,4.0,8.0,2.4,0.2,2.4,62.8,0.63
Julius Randle,C-F,NYK,87,5,3.0,33.8,8.2,6.2,1.6,0.4,4.6,60.34,0.62
Terry Rozier,G,CHA,82,4,1.0,25.25,6.75,8.0,2.0,0.75,2.5,53.1,0.62
Paul George,F,LAC,90,4,4.0,32.0,6.5,7.0,1.5,0.75,4.25,60.8,0.59
Trae Young,G,ATL,87,3,2.0,30.33,5.0,9.67,0.67,0.0,4.0,52.83,0.56
Clint Capela,C,ATL,86,5,4.0,20.4,17.2,1.0,0.6,1.6,1.2,55.94,0.56
Brandon Ingram,F,NOP,85,5,2.0,28.4,4.8,6.2,1.4,0.6,3.4,50.06,0.54
Zion Williamson,F,NOP,90,5,2.0,29.6,7.6,4.0,0.8,1.2,4.0,50.72,0.52
Miles Bridges,F,CHA,75,5,1.0,21.6,7.0,2.2,0.8,0.8,2.2,37.9,0.48
Bogdan Bogdanovic,G,ATL,79,5,4.0,23.2,4.4,3.8,1.2,0.4,1.0,45.98,0.48
Karl-Anthony Towns,C-F,MIN,88,3,5.0,22.33,7.67,6.0,0.0,1.0,3.33,50.2,0.46
CJ McCollum,G,POR,87,5,1.0,22.0,5.0,4.8,0.8,0.4,1.6,39.2,0.43
Kyrie Irving,G,BKN,91,4,3.0,21.75,3.75,6.0,1.75,0.75,3.25,45.5,0.43
Nerlens Noel,C-F,NYK,78,4,0.0,8.25,10.0,1.0,1.25,2.75,0.5,33.25,0.43
Anthony Edwards,G,MIN,81,5,0.0,20.2,4.6,3.0,1.6,0.2,1.4,34.22,0.42
P.J. Washington,F,CHA,80,2,0.0,15.5,5.0,1.5,1.0,2.5,0.5,33.75,0.42
Naji Marshall,F,NOP,68,5,0.0,11.2,6.4,4.0,0.8,0.6,1.0,28.08,0.41
Kevin Huerter,F-G,ATL,74,5,0.0,15.4,3.8,4.6,1.2,0.4,1.0,30.66,0.41
Wendell Carter Jr.,C-F,ORL,82,5,0.0,14.6,9.2,2.4,1.2,0.8,1.4,33.84,0.41
Marcus Morris Sr.,F,LAC,78,4,0.0,22.25,5.5,1.25,0.75,0.0,1.0,31.98,0.41
Cole Anthony,G,ORL,74,5,0.0,13.8,4.8,5.4,0.6,0.6,2.0,29.26,0.4
Enes Kanter,C,POR,81,5,1.0,13.0,13.6,1.2,0.4,0.6,1.8,34.32,0.4
Buddy Hield,G,SAC,77,4,0.0,16.0,3.75,3.0,1.25,0.75,1.25,29.75,0.39
Bruce Brown,F-G,BKN,77,5,0.0,9.0,7.8,3.0,1.6,0.8,1.6,28.46,0.37
Reggie Jackson,G,LAC,77,5,0.0,14.6,4.6,4.0,0.6,0.2,1.6,26.92,0.35
Nicolas Batum,F-G,LAC,77,4,0.0,9.5,5.75,1.75,1.0,2.25,1.5,27.28,0.35
Jarred Vanderbilt,F,MIN,75,4,0.0,5.75,8.25,1.75,1.0,2.0,1.0,26.28,0.35
Harrison Barnes,F,SAC,80,5,0.0,16.6,6.2,1.8,1.0,0.2,2.0,28.34,0.35
Landry Shamet,G,BKN,71,5,0.0,17.8,1.8,2.8,0.8,0.0,1.4,25.16,0.35
Ivica Zubac,C,LAC,79,5,0.0,12.4,8.6,2.4,0.4,0.6,1.8,27.52,0.35
Steven Adams,C,NOP,80,5,0.0,6.4,12.0,2.6,0.6,0.4,0.8,26.9,0.34
Chuma Okeke,F,ORL,76,4,0.0,11.0,3.75,2.25,1.5,1.25,1.0,26.12,0.34
Jalen McDaniels,C-F,CHA,70,5,0.0,11.8,4.4,1.2,2.0,0.4,2.4,23.68,0.34
DeAndre Jordan,C,BKN,79,3,0.0,11.0,8.67,2.33,0.0,1.0,1.0,26.9,0.34
RJ Barrett,F-G,NYK,80,5,1.0,14.8,4.0,2.6,1.4,0.4,1.8,29.1,0.34
Norman Powell,"['G', 'G']",POR,82,5,0.0,17.0,3.2,2.4,1.2,0.6,2.4,27.44,0.33
Derrick Rose,G,NYK,81,5,0.0,14.8,2.4,3.6,0.8,0.6,1.2,26.08,0.32
Naz Reid,C-F,MIN,78,5,0.0,11.6,6.6,1.2,0.4,1.2,0.8,25.32,0.32
Maurice Harkless,F-G,SAC,72,5,0.0,7.8,4.0,1.8,1.4,1.4,1.0,22.7,0.32
Taj Gibson,F,NYK,75,5,0.0,5.6,7.6,1.0,0.8,1.6,0.0,23.42,0.31
Reggie Bullock,F-G,NYK,73,5,0.0,12.8,3.6,1.4,1.4,0.0,0.8,22.62,0.31
Gary Harris,G,ORL,73,4,0.0,11.75,1.0,3.75,0.75,0.75,1.25,21.82,0.3
Ricky Rubio,G,MIN,76,5,0.0,9.0,3.2,4.4,1.2,0.0,1.2,21.84,0.29
Elfrid Payton,G,NYK,76,5,0.0,10.6,4.4,3.6,0.6,0.0,1.2,21.88,0.29
Donta Hall,C,ORL,70,2,0.0,4.0,5.0,2.5,1.0,1.5,1.0,20.25,0.29
Hassan Whiteside,C,SAC,80,4,0.0,8.75,7.25,1.0,0.5,1.25,0.75,23.45,0.29
D'Angelo Russell,G,MIN,83,5,0.0,15.8,1.2,4.0,1.0,0.2,4.0,22.84,0.28
Eric Bledsoe,G,NOP,77,5,0.0,11.2,4.0,3.0,0.8,0.2,2.0,21.5,0.28
Robert Covington,F,POR,77,5,1.0,5.8,5.2,2.0,1.4,1.2,1.2,23.64,0.28
Dwayne Bacon,F-G,ORL,71,5,0.0,12.0,3.0,1.4,1.0,0.0,0.6,20.1,0.28
Lonzo Ball,G,NOP,80,2,2.0,4.5,4.5,3.0,1.5,1.0,0.0,25.9,0.27
Brandon Goodwin,G,ATL,70,4,0.0,9.25,3.25,3.25,0.5,0.0,1.5,18.02,0.26
Carmelo Anthony,F,POR,79,5,0.0,14.6,3.0,1.0,0.4,0.4,1.2,20.9,0.26
Tyrese Haliburton,G,SAC,82,5,0.0,9.6,1.2,3.6,1.8,0.2,1.0,21.44,0.26
Mo Bamba,C,ORL,75,3,0.0,10.67,5.0,0.67,0.0,0.67,1.0,18.67,0.25
Caleb Martin,F,CHA,74,5,0.0,7.8,5.6,2.0,0.4,0.0,0.4,18.32,0.25
Vernon Carey Jr.,C-F,CHA,70,2,0.0,10.5,3.5,0.5,0.5,0.5,1.0,17.45,0.25
Solomon Hill,F,ATL,70,5,0.0,7.4,4.2,1.0,0.8,0.4,0.6,16.94,0.24
Josh Okogie,G,MIN,73,5,0.0,8.8,2.2,0.8,1.2,1.0,1.4,17.84,0.24
Rajon Rondo,G,LAC,75,5,0.0,6.4,2.0,5.4,0.8,0.0,1.6,17.7,0.24
Delon Wright,G,SAC,77,5,0.0,8.2,2.2,1.8,1.6,0.0,0.8,17.54,0.23
R.J. Hampton,G,ORL,73,5,0.0,7.8,3.8,2.0,0.8,0.2,1.8,16.56,0.23
Luke Kennard,G,LAC,74,5,0.0,10.8,3.2,1.6,0.4,0.0,1.4,16.84,0.23
Jeff Green,F,BKN,76,5,0.0,9.2,3.0,2.6,0.2,0.4,1.2,17.3,0.23
Terance Mann,F-G,LAC,72,5,0.0,6.8,4.0,1.8,0.8,0.0,0.6,16.1,0.22
Blake Griffin,F,BKN,78,4,0.0,5.75,3.75,2.75,1.0,0.5,1.75,17.12,0.22
Jaden McDaniels,F,MIN,75,5,0.0,7.4,3.0,1.0,0.6,0.8,0.6,16.1,0.21
Jordan McLaughlin,G,MIN,73,5,0.0,5.2,2.2,2.8,1.2,0.0,0.8,14.84,0.2
Brad Wanamaker,G,CHA,72,5,0.0,5.6,2.0,3.8,0.4,0.6,2.0,14.7,0.2
Bismack Biyombo,C,CHA,75,4,0.0,4.5,5.25,1.0,0.5,0.75,1.0,15.05,0.2
Ed Davis,C-F,MIN,74,3,0.0,1.67,5.33,0.67,1.0,1.0,0.33,14.73,0.2
