PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Karl-Anthony Towns,C-F,MIN,88,5.0,26.3,11.3,4.3,0.7,1.5,3.2,59.71,0.56
Kyrie Irving,G,BKN,91,3.0,33.5,4.9,6.0,1.2,0.5,2.3,57.18,0.56
Julius Randle,C-F,NYK,87,3.0,22.9,10.1,5.9,0.9,0.3,3.5,49.97,0.51
De'Aaron Fox,G,SAC,87,4.0,25.2,3.9,7.6,1.6,0.4,3.2,52.08,0.51
Trae Young,G,ATL,87,2.0,25.0,4.1,9.3,0.9,0.2,4.1,47.07,0.5
Clint Capela,C,ATL,86,4.0,16.2,14.2,1.0,0.8,2.2,1.4,50.34,0.49
Zion Williamson,F,NOP,90,2.0,27.5,7.3,3.8,1.0,0.6,2.5,48.26,0.49
Paul George,F,LAC,90,4.0,24.3,6.0,6.0,1.2,0.4,3.2,50.1,0.47
Kawhi Leonard,F,LAC,96,0.0,25.9,6.1,5.1,1.7,0.5,1.9,45.57,0.47
Brandon Ingram,F,NOP,85,2.0,23.6,5.2,4.7,0.7,0.6,2.4,42.39,0.45
Terry Rozier,G,CHA,82,1.0,21.0,4.5,3.8,1.3,0.4,2.1,37.1,0.43
Hassan Whiteside,C,SAC,80,0.0,13.8,9.7,1.0,0.4,2.3,1.7,33.34,0.42
Enes Kanter,C,POR,81,1.0,13.7,12.8,1.4,0.6,0.9,1.4,36.26,0.42
Wendell Carter Jr.,C-F,ORL,82,0.0,13.2,9.8,2.5,0.9,1.0,2.0,32.41,0.4
Bogdan Bogdanovic,G,ATL,79,4.0,17.2,4.5,3.5,1.1,0.3,1.4,38.65,0.39
Anthony Edwards,G,MIN,81,0.0,19.0,4.6,3.1,1.2,0.4,2.3,31.67,0.39
Harrison Barnes,F,SAC,80,0.0,16.5,6.6,3.6,0.7,0.2,1.5,31.02,0.39
Tyrese Haliburton,G,SAC,82,0.0,14.6,3.9,5.6,1.4,0.6,1.8,31.88,0.39
Lonzo Ball,G,NOP,80,2.0,14.2,3.8,5.6,1.4,0.5,1.9,34.96,0.39
Jalen McDaniels,C-F,CHA,70,0.0,14.0,6.2,1.7,0.6,0.9,1.7,26.79,0.38
Cole Anthony,G,ORL,74,0.0,13.3,5.3,4.6,0.8,0.4,2.3,27.86,0.38
Miles Bridges,F,CHA,75,1.0,13.6,6.8,2.3,0.8,0.9,2.1,30.21,0.38
Norman Powell,"['G', 'G']",POR,82,0.0,20.4,3.4,2.1,1.3,0.2,1.9,30.23,0.37
RJ Barrett,F-G,NYK,80,1.0,16.7,5.4,2.8,0.7,0.3,1.9,30.48,0.36
