PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP_TEN,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,86,5,3.0,22.0,13.6,13.0,1.6,1.0,6.0,63.02,0.66
Nikola Jokic,C,DEN,95,5,2.0,26.0,10.2,8.4,1.4,1.0,2.6,57.04,0.56
Tobias Harris,F,PHI,86,5,0.0,24.0,8.2,5.4,1.2,0.4,2.6,42.54,0.49
Kawhi Leonard,F,LAC,96,4,0.0,25.25,6.75,5.0,2.75,0.5,1.75,45.6,0.48
Trae Young,G,ATL,87,5,0.0,22.6,3.8,10.0,0.8,0.4,4.0,40.56,0.47
John Collins,C-F,ATL,84,5,1.0,21.8,9.6,1.0,1.2,0.8,0.6,40.22,0.45
Devin Booker,G,PHX,88,5,1.0,25.0,6.6,3.8,1.4,0.0,2.0,41.42,0.45
Terry Rozier,G,CHA,82,5,0.0,21.0,4.8,5.4,0.6,0.4,1.6,35.26,0.43
Deandre Ayton,C,PHX,84,5,0.0,19.4,11.2,1.2,0.2,1.2,1.0,36.44,0.43
Clint Capela,C,ATL,86,5,0.0,14.6,14.0,0.8,1.0,1.2,0.6,36.4,0.42
Jamal Murray,G,DEN,86,5,0.0,20.8,2.8,6.6,1.2,0.2,2.0,34.86,0.41
Chris Paul,G,PHX,88,5,0.0,15.4,5.4,7.6,1.8,0.2,1.8,35.48,0.4
Terance Mann,F-G,LAC,72,5,0.0,15.0,7.6,2.6,0.2,0.2,0.4,28.42,0.39
Rui Hachimura,F,WAS,77,5,0.0,18.4,8.0,1.2,0.4,0.2,1.8,29.2,0.38
Michael Porter Jr.,F,DEN,82,5,0.0,18.8,7.8,1.4,0.0,0.6,1.0,30.46,0.37
Ivica Zubac,C,LAC,79,5,0.0,9.8,10.0,1.0,0.6,2.0,1.2,27.3,0.35
Danny Green,F-G,PHI,75,5,1.0,17.0,2.6,0.8,1.8,1.0,0.6,28.32,0.35
Ben Simmons,F-G,PHI,88,4,0.0,15.5,7.5,5.5,1.25,0.5,5.5,30.75,0.35
Gordon Hayward,F,CHA,85,5,0.0,15.6,7.4,3.8,0.4,0.2,2.6,28.78,0.34
Marcus Morris Sr.,F,LAC,78,4,0.0,19.25,3.5,1.25,0.0,0.25,0.5,25.32,0.32
P.J. Washington,F,CHA,80,5,0.0,7.2,9.0,2.8,0.8,1.8,2.8,24.6,0.31
Aaron Gordon,F,DEN,80,4,0.0,12.75,4.5,3.75,0.5,0.75,1.75,24.52,0.31
Shake Milton,F-G,PHI,78,5,0.0,18.0,2.4,2.4,0.6,0.4,2.4,24.08,0.31
Mo Bamba,C,ORL,74,2,0.0,11.0,5.5,2.0,0.0,1.5,0.5,23.1,0.31
Devonte' Graham,G,CHA,78,5,0.0,17.4,1.6,4.2,0.2,0.4,2.6,24.22,0.31
Miles Bridges,F,CHA,75,5,0.0,11.2,6.2,1.8,0.2,0.8,1.2,22.14,0.3
Will Barton,G,DEN,75,5,0.0,10.0,4.0,2.2,1.6,1.0,1.6,21.7,0.29
Chuma Okeke,F,ORL,72,5,0.0,11.6,3.8,2.0,0.8,0.4,0.8,20.76,0.29
Jae Crowder,F,PHX,77,5,0.0,10.2,4.8,2.4,1.0,0.6,0.6,22.16,0.29
Mikal Bridges,F,PHX,83,5,1.0,10.2,5.2,2.4,1.8,0.8,1.4,25.84,0.29
Paul Millsap,F,DEN,79,5,0.0,8.8,4.8,2.8,1.6,0.6,0.8,22.36,0.28
Bogdan Bogdanovic,G,ATL,76,5,0.0,12.4,1.8,2.4,1.2,0.4,0.6,20.76,0.27
Reggie Jackson,G,LAC,77,5,0.0,14.4,2.2,3.0,0.4,0.0,1.6,20.74,0.27
Dwayne Bacon,F-G,ORL,71,5,0.0,11.8,3.4,2.0,0.2,0.0,0.6,18.68,0.26
Khem Birch,C,ORL,76,5,1.0,5.8,5.2,2.0,1.4,0.4,0.0,20.64,0.25
Nicolas Batum,F-G,LAC,77,5,0.0,6.8,5.8,2.8,0.6,0.6,0.8,19.56,0.25
Dwight Howard,C-F,PHI,79,5,0.0,6.2,10.4,0.8,0.4,0.8,2.4,19.88,0.25
Alex Len,C,WAS,75,5,0.0,10.2,4.2,0.6,0.2,1.6,0.8,18.94,0.25
James Ennis III,F,ORL,76,5,0.0,10.6,4.4,1.6,0.4,0.0,1.2,17.88,0.24
Luke Kennard,G,LAC,74,5,0.0,11.0,3.6,1.6,0.0,0.2,0.4,17.72,0.24
Danilo Gallinari,F,ATL,79,5,0.0,12.4,2.6,2.0,0.4,0.4,0.8,19.32,0.24
Seth Curry,G,PHI,76,2,0.0,13.0,1.5,2.0,0.5,0.0,1.0,17.8,0.23
Cody Martin,F,CHA,74,5,0.0,5.4,4.4,3.0,0.8,0.4,0.8,16.78,0.23
Michael Carter-Williams,G,ORL,74,5,0.0,6.6,4.0,3.8,0.6,0.6,2.2,17.3,0.23
Raul Neto,G,WAS,76,5,0.0,8.8,3.2,1.8,1.0,0.0,0.6,16.74,0.22
Wendell Carter Jr.,C-F,ORL,80,4,0.0,6.25,7.0,0.75,0.5,0.25,0.75,16.52,0.21
Torrey Craig,F,PHX,75,5,0.0,7.0,3.6,1.4,0.6,0.4,0.4,15.02,0.2
Matisse Thybulle,F-G,PHI,74,5,0.0,4.2,3.2,1.2,1.2,1.2,0.4,14.24,0.19
PJ Dozier,F-G,DEN,75,5,0.0,6.6,3.2,2.0,0.4,0.2,0.6,14.04,0.19
