PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,4.0,28.4,10.9,5.9,1.2,1.2,3.7,61.83,0.56
Russell Westbrook,G,WAS,88,13.0,20.7,9.9,9.9,1.4,0.4,4.6,74.22999999999999,0.55
Joel Embiid,C-F,PHI,95,0.0,29.1,11.0,3.0,1.0,1.7,3.0,51.9,0.55
Karl-Anthony Towns,C-F,MIN,88,6.0,25.4,10.6,4.1,0.7,1.5,3.2,59.67,0.54
Domantas Sabonis,C-F,IND,87,3.0,20.5,11.1,6.5,1.2,0.6,3.5,51.47,0.52
Moritz Wagner,C-F,ORL,76,0.0,18.7,9.0,3.6,1.2,1.2,2.6,39.5,0.52
Julius Randle,C-F,NYK,87,4.0,23.2,9.7,5.8,0.9,0.2,3.4,51.44,0.5
Bradley Beal,G,WAS,90,0.0,30.6,5.0,4.7,1.2,0.3,3.3,44.85,0.5
Christian Wood,F,HOU,84,1.0,21.4,9.8,1.7,0.9,1.4,2.0,42.61,0.48
Trae Young,G,ATL,87,2.0,24.5,3.8,8.8,0.9,0.2,4.0,45.56,0.48
Jonas Valanciunas,C,MEM,83,2.0,18.3,12.6,1.8,0.6,0.9,1.9,42.72,0.47
Jayson Tatum,F-G,BOS,89,4.0,25.1,6.8,4.4,1.2,0.4,2.5,50.16,0.47
Michael Porter Jr.,F,DEN,84,2.0,21.7,8.8,1.3,0.7,1.3,1.5,42.71,0.46
Ben Simmons,F-G,PHI,86,0.0,15.1,7.3,7.7,1.7,0.7,3.3,39.31,0.46
Clint Capela,C,ATL,86,5.0,14.8,13.4,0.8,0.6,2.0,1.2,48.68,0.45
Dejounte Murray,G,SAS,82,2.0,16.6,6.7,5.4,1.8,0.2,2.0,40.74,0.45
Caris LeVert,G,IND,83,3.0,20.0,4.6,4.9,1.6,0.5,2.1,43.07,0.45
Rudy Gobert,C,UTA,88,2.0,13.5,12.9,1.2,0.5,2.6,1.6,42.48,0.44
Jusuf Nurkic,C,POR,80,1.0,12.4,9.9,3.9,1.2,1.3,2.3,37.33,0.44
Kelly Olynyk,C-F,HOU,78,3.0,16.2,8.1,2.6,1.3,0.8,2.1,40.02,0.44
Jordan Clarkson,G,UTA,82,0.0,23.3,5.2,3.0,1.2,0.3,2.2,36.34,0.44
Tobias Harris,F,PHI,87,0.0,19.6,7.1,3.4,1.0,0.9,1.9,37.02,0.43
Devin Booker,G,PHX,89,3.0,25.0,4.2,4.8,1.0,0.3,3.2,43.94,0.43
DeMar DeRozan,F-G,SAS,87,3.0,21.0,4.0,6.8,0.9,0.2,2.0,43.3,0.43
Chris Paul,G,PHX,88,2.0,16.5,4.5,8.2,1.4,0.2,2.2,40.8,0.42
Khris Middleton,F,MIL,85,1.0,19.4,5.6,5.2,1.2,0.2,2.6,37.52,0.42
Jrue Holiday,G,MIL,87,3.0,18.0,4.6,5.7,1.7,0.5,2.3,42.37,0.42
Ja Morant,G,MEM,85,2.0,19.0,3.9,7.1,1.0,0.2,3.1,38.83,0.41
Kevin Porter Jr.,F-G,HOU,77,2.0,16.8,4.1,6.5,1.0,0.3,3.6,35.769999999999996,0.41
Collin Sexton,G,CLE,83,0.0,23.3,3.2,3.9,1.1,0.1,2.6,33.99,0.41
Jarrett Allen,C,CLE,84,1.0,14.0,11.0,1.5,0.6,1.8,1.8,36.85,0.41
Oshae Brissett,F-G,IND,67,3.0,12.7,6.0,0.8,0.8,1.2,0.5,32.6,0.4
Richaun Holmes,C-F,SAC,82,1.0,14.0,8.8,1.6,0.7,1.6,1.2,34.66,0.4
John Collins,C-F,ATL,85,1.0,18.6,7.7,1.6,0.5,1.1,1.3,35.74,0.4
Jakob Poeltl,C,SAS,78,1.0,10.0,9.7,2.0,0.7,2.1,1.5,33.54,0.4
Cole Anthony,G,ORL,74,0.0,13.8,5.5,4.9,0.7,0.5,2.2,29.15,0.39
D'Angelo Russell,G,MIN,83,0.0,19.6,2.8,5.4,1.1,0.4,2.8,32.76,0.39
Buddy Hield,G,SAC,77,0.0,17.3,4.4,2.8,0.9,0.4,1.8,28.88,0.38
RJ Barrett,F-G,NYK,80,1.0,17.7,6.0,2.9,0.8,0.3,2.0,32.55,0.38
Dillon Brooks,F-G,MEM,76,0.0,18.2,3.5,2.5,1.3,0.4,2.0,29.25,0.38
Evan Fournier,F-G,BOS,81,0.0,18.5,3.0,3.6,1.3,0.4,2.1,30.5,0.38
Deandre Ayton,C,PHX,84,0.0,14.1,10.3,1.2,0.5,1.0,1.6,31.16,0.37
Anthony Edwards,G,MIN,81,2.0,17.8,4.5,2.7,1.3,0.4,2.2,34.15,0.37
Kemba Walker,G,BOS,83,0.0,17.4,3.7,4.5,1.0,0.3,1.9,30.59,0.37
