PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jusuf Nurkic,C,POR,80,11,1.0,13.27,10.36,3.64,1.0,0.91,1.91,36.98,0.44
Kevin Porter Jr.,F-G,HOU,77,9,2.0,19.44,4.0,6.67,0.67,0.11,3.67,36.91,0.43
CJ McCollum,G,POR,87,12,2.0,22.25,5.0,5.0,0.83,0.33,1.58,41.67,0.43
Jonas Valanciunas,C,MEM,83,9,2.0,15.67,10.78,2.0,0.56,1.0,1.22,39.04,0.42
Oshae Brissett,F-G,IND,67,11,3.0,12.0,6.64,0.91,0.73,1.55,0.45,33.69,0.41
Cole Anthony,G,ORL,74,12,0.0,15.33,4.75,5.17,0.67,0.33,2.33,29.45,0.4
Devin Booker,G,PHX,89,12,3.0,24.33,4.08,3.83,0.83,0.25,2.75,41.48,0.4
Ben Simmons,F-G,PHI,86,8,0.0,11.88,5.5,5.88,2.12,0.75,1.38,34.54,0.4
Marcus Smart,G,BOS,80,10,0.0,14.0,4.8,6.0,1.6,0.3,2.1,32.36,0.4
Deandre Ayton,C,PHX,84,12,0.0,13.17,10.08,1.33,1.0,1.25,0.92,33.1,0.39
RJ Barrett,F-G,NYK,80,12,1.0,17.83,5.33,3.17,0.92,0.33,1.83,32.9,0.39
Jakob Poeltl,C,SAS,78,10,1.0,10.7,7.5,1.9,0.7,2.3,1.8,31.75,0.38
Kevin Huerter,F-G,ATL,74,10,0.0,14.4,3.4,3.4,1.7,0.3,1.1,28.48,0.38
Jae'Sean Tate,F,HOU,78,12,0.0,12.5,5.17,4.0,2.0,0.33,1.92,29.78,0.38
Derrick Rose,G,NYK,81,12,0.0,17.25,3.0,4.25,0.83,0.33,1.08,29.64,0.37
Jarrett Allen,C,CLE,84,12,1.0,13.75,10.08,1.67,0.67,0.92,1.83,33.269999999999996,0.37
Kyle Anderson,F-G,MEM,81,12,0.0,11.08,6.17,3.58,1.17,1.0,0.75,29.61,0.37
Jordan Clarkson,G,UTA,82,10,0.0,18.3,4.3,3.3,1.1,0.1,1.8,30.21,0.37
Dillon Brooks,F-G,MEM,76,11,0.0,19.45,2.73,1.82,1.0,0.36,2.0,27.55,0.36
Mo Bamba,C,ORL,75,10,0.0,10.3,8.1,1.2,0.4,1.6,1.1,26.72,0.36
Tobias Harris,F,PHI,87,9,0.0,15.11,5.33,3.78,1.0,1.0,1.56,31.62,0.36
T.J. McConnell,G,IND,78,12,0.0,8.92,3.5,6.17,2.17,0.17,1.67,27.7,0.36
D'Angelo Russell,G,MIN,83,12,0.0,17.58,2.0,6.17,1.08,0.25,3.17,30.07,0.36
Joe Ingles,F-G,UTA,81,11,1.0,14.27,3.64,6.45,0.55,0.27,2.55,30.23,0.35
Marvin Bagley III,F,SAC,80,3,0.0,15.67,6.67,1.67,1.0,0.33,2.33,27.83,0.35
Daniel Gafford,C-F,WAS,78,12,0.0,10.58,6.17,0.33,0.75,2.17,0.83,26.4,0.34
Robert Williams III,C-F,BOS,81,5,1.0,9.0,7.6,2.6,0.8,1.4,1.2,29.42,0.34
Cedi Osman,F,CLE,73,7,0.0,12.86,3.71,4.29,0.86,0.14,2.29,24.46,0.34
Brook Lopez,C,MIL,79,12,0.0,13.67,4.42,0.67,0.58,1.92,1.0,26.47,0.34
Delon Wright,G,SAC,77,12,1.0,9.75,3.75,3.33,1.83,0.67,1.17,27.58,0.33
Reggie Bullock,F-G,NYK,73,12,0.0,14.0,3.58,1.92,1.0,0.08,0.67,23.76,0.33
Facundo Campazzo,G,DEN,73,12,0.0,8.67,2.92,5.33,1.75,0.17,1.5,24.42,0.33
Wendell Carter Jr.,C-F,ORL,82,11,0.0,12.0,8.45,1.55,0.73,0.45,1.27,26.74,0.33
Ricky Rubio,G,MIN,76,12,0.0,8.83,3.42,5.17,1.67,0.0,1.08,24.6,0.32
Kevin Love,C-F,CLE,80,12,0.0,11.58,8.25,2.92,0.5,0.0,1.58,25.78,0.32
Royce O'Neale,F,UTA,75,11,0.0,7.36,8.18,2.91,0.91,0.36,1.09,24.27,0.32
John Collins,C-F,ATL,85,10,1.0,14.9,6.7,1.1,0.6,0.7,1.8,28.69,0.31
Danny Green,F-G,PHI,75,11,0.0,8.55,3.91,2.0,1.73,0.73,0.45,23.15,0.31
Bobby Portis,F,MIL,81,11,0.0,11.09,6.27,1.36,1.0,0.45,0.82,24.21,0.3
Robert Covington,F,POR,77,12,1.0,7.0,7.0,1.83,0.92,1.08,0.67,25.48,0.3
Richaun Holmes,C-F,SAC,82,7,1.0,15.0,5.71,1.29,0.0,0.71,1.43,26.5,0.3
Keldon Johnson,F-G,SAS,80,12,0.0,13.0,5.75,1.5,0.92,0.0,1.17,23.73,0.3
Dwayne Bacon,F-G,ORL,71,12,0.0,13.08,2.75,1.25,1.08,0.0,0.67,20.84,0.29
Rudy Gay,F-G,SAS,79,11,0.0,12.91,4.45,1.27,0.55,0.82,1.18,23.07,0.29
Naz Reid,C-F,MIN,78,12,0.0,12.0,4.75,0.83,0.25,1.17,0.92,22.28,0.29
Danilo Gallinari,F,ATL,80,7,0.0,14.43,4.14,1.43,0.43,0.14,0.43,22.83,0.29
