PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Clint Capela,C,ATL,86,28.0,17.0,0.0,0.0,5.0,0.0,63.4,0.74
Bogdan Bogdanovic,G,ATL,76,28.0,5.0,5.0,1.0,2.0,0.0,50.5,0.66
DeMar DeRozan,F-G,SAS,87,36.0,5.0,9.0,0.0,0.0,1.0,54.5,0.63
Nickeil Alexander-Walker,G,NOP,76,31.0,8.0,3.0,1.0,1.0,5.0,46.1,0.61
Andrew Wiggins,F-G,GSW,79,23.0,8.0,4.0,1.0,3.0,3.0,47.6,0.6
Draymond Green,F,GSW,80,16.0,10.0,8.0,4.0,0.0,4.0,48.0,0.6
Jimmy Butler,F,MIA,90,22.0,6.0,8.0,4.0,0.0,1.0,52.2,0.58
Dwight Howard,C-F,PHI,79,18.0,15.0,1.0,1.0,2.0,2.0,44.5,0.56
Rudy Gay,F-G,SAS,78,18.0,6.0,4.0,2.0,2.0,0.0,43.2,0.55
Aaron Gordon,F,DEN,80,14.0,6.0,6.0,3.0,2.0,1.0,44.2,0.55
Josh Jackson,F-G,DET,76,31.0,2.0,4.0,1.0,0.0,1.0,41.4,0.54
Kawhi Leonard,F,LAC,96,24.0,12.0,4.0,2.0,1.0,2.0,51.4,0.54
Shake Milton,F-G,PHI,78,27.0,5.0,4.0,1.0,0.0,1.0,41.0,0.53
Stephen Curry,G,GSW,96,36.0,11.0,3.0,0.0,0.0,3.0,50.7,0.53
Derrick White,G,SAS,79,29.0,1.0,3.0,1.0,2.0,2.0,41.7,0.53
Cory Joseph,G,DET,71,10.0,2.0,7.0,4.0,1.0,1.0,36.9,0.52
Mason Plumlee,C-F,DET,80,13.0,11.0,7.0,1.0,1.0,1.0,41.7,0.52
Trae Young,G,ATL,87,28.0,2.0,12.0,1.0,0.0,7.0,44.4,0.51
Jeff Green,F,BKN,76,21.0,8.0,2.0,2.0,0.0,1.0,38.6,0.51
Kyrie Irving,G,BKN,91,15.0,11.0,8.0,1.0,2.0,4.0,45.2,0.5
LaMarcus Aldridge,C-F,BKN,81,11.0,9.0,6.0,2.0,1.0,0.0,39.8,0.49
Jakob Poeltl,C,SAS,78,14.0,10.0,3.0,2.0,1.0,1.0,38.5,0.49
Wendell Carter Jr.,C-F,ORL,80,21.0,12.0,2.0,0.0,1.0,2.0,39.4,0.49
Chuma Okeke,F,ORL,72,8.0,10.0,4.0,1.0,2.0,0.0,35.0,0.49
Tyler Herro,G,MIA,80,20.0,4.0,3.0,2.0,1.0,0.0,38.3,0.48
Russell Westbrook,G,WAS,86,16.0,11.0,12.0,0.0,1.0,9.0,41.2,0.48
Josh Hart,G,NOP,77,14.0,17.0,5.0,0.0,0.0,5.0,36.9,0.48
Terrence Ross,F-G,ORL,77,19.0,2.0,5.0,2.0,1.0,2.0,35.9,0.47
Seth Curry,G,PHI,76,19.0,4.0,4.0,2.0,0.0,0.0,35.8,0.47
Eric Bledsoe,G,NOP,78,14.0,5.0,6.0,2.0,2.0,4.0,37.0,0.47
Dean Wade,C-F,CLE,70,16.0,8.0,2.0,1.0,0.0,0.0,31.6,0.45
Chasson Randle,G,ORL,71,15.0,6.0,2.0,3.0,0.0,2.0,32.2,0.45
James Ennis III,F,ORL,76,13.0,4.0,3.0,4.0,0.0,0.0,34.3,0.45
Duncan Robinson,F,MIA,75,21.0,4.0,3.0,0.0,1.0,0.0,33.3,0.44
Danny Green,F-G,PHI,75,11.0,6.0,2.0,3.0,1.0,1.0,32.2,0.43
Bam Adebayo,C-F,MIA,88,19.0,8.0,6.0,0.0,1.0,3.0,37.6,0.43
Danilo Gallinari,F,ATL,79,16.0,12.0,1.0,1.0,0.0,1.0,33.9,0.43
Collin Sexton,G,CLE,83,24.0,3.0,3.0,2.0,0.0,3.0,35.1,0.42
Dejounte Murray,G,SAS,83,16.0,9.0,2.0,2.0,0.0,1.0,34.8,0.42
Robin Lopez,C,WAS,76,16.0,2.0,3.0,0.0,3.0,1.0,30.9,0.41
Will Barton,G,DEN,75,19.0,3.0,4.0,1.0,0.0,1.0,30.6,0.41
Jamal Murray,G,DEN,86,23.0,8.0,2.0,0.0,0.0,1.0,34.6,0.4
Miles Bridges,F,CHA,75,10.0,5.0,3.0,1.0,2.0,0.0,29.5,0.39
Bruce Brown,F-G,BKN,77,14.0,6.0,0.0,2.0,1.0,1.0,29.2,0.38
Isaiah Hartenstein,C-F,CLE,74,12.0,7.0,1.0,0.0,2.0,0.0,27.9,0.38
Michael Porter Jr.,F,DEN,82,20.0,4.0,1.0,0.0,2.0,2.0,30.299999999999997,0.37
James Johnson,F,NOP,77,17.0,3.0,2.0,0.0,2.0,1.0,28.6,0.37
Deni Avdija,F,WAS,74,11.0,10.0,1.0,1.0,0.0,1.0,26.5,0.36
Paul George,F,LAC,90,17.0,8.0,5.0,0.0,0.0,2.0,32.1,0.36
Terance Mann,F-G,LAC,72,18.0,6.0,2.0,0.0,0.0,2.0,26.2,0.36
Kira Lewis Jr.,G,NOP,72,9.0,5.0,4.0,1.0,1.0,2.0,25.0,0.35
Nikola Jokic,C,DEN,95,14.0,7.0,7.0,0.0,1.0,4.0,31.9,0.34
Ben Simmons,F-G,PHI,88,5.0,13.0,5.0,1.0,0.0,2.0,29.1,0.33
Nicolas Batum,F-G,LAC,77,6.0,5.0,3.0,3.0,0.0,0.0,25.5,0.33
P.J. Washington,F,CHA,80,8.0,8.0,1.0,1.0,2.0,2.0,26.1,0.33
Dwayne Bacon,F-G,ORL,71,14.0,3.0,2.0,1.0,0.0,0.0,23.6,0.33
Saben Lee,G,DET,75,8.0,7.0,3.0,1.0,0.0,1.0,22.9,0.31
Devonte' Graham,G,CHA,78,13.0,5.0,0.0,1.0,1.0,1.0,24.0,0.31
Alex Len,C,WAS,75,14.0,5.0,0.0,1.0,0.0,0.0,23.0,0.31
Trevor Ariza,F,MIA,74,10.0,4.0,1.0,0.0,2.0,0.0,22.3,0.3
Matisse Thybulle,F-G,PHI,74,5.0,2.0,0.0,2.0,3.0,0.0,22.4,0.3
Raul Neto,G,WAS,76,9.0,2.0,3.0,1.0,1.0,0.0,21.9,0.29
Joe Harris,F-G,BKN,79,9.0,4.0,6.0,0.0,0.0,0.0,22.8,0.29
Mo Bamba,C,ORL,74,11.0,5.0,1.0,1.0,1.0,3.0,21.5,0.29
Steven Adams,C,NOP,80,8.0,10.0,3.0,0.0,0.0,2.0,22.5,0.28
Andre Iguodala,F-G,MIA,73,10.0,6.0,2.0,0.0,1.0,3.0,20.2,0.28
Jaxson Hayes,C-F,NOP,76,10.0,3.0,2.0,1.0,1.0,1.0,21.6,0.28
