PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,14.0,21.1,10.4,10.0,1.4,0.3,4.6,77.08,0.56
Luka Doncic,F-G,DAL,94,1.0,28.2,7.8,8.8,1.0,0.6,4.3,53.26,0.55
Stephen Curry,G,GSW,96,0.0,32.8,5.5,6.4,1.3,0.1,3.6,49.6,0.52
Kyrie Irving,G,BKN,91,5.0,27.3,4.8,6.5,1.4,0.5,2.5,56.01,0.51
Domantas Sabonis,C-F,IND,87,3.0,20.0,10.8,6.3,1.2,0.6,3.5,50.31,0.51
Clint Capela,C,ATL,86,5.0,16.4,14.2,1.0,0.8,2.1,1.3,52.34,0.49
Pascal Siakam,F,TOR,83,3.0,22.2,7.3,4.5,1.1,0.7,2.4,46.71,0.49
LaMelo Ball,G,CHA,85,0.0,19.3,6.6,7.3,1.9,0.4,3.3,41.77,0.49
Trae Young,G,ATL,87,2.0,24.2,4.0,9.1,0.9,0.2,4.0,45.95,0.48
Kevin Durant,F,BKN,96,1.0,26.8,7.2,5.0,0.7,1.3,3.3,47.64,0.48
Bradley Beal,G,WAS,90,0.0,29.3,4.7,4.5,1.2,0.4,3.2,43.29,0.48
Paul George,F,LAC,90,5.0,24.7,6.5,5.5,1.3,0.5,3.3,52.85,0.48
Fred VanVleet,G,TOR,84,3.0,20.4,4.2,6.1,1.7,0.7,2.0,45.79,0.47
Kawhi Leonard,F,LAC,96,0.0,24.7,6.2,5.1,1.7,0.4,2.2,43.89,0.46
Terry Rozier,G,CHA,82,1.0,21.7,4.6,4.3,1.3,0.4,2.1,38.67,0.45
Andrew Wiggins,F-G,GSW,80,1.0,19.5,5.2,2.7,1.1,1.1,2.0,36.39,0.43
Kyle Lowry,G,TOR,83,1.0,17.3,5.1,7.2,1.1,0.3,2.9,37.52,0.43
Caris LeVert,G,IND,83,3.0,19.6,4.5,4.7,1.5,0.5,2.1,41.95,0.43
Draymond Green,F,GSW,80,2.0,7.6,6.7,8.9,1.8,0.8,3.1,37.69,0.42
Jonas Valanciunas,C,MEM,83,2.0,16.6,11.5,1.7,0.5,0.8,1.7,39.15,0.42
Bogdan Bogdanovic,G,ATL,79,4.0,19.4,4.4,4.1,1.2,0.2,1.9,41.13,0.42
Andre Drummond,C,LAL,83,0.0,13.5,10.7,2.0,1.4,0.9,2.6,33.64,0.41
Oshae Brissett,F-G,IND,67,3.0,12.8,6.1,0.9,0.8,1.2,0.5,32.97,0.4
Ja Morant,G,MEM,85,2.0,18.4,3.6,7.3,0.9,0.2,3.1,37.87,0.4
Khem Birch,C,TOR,76,1.0,10.3,9.0,1.8,1.3,1.3,0.9,32.7,0.4
Tyler Cook,F,DET,68,0.0,13.4,7.6,2.3,0.5,0.4,2.1,26.57,0.39
Jaren Jackson Jr.,C-F,MEM,83,0.0,16.7,6.5,1.4,0.4,1.9,1.0,32.5,0.39
Isaiah Stewart,C-F,DET,78,1.0,11.0,9.5,1.2,0.8,1.7,1.6,32.1,0.39
Kent Bazemore,F-G,GSW,76,1.0,12.0,5.8,3.0,1.7,0.9,2.1,31.16,0.38
