PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jalen McDaniels,C-F,CHA,70,0.0,12.7,5.4,2.1,1.4,0.5,1.7,26.33,0.38
Caleb Martin,F,CHA,74,0.0,12.2,6.0,2.5,1.9,0.3,1.4,28.35,0.38
John Collins,C-F,ATL,85,1.0,17.9,7.6,1.3,0.5,1.1,1.3,34.47,0.38
Dillon Brooks,F-G,MEM,76,0.0,17.7,3.4,2.5,1.2,0.4,2.0,28.33,0.37
Frank Jackson,G,DET,72,0.0,18.6,4.3,1.9,0.6,0.1,2.1,26.61,0.37
Saddiq Bey,F,DET,77,0.0,16.3,5.5,1.9,0.9,0.3,1.3,28.05,0.36
Kyle Anderson,F-G,MEM,81,0.0,12.3,5.9,3.3,1.3,0.8,1.3,29.33,0.36
Darius Bazley,F-G,OKC,76,0.0,13.9,7.7,1.7,0.7,0.6,2.3,27.29,0.36
Isaiah Roby,F,OKC,76,0.0,10.6,6.8,2.1,1.0,0.9,2.1,25.51,0.34
Dorian Finney-Smith,F,DAL,73,0.0,11.4,6.2,1.7,0.9,0.6,0.8,25.09,0.34
Alex Caruso,G,LAL,73,0.0,9.0,3.9,3.9,1.7,0.3,1.8,23.73,0.33
Tim Hardaway Jr.,F-G,DAL,80,0.0,17.8,3.8,2.0,0.4,0.2,1.1,26.06,0.33
Ivica Zubac,C,LAC,79,0.0,10.1,8.5,1.2,0.3,1.1,1.2,25.1,0.32
Saben Lee,G,DET,76,0.0,9.0,3.7,5.3,1.2,0.4,2.1,24.09,0.32
Coby White,G,CHI,76,0.0,13.9,3.6,3.9,0.6,0.2,2.0,24.47,0.32
Killian Hayes,G,DET,73,0.0,8.4,3.2,5.8,1.4,0.4,3.4,22.94,0.31
Sekou Doumbouya,F,DET,72,0.0,10.4,5.2,2.1,1.0,0.4,1.8,22.19,0.31
Brad Wanamaker,G,CHA,72,0.0,8.8,3.6,4.4,1.2,0.4,2.0,22.52,0.31
Daniel Gafford,C-F,WAS,78,0.0,8.9,6.3,0.8,0.6,1.9,1.1,24.06,0.31
Daniel Theis,C-F,CHI,77,1.0,10.2,5.8,1.6,0.7,1.0,1.0,25.66,0.31
Joe Harris,F-G,BKN,79,0.0,14.9,3.5,1.9,0.6,0.2,0.9,23.45,0.3
Josh Richardson,F-G,DAL,77,0.0,12.0,3.4,2.4,0.9,0.4,1.3,22.28,0.29
Danilo Gallinari,F,ATL,80,0.0,14.0,3.9,1.4,0.6,0.2,1.0,22.18,0.28
Jeff Green,F,BKN,76,0.0,10.8,4.4,1.9,0.7,0.4,1.0,21.23,0.28
Blake Griffin,F,BKN,78,0.0,10.5,4.5,3.0,0.7,0.3,1.4,22.0,0.28
Nicolas Batum,F-G,LAC,77,0.0,8.4,4.8,2.2,1.1,0.5,0.9,21.36,0.28
Jordan Poole,G,GSW,77,0.0,13.1,2.2,2.2,0.8,0.2,1.2,20.84,0.27
Patrick Williams,F,CHI,76,0.0,9.3,4.6,1.6,0.9,0.6,1.5,20.22,0.27
Kevon Looney,F,GSW,77,0.0,6.3,6.8,2.4,0.7,0.7,1.1,21.16,0.27
Thaddeus Young,F,CHI,82,0.0,9.6,4.5,3.6,0.9,0.3,1.7,22.3,0.27
Reggie Jackson,G,LAC,77,0.0,11.8,3.1,3.4,0.5,0.1,1.3,21.12,0.27
T.J. McConnell,G,IND,78,0.0,6.4,2.8,5.0,1.3,0.2,1.4,20.36,0.26
Malik Monk,G,CHA,79,0.0,13.2,2.7,2.1,0.7,0.1,1.4,20.59,0.26
Doug McDermott,F,IND,77,0.0,12.5,3.4,1.4,0.3,0.1,0.8,19.08,0.25
Ty Jerome,F-G,OKC,76,0.0,9.7,2.5,3.4,0.7,0.1,1.4,18.8,0.25
Dwight Powell,C-F,DAL,76,0.0,7.5,5.4,1.2,1.1,0.4,1.1,19.18,0.25
De'Anthony Melton,G,MEM,77,1.0,8.8,2.8,2.5,1.1,0.4,1.1,21.31,0.25
Raul Neto,G,WAS,75,0.0,8.8,2.6,2.3,1.3,0.1,0.9,18.67,0.25
Davis Bertans,F,WAS,77,0.0,11.6,3.1,0.9,0.6,0.2,0.6,18.47,0.24
Kenrich Williams,F-G,OKC,76,0.0,7.7,4.1,2.4,0.8,0.2,1.2,18.02,0.24
Juan Toscano-Anderson,F,GSW,74,1.0,5.7,4.4,2.5,0.9,0.5,1.3,19.63,0.24
Tomas Satoransky,F-G,CHI,77,0.0,7.3,2.3,4.6,0.8,0.2,1.5,18.46,0.24
