PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,12,14.0,22.42,13.5,13.17,1.67,0.25,4.25,87.87,0.68
Domantas Sabonis,C-F,IND,87,6,3.0,22.83,15.17,8.33,1.5,0.17,4.17,60.37,0.62
Luka Doncic,F-G,DAL,94,11,1.0,28.45,8.36,10.18,1.09,0.45,4.45,55.95,0.57
Stephen Curry,G,GSW,96,12,0.0,35.83,5.58,5.08,0.92,0.25,4.0,49.66,0.52
Kyrie Irving,G,BKN,91,11,5.0,24.82,5.18,7.36,2.0,0.73,3.55,56.72,0.51
Paul George,F,LAC,90,10,5.0,27.0,8.0,4.8,1.4,0.5,3.8,55.7,0.51
Bradley Beal,G,WAS,90,12,0.0,31.67,4.17,3.33,1.25,0.33,2.67,43.75,0.49
Draymond Green,F,GSW,80,12,2.0,7.08,9.42,10.0,1.92,1.25,3.67,43.22,0.49
Pascal Siakam,F,TOR,83,10,3.0,22.7,7.7,3.8,1.5,0.6,3.2,46.74,0.49
Trae Young,G,ATL,87,8,2.0,24.5,3.25,9.38,1.25,0.0,3.62,46.59,0.49
Kevin Durant,F,BKN,96,7,1.0,28.43,6.0,5.29,1.0,1.0,2.57,48.99,0.49
Terry Rozier,G,CHA,82,12,1.0,20.42,4.67,7.08,1.0,0.5,1.67,41.48,0.48
Clint Capela,C,ATL,86,11,5.0,15.18,14.91,0.64,0.73,1.55,0.64,50.21,0.47
Bogdan Bogdanovic,G,ATL,79,10,4.0,21.1,4.0,4.6,1.6,0.4,1.7,45.1,0.47
Ja Morant,G,MEM,85,12,2.0,21.58,5.5,7.17,1.17,0.33,3.33,44.1,0.47
LaMelo Ball,G,CHA,85,3,0.0,16.0,6.67,6.33,2.33,1.0,4.0,39.5,0.46
Fred VanVleet,G,TOR,84,7,3.0,18.0,4.0,7.57,1.29,0.43,1.14,44.16,0.45
Caris LeVert,G,IND,83,12,3.0,22.92,4.25,3.67,1.25,0.83,2.08,43.68,0.45
Kyle Lowry,G,TOR,83,6,1.0,18.0,4.67,8.0,0.33,0.67,1.67,38.93,0.44
Andrew Wiggins,F-G,GSW,80,12,1.0,19.75,4.75,2.5,1.0,1.25,1.5,36.45,0.43
Oshae Brissett,F-G,IND,67,11,3.0,12.73,6.91,0.91,0.82,1.55,0.64,34.84,0.43
