PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,15,6.0,22.8,13.6,12.47,1.2,0.53,5.47,69.55,0.65
Zion Williamson,F,NOP,90,12,2.0,30.92,7.67,4.58,1.0,0.67,2.58,53.41,0.55
Nikola Jokic,C,DEN,95,15,4.0,23.33,10.27,9.53,1.0,0.67,3.33,59.62,0.54
De'Aaron Fox,G,SAC,87,15,3.0,28.67,3.4,6.0,1.87,0.53,2.6,52.35,0.53
Nikola Vucevic,C,CHI,87,15,2.0,21.6,10.73,3.73,1.0,1.0,1.6,48.48,0.51
Jonas Valanciunas,C,MEM,83,15,2.0,19.2,14.47,1.87,0.33,1.0,1.27,46.09,0.51
Julius Randle,C-F,NYK,87,14,1.0,22.71,9.64,6.79,1.07,0.29,3.79,46.75,0.51
Stephen Curry,G,GSW,96,9,0.0,34.89,6.11,4.33,1.22,0.11,3.56,49.17,0.51
Luka Doncic,F-G,DAL,94,13,0.0,29.77,6.69,6.46,0.92,0.54,4.54,47.34,0.5
John Wall,G,HOU,82,10,1.0,19.4,3.4,8.8,1.7,0.9,3.7,42.78,0.5
Kristaps Porzingis,C-F,DAL,86,11,2.0,20.64,11.36,2.27,0.45,1.82,1.82,46.68,0.5
Domantas Sabonis,C-F,IND,87,12,1.0,17.67,12.5,5.08,1.42,0.42,3.25,44.54,0.49
Bam Adebayo,C-F,MIA,88,15,2.0,18.47,9.2,5.13,1.13,1.4,1.87,46.94,0.49
Pascal Siakam,F,TOR,83,14,2.0,23.0,6.5,4.43,0.93,0.79,2.14,44.44,0.49
Paul George,F,LAC,90,12,4.0,24.33,6.5,6.0,1.25,0.33,2.67,51.22,0.48
Jimmy Butler,F,MIA,91,14,0.0,21.43,6.93,5.64,1.86,0.29,2.0,42.64,0.47
Anthony Edwards,G,MIN,81,15,0.0,23.0,5.4,3.07,1.53,0.6,2.8,37.68,0.47
Joel Embiid,C-F,PHI,95,5,0.0,27.2,8.0,2.0,0.2,2.0,2.8,43.6,0.46
Tobias Harris,F,PHI,87,14,0.0,20.64,6.57,4.0,1.14,0.93,1.86,38.89,0.45
