PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,6.0,22.9,9.4,9.7,1.3,0.4,4.7,61.13,0.56
Joel Embiid,C-F,PHI,95,0.0,29.9,10.7,3.3,1.1,1.5,3.0,52.49,0.55
Luka Doncic,F-G,DAL,94,0.0,28.5,8.2,8.3,1.1,0.6,4.2,51.69,0.55
Nikola Jokic,C,DEN,95,4.0,25.1,10.2,8.1,1.5,0.6,3.1,60.69,0.55
Stephen Curry,G,GSW,96,0.0,33.4,5.9,6.8,1.4,0.2,3.5,51.98,0.54
De'Aaron Fox,G,SAC,87,3.0,26.3,3.9,7.8,1.7,0.5,3.3,51.98,0.53
Domantas Sabonis,C-F,IND,87,1.0,20.8,10.9,6.6,1.2,0.6,3.5,47.68,0.53
Zion Williamson,F,NOP,90,2.0,29.9,7.7,3.6,1.0,0.8,2.8,51.14,0.52
Christian Wood,F,HOU,84,0.0,22.8,10.4,1.6,0.9,1.6,2.1,43.08,0.51
Julius Randle,C-F,NYK,87,1.0,23.8,9.6,5.8,0.9,0.3,3.1,46.52,0.51
Nikola Vucevic,C,CHI,87,2.0,22.0,10.8,3.5,0.9,0.8,1.9,47.41,0.5
Bradley Beal,G,WAS,90,0.0,30.3,5.1,5.2,1.2,0.3,3.3,45.42,0.5
Jimmy Butler,F,MIA,91,0.0,21.8,6.9,7.2,1.9,0.3,2.3,45.18,0.5
John Wall,G,HOU,82,1.0,21.9,4.0,6.9,1.2,0.8,3.6,41.45,0.48
Bam Adebayo,C-F,MIA,88,2.0,18.6,9.5,5.1,0.9,1.3,2.5,45.75,0.47
Jonas Valanciunas,C,MEM,83,2.0,18.6,13.0,1.6,0.6,0.6,1.8,42.4,0.46
Kevin Durant,F,BKN,96,0.0,25.7,7.2,4.5,0.6,1.4,3.1,43.99,0.46
Tobias Harris,F,PHI,87,0.0,21.2,8.0,3.5,1.0,0.8,2.0,39.45,0.45
Kristaps Porzingis,C-F,DAL,86,2.0,21.0,8.8,1.6,0.5,1.6,1.4,42.86,0.45
Paul George,F,LAC,90,4.0,22.2,6.1,5.7,1.2,0.5,3.1,48.07,0.45
Brandon Ingram,F,NOP,85,1.0,23.5,4.9,4.4,0.7,0.7,2.4,39.78,0.44
Pascal Siakam,F,TOR,83,2.0,19.8,6.6,4.1,1.0,0.6,1.9,40.77,0.44
Zach LaVine,F-G,CHI,88,2.0,26.1,4.7,4.7,0.8,0.4,3.5,42.89,0.44
Jalen McDaniels,C-F,CHA,70,0.0,16.2,7.0,2.1,0.9,0.7,1.9,30.65,0.44
Ben Simmons,F-G,PHI,86,0.0,15.0,7.4,7.4,1.5,0.6,3.3,37.98,0.44
DeMar DeRozan,F-G,SAS,87,1.0,21.0,4.2,6.7,1.0,0.2,2.0,39.69,0.43
Malcolm Brogdon,G,IND,84,1.0,21.1,4.5,5.7,1.0,0.2,2.2,38.45,0.43
Ja Morant,G,MEM,85,1.0,20.2,3.8,7.7,1.0,0.2,3.2,38.71,0.43
Kyle Lowry,G,TOR,83,0.0,17.1,5.0,7.2,1.1,0.2,2.9,34.9,0.42
Draymond Green,F,GSW,80,0.0,7.9,6.7,8.9,1.8,0.7,3.1,33.69,0.42
Dejounte Murray,G,SAS,82,0.0,15.7,6.2,5.4,1.5,0.1,1.9,34.14,0.42
Miles Bridges,F,CHA,75,0.0,16.5,7.0,2.1,0.8,1.0,2.0,31.45,0.42
Kevin Porter Jr.,F-G,HOU,77,1.0,16.8,4.0,6.4,1.2,0.4,3.5,34.5,0.42
Jarrett Allen,C,CLE,84,0.0,13.8,10.8,1.7,0.6,1.9,1.7,35.11,0.42
Devonte' Graham,G,CHA,78,0.0,18.3,2.9,5.3,1.1,0.1,1.7,31.63,0.41
Jerami Grant,F,DET,83,0.0,20.8,4.9,2.6,0.7,1.0,1.9,33.78,0.41
Andrew Wiggins,F-G,GSW,80,1.0,18.8,5.0,2.5,0.9,0.9,2.1,33.85,0.4
Caris LeVert,G,IND,83,3.0,17.4,4.3,5.3,1.4,0.3,2.2,39.41,0.4
