PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,1.0,28.6,11.8,6.1,1.2,1.3,3.7,57.71,0.58
Nikola Jokic,C,DEN,95,4.0,26.4,10.8,8.4,1.5,0.7,3.3,63.26,0.58
Joel Embiid,C-F,PHI,95,0.0,29.0,11.0,3.0,1.0,1.7,3.1,51.7,0.54
Russell Westbrook,G,WAS,88,9.0,20.8,9.6,9.5,1.3,0.4,4.7,64.97,0.53
Nikola Vucevic,C,CHI,87,2.0,23.3,10.7,3.5,0.9,0.7,1.7,48.49,0.51
Domantas Sabonis,C-F,IND,87,1.0,20.1,11.0,6.3,1.2,0.6,3.4,46.75,0.51
Bradley Beal,G,WAS,90,0.0,29.9,4.9,5.0,1.2,0.4,3.4,44.68,0.5
Bam Adebayo,C-F,MIA,88,2.0,18.7,9.5,5.4,1.0,1.4,2.6,46.8,0.49
Ben Simmons,F-G,PHI,86,0.0,15.9,7.8,7.7,1.7,0.6,3.5,40.21,0.47
Christian Wood,F,HOU,84,0.0,21.0,9.1,1.5,0.8,1.4,1.8,38.97,0.46
Dejounte Murray,G,SAS,82,0.0,16.4,6.4,5.1,1.8,0.2,1.9,35.83,0.44
John Wall,G,HOU,82,2.0,19.5,3.6,6.5,1.2,0.7,3.3,39.97,0.44
DeMar DeRozan,F-G,SAS,87,1.0,20.7,4.2,6.8,1.0,0.2,2.0,39.54,0.43
Malcolm Brogdon,G,IND,84,1.0,20.8,4.5,5.8,1.0,0.2,2.2,38.3,0.43
Chris Paul,G,PHX,88,1.0,16.4,4.7,8.1,1.5,0.2,2.3,38.99,0.42
Michael Porter Jr.,F,DEN,84,1.0,19.1,8.5,1.1,0.8,1.0,1.3,37.05,0.42
Khris Middleton,F,MIL,85,0.0,19.2,5.7,5.3,1.1,0.2,2.7,35.19,0.41
Andrew Wiggins,F-G,GSW,80,1.0,18.8,5.2,2.5,0.9,1.0,2.0,34.49,0.41
Devin Booker,G,PHX,89,3.0,24.9,4.1,4.5,0.9,0.2,3.2,42.67,0.41
Collin Sexton,G,CLE,83,0.0,22.6,3.1,4.0,1.2,0.1,2.5,33.72,0.41
Caris LeVert,G,IND,83,3.0,17.2,4.3,5.1,1.3,0.4,2.1,39.01,0.4
Draymond Green,F,GSW,80,1.0,7.5,6.4,8.5,1.7,0.8,3.1,34.33,0.4
Derrick White,G,SAS,77,0.0,16.9,3.6,3.4,1.0,1.1,1.5,31.12,0.4
Moses Brown,C,OKC,77,1.0,11.7,10.8,0.4,0.7,1.5,1.3,32.56,0.4
Jrue Holiday,G,MIL,87,2.0,16.9,4.4,5.4,1.6,0.5,2.1,38.48,0.4
Marcus Smart,G,BOS,80,0.0,14.6,3.4,5.7,1.6,0.5,1.8,31.73,0.4
