PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
De'Aaron Fox,G,SAC,87,33.0,5.0,6.0,6.0,1.0,3.0,66.0,0.76
Draymond Green,F,GSW,80,12.0,10.0,16.0,3.0,2.0,4.0,59.0,0.74
Russell Westbrook,G,WAS,88,25.0,15.0,11.0,4.0,0.0,7.0,64.5,0.73
John Wall,G,HOU,82,31.0,3.0,9.0,1.0,2.0,3.0,54.1,0.66
Kyrie Irving,G,BKN,91,37.0,3.0,9.0,2.0,1.0,3.0,60.1,0.66
Terry Rozier,G,CHA,82,22.0,7.0,8.0,4.0,1.0,3.0,54.4,0.66
Joel Embiid,C-F,PHI,95,39.0,13.0,2.0,0.0,2.0,2.0,61.6,0.65
Christian Wood,F,HOU,84,25.0,13.0,2.0,1.0,3.0,1.0,54.6,0.65
Stephen Curry,G,GSW,96,42.0,6.0,8.0,0.0,0.0,0.0,61.2,0.64
Kelly Olynyk,C-F,HOU,78,25.0,10.0,2.0,3.0,1.0,3.0,49.0,0.63
Malcolm Brogdon,G,IND,84,23.0,14.0,9.0,0.0,0.0,1.0,52.3,0.62
Nikola Vucevic,C,CHI,87,29.0,11.0,1.0,1.0,2.0,0.0,52.7,0.61
Zach LaVine,F-G,CHI,88,30.0,5.0,7.0,1.0,2.0,4.0,51.5,0.59
Pascal Siakam,F,TOR,83,20.0,11.0,6.0,2.0,1.0,2.0,49.2,0.59
Wendell Carter Jr.,C-F,ORL,82,19.0,12.0,4.0,2.0,1.0,1.0,47.4,0.58
Luka Doncic,F-G,DAL,94,29.0,5.0,9.0,2.0,1.0,3.0,54.5,0.58
Zion Williamson,F,NOP,90,25.0,8.0,7.0,1.0,2.0,4.0,50.1,0.56
Naz Reid,C-F,MIN,78,9.0,15.0,2.0,2.0,3.0,1.0,44.0,0.56
Nikola Jokic,C,DEN,95,17.0,10.0,11.0,1.0,2.0,2.0,52.5,0.55
Khris Middleton,F,MIL,85,27.0,8.0,7.0,1.0,0.0,3.0,47.1,0.55
Ivica Zubac,C,LAC,79,18.0,13.0,2.0,2.0,1.0,2.0,43.6,0.55
Ben Simmons,F-G,PHI,86,17.0,4.0,9.0,3.0,1.0,1.0,46.3,0.54
