PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,5.0,26.5,10.4,8.4,1.4,0.6,3.2,64.38,0.57
Joel Embiid,C-F,PHI,95,0.0,29.6,10.9,3.2,1.0,1.6,3.0,52.28,0.55
Russell Westbrook,G,WAS,88,10.0,20.9,10.0,9.8,1.4,0.4,4.7,68.3,0.55
Nikola Vucevic,C,CHI,87,2.0,24.1,10.8,3.3,1.0,0.9,1.8,49.91,0.53
Paul George,F,LAC,90,5.0,27.1,7.3,6.5,1.4,0.6,3.5,58.11,0.53
Julius Randle,C-F,NYK,87,4.0,23.4,9.7,5.9,1.0,0.3,3.3,52.49,0.51
Jimmy Butler,F,MIA,91,2.0,21.6,6.7,7.0,2.1,0.4,2.2,49.44,0.5
Bradley Beal,G,WAS,90,0.0,29.6,4.5,4.8,1.2,0.4,3.3,43.7,0.49
Clint Capela,C,ATL,86,5.0,16.0,14.5,1.0,0.8,2.2,1.4,52.5,0.49
Damian Lillard,G,POR,94,0.0,28.4,4.0,7.4,0.9,0.3,3.0,44.9,0.48
Bam Adebayo,C-F,MIA,88,2.0,18.5,9.7,5.2,1.0,1.2,2.8,45.74,0.47
Andre Drummond,C,LAL,83,0.0,15.5,11.9,2.4,1.6,1.0,3.0,38.18,0.46
Zion Williamson,F,NOP,90,2.0,25.2,7.0,3.8,0.9,0.6,2.6,45.2,0.46
Brandon Ingram,F,NOP,85,2.0,23.8,5.1,4.7,0.8,0.6,2.5,42.67,0.45
DeMar DeRozan,F-G,SAS,87,2.0,21.3,4.2,6.9,1.0,0.3,2.0,42.59,0.44
Jaylen Brown,F-G,BOS,88,3.0,23.9,5.5,3.4,1.3,0.5,2.7,44.3,0.44
Ben Simmons,F-G,PHI,86,0.0,14.5,7.3,7.2,1.6,0.6,3.2,37.46,0.44
Rudy Gobert,C,UTA,88,1.0,14.1,12.8,1.2,0.5,2.6,1.6,40.96,0.44
Tobias Harris,F,PHI,87,0.0,20.3,7.2,3.4,0.9,0.9,1.9,37.54,0.43
Michael Porter Jr.,F,DEN,84,2.0,19.3,8.8,1.2,0.7,1.1,1.2,39.86,0.43
Terry Rozier,G,CHA,82,1.0,20.8,4.4,3.7,1.4,0.4,1.9,37.13,0.43
Jonas Valanciunas,C,MEM,83,2.0,17.0,11.6,1.8,0.5,0.8,1.6,39.92,0.43
Derrick Rose,G,NYK,81,0.0,18.8,3.4,5.4,1.4,0.3,2.2,33.88,0.42
Dejounte Murray,G,SAS,82,1.0,16.1,6.3,5.1,1.6,0.1,1.9,36.51,0.42
Chris Paul,G,PHX,88,1.0,16.2,4.5,8.2,1.5,0.2,2.2,38.8,0.42
Devin Booker,G,PHX,89,3.0,25.3,4.3,4.6,0.9,0.3,3.2,43.76,0.42
Jaren Jackson Jr.,C-F,MEM,83,0.0,14.4,7.6,0.2,0.2,3.3,0.3,34.02,0.41
Ja Morant,G,MEM,85,2.0,18.9,3.7,7.4,1.0,0.2,3.0,39.04,0.41
Jarrett Allen,C,CLE,84,1.0,13.9,10.6,1.7,0.6,1.9,1.9,36.77,0.41
Cedi Osman,F,CLE,73,0.0,15.3,5.0,3.7,1.3,0.2,1.7,29.65,0.41
Richaun Holmes,C-F,SAC,82,1.0,13.7,8.8,1.7,0.7,1.6,1.3,34.41,0.4
Darius Garland,G,CLE,79,1.0,17.5,2.8,6.3,1.3,0.2,3.1,33.71,0.4
Tyrese Haliburton,G,SAC,82,0.0,15.5,3.7,5.6,1.6,0.5,1.8,32.84,0.4
RJ Barrett,F-G,NYK,80,1.0,18.8,6.2,3.2,0.8,0.3,2.1,34.24,0.4
John Collins,C-F,ATL,85,1.0,18.2,8.2,1.5,0.5,1.2,1.4,35.99,0.4
Bogdan Bogdanovic,G,ATL,79,4.0,17.9,4.6,3.5,1.0,0.4,1.4,39.47,0.4
