PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,12,10.0,21.67,13.08,12.58,1.5,0.17,5.17,76.08,0.64
Julius Randle,C-F,NYK,87,12,4.0,27.5,9.33,6.5,1.42,0.33,3.92,57.78,0.57
Nikola Jokic,C,DEN,95,12,5.0,25.58,10.92,9.0,0.92,0.67,3.58,63.35,0.56
Paul George,F,LAC,90,9,5.0,30.22,7.11,5.11,1.44,0.56,3.89,58.53,0.54
Joel Embiid,C-F,PHI,95,10,0.0,29.8,9.7,2.7,0.7,1.2,2.9,48.29,0.51
Clint Capela,C,ATL,86,10,5.0,17.1,16.8,1.0,0.6,1.5,0.8,54.26,0.51
Jimmy Butler,F,MIA,91,10,2.0,22.7,5.3,7.1,2.7,0.4,2.3,50.71,0.51
Jonas Valanciunas,C,MEM,83,9,2.0,20.56,11.67,2.33,0.44,1.11,1.11,45.61,0.5
Darius Garland,G,CLE,79,11,1.0,22.91,2.64,7.36,1.36,0.27,2.73,41.3,0.5
Zion Williamson,F,NOP,90,12,2.0,28.92,7.58,4.08,0.67,0.5,2.83,48.81,0.5
Bradley Beal,G,WAS,90,11,0.0,31.64,4.0,3.73,1.09,0.36,2.73,43.66,0.49
Nikola Vucevic,C,CHI,87,12,2.0,22.17,9.92,3.5,1.17,0.58,1.92,46.65,0.49
Miles Bridges,F,CHA,75,12,2.0,20.33,7.58,2.75,0.75,0.92,1.83,40.72,0.49
Terry Rozier,G,CHA,82,11,1.0,20.36,4.73,6.82,1.18,0.64,2.09,41.63,0.48
Brandon Ingram,F,NOP,85,10,2.0,25.6,5.2,5.5,0.9,0.4,3.0,44.99,0.48
Jaylen Brown,F-G,BOS,88,9,3.0,26.78,6.89,2.22,1.44,0.67,2.78,47.93,0.48
DeMar DeRozan,F-G,SAS,87,10,2.0,23.7,4.4,7.9,0.6,0.2,2.4,44.83,0.47
Ja Morant,G,MEM,85,12,2.0,22.67,5.5,6.92,0.92,0.17,3.42,43.48,0.46
Bam Adebayo,C-F,MIA,88,11,2.0,18.64,7.09,4.91,2.0,0.82,2.82,44.15,0.46
Bogdan Bogdanovic,G,ATL,79,12,4.0,22.08,4.42,4.0,1.33,0.17,1.92,43.97,0.46
Rudy Gobert,C,UTA,88,11,1.0,13.82,14.82,1.45,0.73,2.18,1.82,42.69,0.46
Michael Porter Jr.,F,DEN,84,12,2.0,24.25,7.67,1.17,0.5,1.08,1.17,42.78,0.46
Dejounte Murray,G,SAS,82,11,1.0,15.27,7.64,5.36,1.91,0.09,1.45,39.03,0.45
Jusuf Nurkic,C,POR,80,9,1.0,11.78,9.89,4.56,1.0,1.33,2.11,37.37,0.44
CJ McCollum,G,POR,87,12,2.0,22.0,4.83,4.67,1.0,0.33,1.58,41.22,0.43
Deandre Ayton,C,PHX,84,12,0.0,15.83,10.5,1.25,1.25,1.08,1.33,35.98,0.43
Chris Paul,G,PHX,88,12,1.0,16.17,4.58,8.42,1.17,0.25,1.83,38.71,0.42
Marcus Smart,G,BOS,80,11,0.0,15.82,4.27,5.45,1.64,0.36,2.27,32.85,0.41
Andre Drummond,C,LAL,83,9,0.0,12.22,11.44,1.67,1.78,0.89,2.33,34.12,0.41
P.J. Washington,F,CHA,80,9,1.0,17.11,5.33,2.22,0.78,1.33,1.22,33.96,0.4
Buddy Hield,G,SAC,77,11,0.0,17.91,4.55,3.09,0.91,0.55,1.82,30.55,0.4
Jakob Poeltl,C,SAS,78,11,1.0,10.45,7.64,2.36,0.73,2.36,1.55,32.89,0.4
Devin Booker,G,PHX,89,12,3.0,23.92,4.25,4.08,0.83,0.42,3.17,41.72,0.4
Cole Anthony,G,ORL,74,11,0.0,13.64,4.73,5.82,0.55,0.55,1.36,29.95,0.4
Lonzo Ball,G,NOP,80,8,2.0,12.38,4.62,5.75,1.62,0.62,2.0,35.3,0.39
Kyle Anderson,F-G,MEM,81,12,0.0,10.92,6.58,4.0,1.5,0.92,0.75,31.32,0.39
Ben Simmons,F-G,PHI,86,8,0.0,11.38,5.62,5.62,2.25,0.88,2.0,33.94,0.39
Tobias Harris,F,PHI,87,8,0.0,16.0,5.88,3.62,1.25,1.0,1.75,33.49,0.38
Wendell Carter Jr.,C-F,ORL,82,11,0.0,13.55,8.91,1.64,1.27,0.64,1.36,31.05,0.38
Devonte' Graham,G,CHA,78,10,0.0,16.7,2.3,6.5,0.6,0.1,1.7,29.61,0.38
Damian Lillard,G,POR,94,9,0.0,21.78,3.89,6.22,0.67,0.33,2.78,36.0,0.38
Jaren Jackson Jr.,C-F,MEM,83,3,0.0,16.0,6.0,1.0,0.33,1.67,1.0,29.7,0.36
RJ Barrett,F-G,NYK,80,12,1.0,18.92,4.75,2.33,0.67,0.25,2.17,30.7,0.36
Marcus Morris Sr.,F,LAC,78,10,0.0,16.7,5.3,0.9,1.2,0.3,1.0,27.91,0.36
Reggie Jackson,G,LAC,77,11,0.0,15.18,3.91,4.36,0.64,0.18,1.0,27.87,0.36
Dillon Brooks,F-G,MEM,76,11,0.0,18.0,3.27,2.18,0.82,0.45,1.73,27.29,0.36
Naji Marshall,F,NOP,68,12,1.0,8.33,5.5,3.92,1.0,0.33,1.0,25.81,0.35
Daniel Gafford,C-F,WAS,78,10,0.0,10.6,6.1,0.6,0.9,2.1,0.7,27.12,0.35
Richaun Holmes,C-F,SAC,82,7,1.0,14.0,7.0,1.0,0.57,1.43,1.29,30.61,0.35
Jarrett Allen,C,CLE,84,8,1.0,14.0,9.38,1.25,0.75,0.75,1.88,31.75,0.35
Derrick Rose,G,NYK,81,12,0.0,16.5,2.67,4.0,0.75,0.42,1.08,28.12,0.35
Enes Kanter,C,POR,81,12,1.0,11.42,10.75,1.33,0.33,0.67,1.08,30.23,0.35
Jordan Clarkson,G,UTA,82,8,0.0,18.0,4.0,2.62,1.0,0.25,1.62,28.86,0.35
Nerlens Noel,C-F,NYK,78,11,0.0,6.36,7.91,1.27,0.91,2.55,0.64,27.49,0.35
Kevin Love,C-F,CLE,80,12,0.0,13.75,7.42,2.5,0.67,0.08,1.33,27.32,0.34
Tyrese Haliburton,G,SAC,82,12,0.0,11.58,2.25,6.33,1.58,0.25,1.42,27.87,0.34
Jalen McDaniels,C-F,CHA,70,12,0.0,11.08,4.33,2.17,1.5,0.5,1.42,24.12,0.34
Chuma Okeke,F,ORL,76,11,0.0,10.64,4.45,2.82,1.55,0.64,1.0,25.75,0.34
Bojan Bogdanovic,F,UTA,76,12,0.0,18.67,3.5,1.58,0.83,0.0,2.25,25.49,0.34
Coby White,G,CHI,76,12,0.0,14.92,2.83,4.33,0.75,0.25,2.33,25.48,0.34
Mo Bamba,C,ORL,75,10,0.0,11.8,6.7,0.9,0.3,1.3,1.1,24.89,0.33
Royce O'Neale,F,UTA,75,11,0.0,5.73,9.18,2.82,0.73,0.55,0.91,23.88,0.32
Norman Powell,"['G', 'G']",POR,82,12,0.0,16.67,3.0,2.17,1.17,0.25,1.92,25.85,0.32
Joe Ingles,F-G,UTA,81,11,1.0,13.18,3.73,5.36,0.55,0.27,1.91,28.25,0.32
