PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Domantas Sabonis,C-F,IND,87,5.0,23.3,12.3,6.9,1.3,0.6,4.0,60.11,0.58
Giannis Antetokounmpo,F,MIL,96,4.0,28.5,11.3,5.8,1.2,1.3,3.6,62.66,0.57
Nikola Jokic,C,DEN,95,6.0,25.9,10.2,8.2,1.4,0.7,3.0,65.74000000000001,0.57
Karl-Anthony Towns,C-F,MIN,88,6.0,24.7,10.5,4.1,0.7,1.2,3.2,57.95,0.52
Nikola Vucevic,C,CHI,87,6.0,23.2,10.8,3.5,0.9,0.7,1.8,56.41,0.51
Trae Young,G,ATL,87,3.0,25.5,4.1,9.3,1.0,0.2,4.1,49.87,0.5
Julius Randle,C-F,NYK,87,4.0,23.5,9.3,5.6,0.9,0.3,3.3,51.36,0.5
Caris LeVert,G,IND,83,5.0,23.2,5.0,5.4,1.6,0.7,2.5,51.7,0.5
LaMelo Ball,G,CHA,85,0.0,19.4,6.6,7.2,2.0,0.4,3.4,41.92,0.49
Damian Lillard,G,POR,94,1.0,28.2,4.1,7.6,1.0,0.2,3.0,47.12,0.48
Zach LaVine,F-G,CHI,88,2.0,27.6,5.2,5.1,0.8,0.5,3.5,45.89,0.48
Jusuf Nurkic,C,POR,80,2.0,13.8,10.6,3.8,1.2,1.3,2.3,41.42,0.47
Paul George,F,LAC,90,5.0,23.7,6.4,5.5,1.4,0.5,3.3,52.03,0.47
Bam Adebayo,C-F,MIA,88,2.0,18.4,9.2,5.4,1.2,0.9,2.7,45.14,0.47
Anthony Edwards,G,MIN,81,3.0,21.8,5.4,3.5,1.6,0.5,2.8,43.03,0.46
Chimezie Metu,C-F,SAC,73,0.0,15.3,7.9,1.7,1.0,1.7,2.2,33.23,0.46
D'Angelo Russell,G,MIN,83,0.0,22.7,3.4,6.7,1.2,0.5,3.4,38.53,0.46
Kawhi Leonard,F,LAC,96,0.0,24.3,6.1,5.3,1.6,0.4,2.0,43.57,0.45
Ja Morant,G,MEM,85,2.0,21.1,4.2,8.0,1.1,0.2,3.4,42.64,0.45
Delon Wright,G,SAC,77,2.0,14.3,5.2,5.5,2.0,0.6,1.8,38.79,0.45
Clint Capela,C,ATL,86,5.0,15.0,13.0,0.8,0.7,2.0,1.2,48.7,0.45
Ben Simmons,F-G,PHI,86,0.0,14.5,7.3,7.0,1.7,0.6,3.1,37.56,0.44
Michael Porter Jr.,F,DEN,84,2.0,20.6,8.6,1.2,0.8,1.0,1.3,40.82,0.44
Khris Middleton,F,MIL,85,1.0,20.4,5.5,5.6,1.2,0.1,2.6,38.7,0.43
Jrue Holiday,G,MIL,87,3.0,18.6,4.6,6.0,1.7,0.5,2.3,43.42,0.43
Richaun Holmes,C-F,SAC,82,1.0,15.3,9.4,1.7,0.7,1.8,1.3,37.33,0.43
Chris Paul,G,PHX,88,2.0,17.2,4.5,8.4,1.4,0.3,2.2,42.1,0.43
Tobias Harris,F,PHI,87,0.0,19.4,6.8,3.4,0.9,0.9,1.8,36.26,0.42
DeMar DeRozan,F-G,SAS,87,3.0,20.7,4.1,6.6,0.9,0.2,1.9,42.92,0.42
Kyle Anderson,F-G,MEM,81,0.0,15.2,6.6,3.6,1.4,0.9,1.4,34.02,0.42
Terry Rozier,G,CHA,82,2.0,20.6,4.1,4.2,1.2,0.4,2.0,38.62,0.42
Devin Booker,G,PHX,89,3.0,24.8,4.1,4.3,0.8,0.2,2.9,42.27,0.41
Dejounte Murray,G,SAS,82,2.0,15.3,6.1,4.9,1.4,0.1,1.8,36.67,0.4
Bogdan Bogdanovic,G,ATL,79,4.0,18.0,4.3,3.8,1.2,0.3,1.5,39.86,0.4
Oshae Brissett,F-G,IND,67,3.0,12.0,6.5,0.9,0.8,1.3,0.7,32.75,0.4
Yuta Watanabe,F-G,TOR,72,0.0,11.4,7.6,2.1,1.4,0.6,1.2,28.47,0.4
Jaren Jackson Jr.,C-F,MEM,83,0.0,17.4,6.8,1.1,0.3,2.0,1.3,32.81,0.4
Deandre Ayton,C,PHX,84,0.0,14.9,10.6,1.5,0.5,1.1,1.6,33.07,0.39
Kelan Martin,F,IND,69,0.0,13.0,6.8,1.4,0.8,0.8,1.4,26.66,0.39
Malachi Flynn,G,TOR,71,0.0,12.1,3.9,5.0,1.4,0.2,1.8,27.28,0.38
John Collins,C-F,ATL,85,1.0,17.4,7.5,1.4,0.6,1.0,1.4,33.9,0.38
Facundo Campazzo,G,DEN,73,0.0,10.3,3.5,5.3,1.9,0.3,1.9,27.15,0.37
Dillon Brooks,F-G,MEM,76,0.0,17.9,3.1,2.5,1.3,0.3,1.8,28.37,0.37
Jakob Poeltl,C,SAS,78,1.0,9.5,8.9,1.9,0.7,1.8,1.4,31.13,0.37
RJ Barrett,F-G,NYK,80,1.0,16.9,5.3,2.9,0.7,0.3,1.9,30.71,0.36
Coby White,G,CHI,76,0.0,15.2,3.9,4.4,0.5,0.2,2.3,26.28,0.35
Stanley Johnson,F-G,TOR,72,0.0,8.7,5.0,3.4,1.9,0.5,1.9,25.1,0.35
Norman Powell,"['G', 'G']",POR,82,0.0,19.4,3.2,2.2,1.3,0.2,2.0,29.04,0.35
Devonte' Graham,G,CHA,78,0.0,14.6,2.6,5.1,0.9,0.1,1.7,26.67,0.34
Ricky Rubio,G,MIN,76,0.0,9.2,3.2,6.8,1.4,0.1,1.9,25.84,0.34
Khem Birch,C,TOR,76,1.0,9.2,7.9,1.5,1.0,1.0,0.8,28.13,0.34
Robert Covington,F,POR,77,1.0,9.4,6.7,1.6,1.4,1.1,1.1,28.24,0.34
R.J. Hampton,G,ORL,73,1.0,11.3,5.4,2.7,0.9,0.5,1.8,26.23,0.33
Cole Anthony,G,ORL,74,0.0,11.8,4.3,4.1,0.6,0.4,2.0,24.11,0.33
Ivica Zubac,C,LAC,79,0.0,10.8,8.7,1.3,0.4,1.1,1.3,26.39,0.33
Aaron Gordon,F,DEN,80,0.0,12.7,5.7,3.3,0.6,0.6,2.0,26.09,0.33
T.J. McConnell,G,IND,78,0.0,7.8,3.6,6.5,1.7,0.3,1.9,25.97,0.33
Thaddeus Young,F,CHI,82,0.0,10.5,5.0,3.9,1.0,0.5,1.8,25.05,0.31
Trevor Ariza,F,MIA,73,0.0,9.7,4.9,1.9,1.0,0.7,1.0,22.53,0.31
Danny Green,F-G,PHI,75,0.0,9.9,4.1,1.7,1.4,0.8,1.0,22.97,0.31
Maurice Harkless,F-G,SAC,72,0.0,9.0,4.0,1.7,1.4,1.1,1.3,22.55,0.31
Gary Trent Jr.,F-G,TOR,78,1.0,15.7,2.8,1.5,1.0,0.2,0.9,26.01,0.31
Wendell Carter Jr.,C-F,ORL,82,0.0,10.7,7.8,1.8,0.6,0.7,1.4,25.26,0.31
Donte DiVincenzo,G,MIL,77,0.0,10.5,5.2,3.1,1.1,0.2,1.5,23.79,0.31
Moritz Wagner,C-F,ORL,76,0.0,10.6,5.4,1.8,1.0,0.8,1.4,23.78,0.31
Austin Rivers,G,DEN,75,0.0,11.1,3.3,3.3,1.1,0.1,1.4,22.21,0.3
Brook Lopez,C,MIL,79,0.0,11.5,4.9,0.8,0.6,1.5,0.9,23.98,0.3
Nerlens Noel,C-F,NYK,78,0.0,6.1,7.1,0.9,0.9,2.0,1.1,23.57,0.3
