PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Luka Doncic,F-G,DAL,94,42.0,8.0,14.0,1.0,0.0,4.0,71.6,0.76
Tobias Harris,F,PHI,87,28.0,9.0,6.0,3.0,1.0,0.0,59.8,0.69
Trae Young,G,ATL,87,36.0,4.0,9.0,2.0,0.0,4.0,56.3,0.65
Ben Simmons,F-G,PHI,86,19.0,10.0,11.0,1.0,2.0,4.0,52.5,0.61
Rudy Gobert,C,UTA,88,23.0,15.0,2.0,0.0,3.0,1.0,52.0,0.59
Donovan Mitchell,G,UTA,88,30.0,6.0,10.0,1.0,0.0,3.0,52.2,0.59
Royce O'Neale,F,UTA,73,17.0,6.0,2.0,4.0,1.0,0.0,42.2,0.58
Paul George,F,LAC,88,23.0,10.0,6.0,0.0,3.0,4.0,49.0,0.56
Ja Morant,G,MEM,85,27.0,7.0,11.0,0.0,0.0,5.0,46.9,0.55
Russell Westbrook,G,WAS,88,24.0,8.0,10.0,0.0,0.0,4.0,44.6,0.51
Dillon Brooks,F-G,MEM,76,27.0,5.0,3.0,1.0,0.0,2.0,38.5,0.51
Bradley Beal,G,WAS,90,32.0,7.0,5.0,0.0,0.0,5.0,42.9,0.48
Marcus Morris Sr.,F,LAC,79,16.0,7.0,3.0,2.0,1.0,0.0,37.9,0.48
Clint Capela,C,ATL,86,14.0,15.0,0.0,1.0,2.0,0.0,41.0,0.48
Bojan Bogdanovic,F,UTA,77,17.0,8.0,4.0,2.0,0.0,3.0,35.6,0.46
Dorian Finney-Smith,F,DAL,75,8.0,4.0,2.0,5.0,1.0,0.0,33.8,0.45
Tim Hardaway Jr.,F-G,DAL,80,20.0,7.0,2.0,1.0,0.0,0.0,34.4,0.43
Bogdan Bogdanovic,G,ATL,81,9.0,7.0,5.0,2.0,1.0,0.0,33.9,0.42
RJ Barrett,F-G,NYK,83,17.0,7.0,5.0,0.0,1.0,1.0,34.9,0.42
Dwight Howard,C-F,PHI,80,12.0,8.0,2.0,0.0,3.0,1.0,32.6,0.41
Seth Curry,G,PHI,76,30.0,0.0,2.0,0.0,0.0,2.0,31.0,0.41
Jordan Clarkson,G,UTA,79,24.0,1.0,3.0,2.0,0.0,4.0,31.700000000000003,0.4
Kawhi Leonard,F,LAC,96,20.0,5.0,5.0,1.0,2.0,5.0,37.5,0.39
Jaren Jackson Jr.,C-F,MEM,83,15.0,7.0,0.0,0.0,3.0,0.0,32.4,0.39
Julius Randle,C-F,NYK,89,23.0,13.0,3.0,0.0,0.0,8.0,35.1,0.39
Rui Hachimura,F,WAS,79,21.0,6.0,2.0,0.0,0.0,0.0,31.2,0.39
Jonas Valanciunas,C,MEM,83,18.0,6.0,1.0,2.0,0.0,4.0,28.700000000000003,0.35
Daniel Gafford,C-F,WAS,78,8.0,7.0,0.0,2.0,2.0,2.0,26.4,0.34
Tyrese Maxey,G,PHI,77,13.0,6.0,2.0,1.0,0.0,0.0,26.2,0.34
Reggie Jackson,G,LAC,79,20.0,2.0,3.0,0.0,0.0,1.0,25.9,0.33
Nicolas Batum,F-G,LAC,76,10.0,7.0,2.0,1.0,0.0,0.0,24.4,0.32
Alec Burks,G,NYK,78,12.0,6.0,4.0,0.0,0.0,0.0,25.2,0.32
De'Andre Hunter,F-G,ATL,81,15.0,3.0,1.0,1.0,1.0,2.0,24.1,0.3
Taj Gibson,F,NYK,77,4.0,10.0,0.0,2.0,1.0,2.0,23.0,0.3
John Collins,C-F,ATL,85,13.0,7.0,0.0,0.0,1.0,0.0,24.4,0.29
Reggie Bullock,F-G,NYK,75,12.0,1.0,2.0,1.0,1.0,1.0,21.2,0.28
Ivica Zubac,C,LAC,79,6.0,11.0,0.0,0.0,1.0,0.0,22.2,0.28
Dwight Powell,C-F,DAL,77,8.0,7.0,2.0,1.0,0.0,1.0,21.4,0.28
Desmond Bane,G,MEM,74,5.0,3.0,4.0,2.0,0.0,2.0,18.6,0.25
Danny Green,G,PHI,76,5.0,4.0,2.0,2.0,0.0,0.0,18.8,0.25
Ish Smith,G,WAS,73,9.0,4.0,2.0,1.0,0.0,2.0,17.8,0.24
Terance Mann,F-G,LAC,76,4.0,3.0,0.0,1.0,2.0,0.0,16.6,0.22
Georges Niang,F,UTA,73,6.0,7.0,0.0,0.0,1.0,1.0,16.4,0.22
Boban Marjanovic,C,DAL,75,9.0,7.0,0.0,0.0,0.0,1.0,16.4,0.22
De'Anthony Melton,G,MEM,77,6.0,3.0,1.0,1.0,1.0,1.0,16.1,0.21
Raul Neto,G,WAS,75,8.0,0.0,3.0,1.0,0.0,0.0,15.5,0.21
Derrick Rose,G,NYK,82,6.0,3.0,5.0,0.0,0.0,0.0,17.1,0.21
Immanuel Quickley,G,NYK,79,11.0,0.0,0.0,2.0,0.0,3.0,14.0,0.18
Kristaps Porzingis,C-F,DAL,86,8.0,6.0,0.0,0.0,0.0,0.0,15.2,0.18
Rajon Rondo,G,LAC,76,1.0,2.0,6.0,0.0,1.0,2.0,13.4,0.18
Onyeka Okongwu,C-F,ATL,76,2.0,4.0,0.0,0.0,2.0,0.0,12.8,0.17
Joe Ingles,F-G,UTA,82,0.0,4.0,4.0,1.0,0.0,0.0,13.8,0.17
Robin Lopez,C,WAS,76,7.0,2.0,0.0,0.0,1.0,0.0,12.4,0.16
Kevin Huerter,F-G,ATL,76,8.0,3.0,1.0,0.0,1.0,4.0,12.100000000000001,0.16
Furkan Korkmaz,F-G,PHI,76,10.0,1.0,0.0,0.0,0.0,0.0,11.2,0.15
Matisse Thybulle,F-G,PHI,74,7.0,0.0,0.0,1.0,0.0,0.0,10.0,0.14
Tyus Jones,G,MEM,75,4.0,2.0,2.0,0.0,0.0,0.0,9.4,0.13
Willie Cauley-Stein,C,DAL,76,2.0,2.0,0.0,1.0,1.0,1.0,9.4,0.12
Mike Conley,G,UTA,84,7.0,0.0,2.0,0.0,0.0,0.0,10.0,0.12
George Hill,G,PHI,77,2.0,2.0,2.0,1.0,0.0,1.0,9.4,0.12
Lou Williams,G,ATL,79,5.0,2.0,1.0,0.0,0.0,0.0,8.9,0.11
Maxi Kleber,F,DAL,73,4.0,3.0,0.0,0.0,0.0,0.0,7.6,0.1
Nerlens Noel,C-F,NYK,80,2.0,2.0,0.0,0.0,1.0,1.0,6.4,0.08
Xavier Tillman,F,MEM,76,2.0,1.0,0.0,1.0,0.0,0.0,6.2,0.08
Obi Toppin,F,NYK,75,2.0,3.0,0.0,0.0,0.0,0.0,5.6,0.07
Danilo Gallinari,F,ATL,81,1.0,2.0,0.0,1.0,0.0,1.0,5.4,0.07
Grayson Allen,G,MEM,77,2.0,3.0,0.0,0.0,0.0,0.0,5.6,0.07
John Konchar,G,MEM,74,0.0,1.0,0.0,0.0,1.0,0.0,4.2,0.06
Brandon Clarke,F-G,MEM,81,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.06
Josh Richardson,G,DAL,77,2.0,1.0,1.0,0.0,0.0,1.0,3.7,0.05
Justise Winslow,F-G,MEM,75,0.0,1.0,1.0,0.0,0.0,0.0,2.7,0.04
