PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,96,6.0,26.1,10.5,8.1,1.3,0.7,3.2,65.65,0.56
Jimmy Butler,F,MIA,92,2.0,21.3,6.6,7.3,2.1,0.3,2.3,49.07,0.49
Damian Lillard,G,POR,94,1.0,28.4,4.2,7.3,1.0,0.2,2.9,47.09,0.48
Bam Adebayo,C-F,MIA,87,2.0,18.3,9.4,5.3,1.2,1.1,2.9,45.53,0.48
Jrue Holiday,G,MIL,86,4.0,17.8,4.4,5.8,1.5,0.5,2.1,43.68,0.41
Khris Middleton,F,MIL,85,1.0,19.7,5.6,4.9,1.1,0.1,2.5,36.87,0.41
Jusuf Nurkic,C,POR,82,2.0,12.2,8.9,3.2,1.1,1.1,2.0,36.28,0.39
Michael Porter Jr.,F,DEN,85,2.0,18.3,7.5,1.1,0.6,0.9,1.2,36.25,0.38
Norman Powell,G,POR,81,0.0,18.5,3.3,2.0,1.2,0.2,1.7,27.96,0.35
Enes Kanter,C,POR,81,1.0,11.1,10.3,1.1,0.5,0.8,1.1,29.91,0.34
Tyler Herro,G,MIA,78,1.0,15.1,4.9,3.1,0.7,0.3,1.8,28.83,0.34
Robert Covington,F,POR,77,1.0,9.1,6.4,1.6,1.4,1.1,1.0,27.68,0.33
Aaron Gordon,F,DEN,79,0.0,12.1,5.2,3.2,0.6,0.6,1.8,24.94,0.32
Brook Lopez,C,MIL,79,0.0,11.8,5.1,0.8,0.6,1.7,0.9,25.12,0.32
Goran Dragic,G,MIA,77,0.0,13.8,3.3,4.2,0.7,0.1,2.3,24.16,0.31
Donte DiVincenzo,G,MIL,76,0.0,10.0,5.3,2.8,1.0,0.2,1.3,22.86,0.3
Bobby Portis,F,MIL,81,0.0,11.2,6.6,1.0,0.7,0.5,0.9,23.32,0.29
Trevor Ariza,F,MIA,75,0.0,9.4,4.4,1.7,1.0,0.6,0.8,21.23,0.28
Duncan Robinson,F,MIA,77,0.0,12.8,3.3,1.6,0.6,0.2,1.0,20.56,0.27
Carmelo Anthony,F,POR,79,0.0,12.4,3.0,1.3,0.6,0.4,0.8,20.15,0.26
Facundo Campazzo,G,DEN,74,0.0,7.0,2.5,3.6,1.2,0.2,1.2,18.4,0.25
Paul Millsap,F,DEN,79,0.0,8.4,4.4,1.6,0.8,0.6,0.9,19.38,0.25
Pat Connaughton,G,MIL,73,0.0,7.1,4.6,1.2,0.7,0.4,0.5,17.22,0.24
Monte Morris,G,DEN,79,0.0,10.0,1.9,2.9,0.7,0.3,0.7,18.93,0.24
Kendrick Nunn,G,MIA,78,1.0,11.2,2.5,2.0,0.7,0.2,1.1,20.8,0.24
Austin Rivers,G,DEN,74,0.0,8.3,2.3,2.3,0.9,0.1,1.0,16.51,0.22
Andre Iguodala,F-G,MIA,73,0.0,4.6,3.6,2.0,0.9,0.5,1.1,15.02,0.21
JaMychal Green,C-F,DEN,78,0.0,7.5,4.3,0.8,0.4,0.4,0.9,15.36,0.2
P.J. Tucker,F,MIL,74,0.0,4.2,3.8,1.3,0.7,0.4,0.8,13.21,0.18
Jeff Teague,G,MIL,74,0.0,5.6,1.5,2.0,0.5,0.2,1.0,11.5,0.16
Gabe Vincent,G,MIA,71,0.0,4.0,0.9,0.9,0.3,0.1,0.6,7.03,0.1
Bryn Forbes,G,MIL,76,0.0,4.4,0.8,0.4,0.2,0.0,0.3,6.26,0.08
Anfernee Simons,G,POR,76,0.0,2.6,0.8,0.4,0.1,0.0,0.2,4.26,0.06
JaVale McGee,C-F,DEN,78,0.0,1.9,1.5,0.2,0.1,0.3,0.4,4.8,0.06
Shaquille Harrison,G,DEN,73,0.0,1.0,0.7,0.4,0.3,0.1,0.2,3.44,0.05
Nemanja Bjelica,F,MIA,75,0.0,1.9,1.1,0.5,0.1,0.0,0.3,3.97,0.05
Dewayne Dedmon,C,MIA,75,0.0,1.2,1.1,0.2,0.1,0.1,0.2,3.22,0.04
Max Strus,F-G,MIA,73,0.0,1.3,0.2,0.1,0.1,0.0,0.1,1.89,0.03
Precious Achiuwa,F,MIA,77,0.0,0.8,0.6,0.1,0.1,0.1,0.1,2.17,0.03
Nassir Little,F-G,POR,73,0.0,1.0,0.7,0.1,0.0,0.1,0.1,2.19,0.03
KZ Okpala,F-G,MIA,71,0.0,0.5,0.4,0.1,0.1,0.1,0.1,1.63,0.02
Mamadi Diakite,F,MIL,68,0.0,0.4,0.4,0.1,0.1,0.1,0.0,1.63,0.02
Markus Howard,G,DEN,67,0.0,1.0,0.2,0.2,0.0,0.0,0.2,1.34,0.02
Jordan Nwora,F,MIL,73,1.0,0.6,0.2,0.0,0.1,0.0,0.1,3.04,0.01
Rondae Hollis-Jefferson,F,POR,75,0.0,0.3,0.3,0.1,0.0,0.0,0.0,0.81,0.01
Vlatko Cancar,F,DEN,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Leaf,F,POR,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keljin Blevins,G,POR,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Jones Jr.,F,POR,75,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Zeke Nnaji,C-F,DEN,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,F,MIA,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Merrill,G,MIL,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jackson,F,MIL,74,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Bol Bol,C-F,DEN,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
