PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Karl-Anthony Towns,C-F,MIN,89,5,5.0,30.2,12.6,6.2,0.8,0.8,3.4,66.02000000000001,0.63
John Wall,G,HOU,82,2,1.0,30.5,2.5,7.0,2.5,1.0,3.5,53.0,0.62
Russell Westbrook,G,WAS,86,5,5.0,21.6,13.4,11.8,0.8,0.2,4.8,63.58,0.62
Kristaps Porzingis,C-F,DAL,86,3,2.0,26.67,14.67,1.67,0.0,1.67,1.67,54.1,0.58
Zion Williamson,F,NOP,89,4,2.0,31.25,8.25,5.0,0.75,0.5,2.0,54.4,0.57
Nikola Jokic,C,DEN,95,5,4.0,22.4,9.8,12.4,1.0,0.4,3.8,61.16,0.56
Zach LaVine,F-G,CHI,88,5,2.0,29.2,6.4,7.0,0.6,0.6,2.8,52.18,0.55
Jonas Valanciunas,C,MEM,82,5,1.0,21.8,13.8,1.8,0.4,1.2,1.2,46.66,0.54
Julius Randle,C-F,NYK,87,5,1.0,22.2,10.0,7.4,1.0,0.4,3.8,47.7,0.53
Nikola Vucevic,C,CHI,87,5,2.0,23.8,10.2,3.6,0.8,1.2,2.4,49.04,0.52
Donovan Mitchell,G,UTA,88,5,1.0,31.6,4.6,3.8,1.0,0.2,0.8,47.62,0.52
Stephen Curry,G,GSW,96,4,0.0,37.0,6.25,4.0,1.25,0.25,4.75,50.25,0.52
De'Aaron Fox,G,SAC,87,5,2.0,24.6,4.2,7.0,2.0,0.4,2.6,48.74,0.51
Kelly Olynyk,C-F,HOU,74,5,1.0,17.6,10.4,2.6,0.8,0.6,2.2,37.98,0.49
Luka Doncic,F-G,DAL,94,5,0.0,27.2,7.6,7.0,0.6,0.6,4.4,46.02,0.49
Dejounte Murray,G,SAS,83,4,0.0,18.75,5.5,5.0,3.0,0.0,1.5,40.35,0.49
Devin Booker,G,PHX,89,5,3.0,30.8,4.2,4.6,0.8,0.2,1.8,49.94,0.49
Chris Paul,G,PHX,88,5,1.0,18.2,5.2,9.0,2.0,0.0,2.0,43.94,0.48
Michael Porter Jr.,F,DEN,82,5,1.0,21.4,10.0,0.6,0.6,0.8,1.0,39.5,0.46
Kyle Anderson,F-G,MEM,81,5,0.0,15.0,6.8,4.2,2.0,1.0,1.0,37.46,0.46
Deandre Ayton,C,PHX,84,5,0.0,17.2,10.0,1.6,1.0,1.6,1.6,37.8,0.45
Anthony Edwards,G,MIN,77,5,0.0,22.4,4.8,3.2,1.6,0.0,3.6,34.16,0.44
Brandon Ingram,F,NOP,85,2,0.0,22.0,6.0,5.0,1.5,0.0,3.5,37.7,0.44
Rudy Gobert,C,UTA,88,5,0.0,13.0,14.0,1.6,0.8,1.8,1.6,38.4,0.44
Andre Drummond,C,LAL,83,2,0.0,17.5,11.5,1.5,1.5,0.5,3.0,36.55,0.44
Joel Embiid,C-F,PHI,95,4,0.0,25.0,8.0,2.0,0.0,2.5,3.25,41.85,0.44
Ricky Rubio,G,MIN,75,4,0.0,10.5,3.5,7.0,2.25,0.25,0.5,32.2,0.43
