PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jayson Tatum,F-G,BOS,89,44.0,10.0,3.0,2.0,0.0,2.0,64.5,0.72
Dennis Schroder,G,LAL,77,25.0,6.0,8.0,1.0,2.0,2.0,51.2,0.66
Joe Ingles,F-G,UTA,81,20.0,3.0,14.0,3.0,0.0,4.0,49.6,0.61
Ersan Ilyasova,F,UTA,73,20.0,5.0,0.0,4.0,2.0,1.0,43.0,0.59
Russell Westbrook,G,WAS,88,15.0,14.0,11.0,2.0,0.0,2.0,52.3,0.59
Andre Drummond,C,LAL,83,27.0,8.0,3.0,2.0,1.0,2.0,48.1,0.58
Stephen Curry,G,GSW,96,47.0,7.0,3.0,0.0,0.0,5.0,54.9,0.57
Kentavious Caldwell-Pope,G,LAL,75,25.0,5.0,2.0,2.0,1.0,0.0,43.0,0.57
Darius Garland,G,CLE,79,22.0,2.0,12.0,1.0,0.0,2.0,43.4,0.55
Bradley Beal,G,WAS,90,37.0,3.0,3.0,2.0,0.0,2.0,49.1,0.55
Drew Eubanks,C-F,SAS,75,13.0,13.0,2.0,2.0,1.0,0.0,40.6,0.54
Kemba Walker,G,BOS,83,26.0,8.0,3.0,2.0,0.0,2.0,44.1,0.53
Nikola Vucevic,C,CHI,87,25.0,7.0,5.0,2.0,0.0,1.0,45.9,0.53
Isaiah Stewart,C-F,DET,78,19.0,12.0,1.0,0.0,2.0,1.0,39.9,0.51
Giannis Antetokounmpo,F,MIL,96,28.0,11.0,8.0,0.0,0.0,4.0,49.2,0.51
Marcus Smart,G,BOS,80,16.0,9.0,6.0,2.0,0.0,1.0,40.8,0.51
Dillon Brooks,F-G,MEM,76,21.0,6.0,4.0,2.0,0.0,2.0,38.2,0.5
Jordan Clarkson,G,UTA,82,27.0,5.0,4.0,1.0,0.0,2.0,40.0,0.49
Grayson Allen,G,MEM,77,26.0,4.0,1.0,2.0,0.0,1.0,37.3,0.48
Kyle Kuzma,F,LAL,77,13.0,6.0,6.0,2.0,1.0,1.0,37.2,0.48
Khris Middleton,F,MIL,85,16.0,5.0,10.0,2.0,0.0,3.0,40.0,0.47
Kyle Anderson,F-G,MEM,81,8.0,8.0,8.0,1.0,1.0,0.0,35.6,0.44
Jrue Holiday,G,MIL,87,17.0,4.0,7.0,2.0,0.0,2.0,36.3,0.42
Rudy Gay,F-G,SAS,79,19.0,5.0,1.0,0.0,2.0,0.0,32.5,0.41
Desmond Bane,G,MEM,74,16.0,4.0,6.0,0.0,0.0,0.0,29.8,0.4
Devin Vassell,F-G,SAS,74,18.0,3.0,2.0,0.0,2.0,1.0,29.6,0.4
Dejounte Murray,G,SAS,82,14.0,7.0,3.0,1.0,1.0,1.0,31.9,0.39
Bojan Bogdanovic,F,UTA,76,19.0,3.0,2.0,2.0,0.0,2.0,29.6,0.39
Daniel Gafford,C-F,WAS,78,8.0,8.0,0.0,0.0,4.0,0.0,29.6,0.38
Jonas Valanciunas,C,MEM,83,17.0,8.0,2.0,0.0,1.0,1.0,31.6,0.38
Markieff Morris,F,LAL,74,10.0,12.0,3.0,0.0,1.0,4.0,27.9,0.38
Draymond Green,F,GSW,80,5.0,5.0,10.0,1.0,1.0,2.0,30.0,0.38
Bryn Forbes,G,MIL,73,19.0,6.0,1.0,0.0,0.0,1.0,26.7,0.37
Royce O'Neale,F,UTA,75,14.0,8.0,4.0,0.0,0.0,2.0,27.6,0.37
Andrew Wiggins,F-G,GSW,80,22.0,2.0,0.0,1.0,1.0,1.0,29.4,0.37
Patrick Williams,F,CHI,76,12.0,4.0,3.0,1.0,1.0,0.0,27.3,0.36
Ish Smith,G,WAS,73,16.0,3.0,5.0,0.0,0.0,1.0,26.1,0.36
