PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,26.4,10.6,8.4,1.4,0.6,3.1,66.62,0.57
Karl-Anthony Towns,C-F,MIN,88,6.0,25.5,10.6,4.2,0.7,1.7,3.2,60.52,0.55
Kyrie Irving,G,BKN,91,4.0,27.8,4.7,6.3,1.3,0.6,2.6,53.99,0.51
Stephen Curry,G,GSW,96,0.0,31.1,5.4,6.5,1.3,0.2,3.3,48.53,0.51
Christian Wood,F,HOU,84,1.0,22.2,9.7,1.6,1.1,1.3,2.1,43.34,0.49
Kevin Durant,F,BKN,96,0.0,27.4,7.3,5.3,0.7,1.3,3.6,46.51,0.48
Zion Williamson,F,NOP,90,2.0,26.6,7.2,3.8,1.1,0.6,2.7,47.34,0.48
Brandon Ingram,F,NOP,85,2.0,24.2,4.9,4.7,0.8,0.6,2.4,42.93,0.46
Caris LeVert,G,IND,83,3.0,20.2,5.1,5.1,1.7,0.6,2.3,44.57,0.46
Pascal Siakam,F,TOR,83,2.0,20.5,6.9,4.2,1.1,0.7,2.3,42.18,0.46
Fred VanVleet,G,TOR,84,2.0,20.2,4.0,5.8,1.7,0.7,2.1,42.8,0.46
Malcolm Brogdon,G,IND,84,2.0,21.7,4.7,6.1,0.9,0.2,2.0,41.79,0.45
Oshae Brissett,F-G,IND,67,2.0,16.9,6.0,1.4,1.1,0.4,0.9,33.8,0.44
Khris Middleton,F,MIL,85,0.0,20.3,5.6,5.5,1.1,0.2,2.6,36.57,0.43
Jrue Holiday,G,MIL,87,2.0,18.4,4.8,5.8,1.7,0.5,2.3,41.16,0.43
Draymond Green,F,GSW,80,1.0,7.9,6.7,9.0,1.9,0.8,3.2,36.34,0.43
Andrew Wiggins,F-G,GSW,80,1.0,20.1,5.4,2.6,1.0,1.0,2.0,36.48,0.43
Kyle Lowry,G,TOR,83,0.0,17.4,4.9,7.0,1.0,0.2,2.8,34.58,0.42
Kelly Olynyk,C-F,HOU,78,1.0,14.5,7.5,2.5,1.2,0.9,1.9,33.65,0.41
Kevin Porter Jr.,F-G,HOU,77,1.0,16.2,4.1,6.5,1.0,0.3,3.4,33.370000000000005,0.41
Kent Bazemore,F-G,GSW,76,1.0,13.2,6.3,3.0,1.9,0.9,2.2,33.46,0.41
D'Angelo Russell,G,MIN,83,0.0,20.0,2.8,4.9,1.2,0.4,2.9,32.61,0.39
Michael Porter Jr.,F,DEN,84,2.0,17.0,8.0,1.0,0.6,1.0,1.2,35.7,0.38
OG Anunoby,F,TOR,79,0.0,15.2,5.8,2.1,1.6,0.6,1.8,30.11,0.38
Isaiah Stewart,C-F,DET,78,1.0,10.6,9.5,1.4,1.0,1.4,1.4,31.9,0.38
Jae'Sean Tate,F,HOU,78,0.0,13.4,6.6,2.5,1.4,0.7,1.4,29.97,0.38
Moses Brown,C,OKC,77,1.0,10.7,9.9,0.3,0.7,1.5,1.3,30.33,0.37
Lonzo Ball,G,NOP,80,3.0,13.5,3.7,5.3,1.3,0.5,1.9,35.39,0.37
Anthony Edwards,G,MIN,81,2.0,17.4,4.4,2.5,1.1,0.4,2.2,32.730000000000004,0.35
Josh Jackson,F-G,DET,76,0.0,14.4,4.8,2.5,1.2,0.4,2.8,25.91,0.34
Aaron Gordon,F,DEN,80,0.0,12.8,5.8,3.5,0.7,0.7,2.2,27.01,0.34
Kevon Looney,F,GSW,77,0.0,7.4,7.9,2.9,0.9,0.9,1.2,25.43,0.33
Facundo Campazzo,G,DEN,73,0.0,8.8,3.0,4.4,1.8,0.4,1.8,23.8,0.33
Trey Burke,G,DAL,76,0.0,13.8,2.2,2.7,1.4,0.2,1.0,24.29,0.32
T.J. McConnell,G,IND,78,0.0,8.2,3.4,6.1,1.5,0.3,1.8,25.03,0.32
Ricky Rubio,G,MIN,76,0.0,8.6,3.1,6.2,1.4,0.1,1.9,24.22,0.32
Killian Hayes,G,DET,73,0.0,9.4,3.2,5.7,1.4,0.3,3.2,23.69,0.32
Darius Bazley,F-G,OKC,76,0.0,12.2,6.8,1.5,0.5,0.5,1.9,23.71,0.31
Theo Maledon,G,OKC,75,0.0,11.4,4.0,4.0,1.1,0.1,2.4,23.4,0.31
Saddiq Bey,F,DET,77,0.0,14.1,4.6,1.5,0.9,0.1,1.0,23.87,0.31
Brook Lopez,C,MIL,79,0.0,11.6,5.4,0.7,0.6,1.5,0.9,24.53,0.31
Mike James,G,BKN,67,0.0,9.1,2.8,4.0,0.7,0.1,0.8,20.06,0.3
Jeff Green,F,BKN,76,0.0,12.2,4.3,1.9,0.6,0.5,1.0,22.51,0.3
Jordan Poole,G,GSW,77,0.0,14.8,2.1,2.4,0.7,0.1,1.3,22.02,0.29
Landry Shamet,G,BKN,71,0.0,13.0,2.6,1.9,0.8,0.1,1.1,20.57,0.29
Khem Birch,C,TOR,76,1.0,7.4,7.2,1.5,0.8,0.8,0.8,24.29,0.29
Blake Griffin,F,BKN,78,0.0,10.8,4.5,3.3,0.7,0.2,1.5,22.35,0.29
Luguentz Dort,G,OKC,77,1.0,13.3,3.6,1.7,1.0,0.3,1.5,24.57,0.29
Jalen Brunson,G,DAL,81,0.0,12.7,3.4,3.3,0.6,0.1,1.2,22.63,0.28
Aleksej Pokusevski,C,OKC,73,0.0,8.6,5.5,1.9,0.5,0.9,1.9,20.35,0.28
Malachi Flynn,G,TOR,71,0.0,8.6,2.6,3.5,1.1,0.1,1.2,19.37,0.27
Tim Hardaway Jr.,F-G,DAL,80,0.0,15.0,3.2,1.6,0.4,0.1,0.9,21.84,0.27
Naz Reid,C-F,MIN,78,0.0,10.8,4.5,1.0,0.5,1.0,1.0,21.2,0.27
Isaiah Roby,F,OKC,76,0.0,8.5,5.4,1.7,0.8,0.7,1.7,20.33,0.27
Hamidou Diallo,G,DET,78,0.0,10.1,4.4,2.1,0.9,0.4,1.4,21.03,0.27
Jaden McDaniels,F,MIN,75,0.0,8.4,4.6,1.3,0.7,1.1,1.0,20.27,0.27
Juan Toscano-Anderson,F,GSW,74,1.0,6.3,4.8,2.5,0.9,0.6,1.1,21.21,0.26
Edmond Sumner,G,IND,73,0.0,11.7,3.2,1.2,1.2,0.0,2.0,18.94,0.26
Paul Millsap,F,DEN,79,0.0,8.8,4.8,1.5,0.8,0.6,1.0,20.01,0.25
Tyler Cook,F,DET,68,0.0,7.4,5.6,1.1,0.5,0.4,1.4,17.07,0.25
Frank Jackson,G,DET,72,0.0,11.8,2.8,1.1,0.5,0.2,1.2,17.71,0.25
JaMychal Green,C-F,DEN,78,0.0,9.8,5.4,1.0,0.7,0.3,1.1,19.68,0.25
Sekou Doumbouya,F,DET,72,0.0,8.5,4.3,1.5,1.0,0.1,1.3,17.91,0.25
Kenyon Martin Jr.,F,HOU,75,0.0,7.7,5.2,0.8,0.6,0.8,0.7,18.64,0.25
Dwight Powell,C-F,DAL,76,0.0,7.2,5.2,1.3,1.0,0.3,1.1,18.19,0.24
D.J. Wilson,F,HOU,72,0.0,7.5,4.8,0.9,0.3,0.9,1.2,17.01,0.24
Bobby Portis,F,MIL,81,0.0,9.1,5.3,0.9,0.6,0.4,0.7,19.11,0.24
Pat Connaughton,F-G,MIL,74,0.0,7.3,4.8,1.3,0.7,0.4,0.6,17.71,0.24
Tony Bradley,C-F,OKC,76,0.0,7.0,5.5,0.9,0.4,0.8,0.8,17.75,0.23
Austin Rivers,G,DEN,75,0.0,9.4,3.1,2.4,0.7,0.0,1.2,17.62,0.23
Eric Bledsoe,G,NOP,77,0.0,9.3,2.6,2.8,0.6,0.2,1.2,17.82,0.23
