PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,12,6.0,26.0,10.83,8.75,1.08,0.83,4.0,65.88,0.57
Stephen Curry,G,GSW,96,12,0.0,37.42,5.75,4.67,0.67,0.25,4.08,49.98,0.52
Karl-Anthony Towns,C-F,MIN,88,10,6.0,25.7,10.0,5.2,0.4,0.9,3.8,57.6,0.52
Luguentz Dort,G,OKC,77,6,1.0,25.67,5.67,1.83,1.5,0.67,2.17,41.55,0.51
Malcolm Brogdon,G,IND,84,11,2.0,22.91,7.36,6.27,0.36,0.45,1.82,45.79,0.5
Kyrie Irving,G,BKN,91,11,4.0,24.45,4.82,7.27,1.55,0.64,3.18,52.51,0.49
Pascal Siakam,F,TOR,83,9,2.0,23.11,6.67,4.44,0.89,1.0,2.89,44.56,0.49
Zion Williamson,F,NOP,90,12,2.0,27.83,7.33,3.92,0.75,0.5,3.08,47.18,0.48
Brandon Ingram,F,NOP,85,11,2.0,25.73,5.36,5.45,0.82,0.36,3.27,44.62,0.48
Christian Wood,F,HOU,84,11,1.0,21.36,10.27,2.0,0.73,1.0,2.0,41.87,0.47
Michael Porter Jr.,F,DEN,84,12,2.0,24.5,7.75,1.25,0.58,1.17,1.25,43.67,0.47
Kelly Olynyk,C-F,HOU,78,12,1.0,18.42,9.42,3.0,1.17,0.33,2.75,37.97,0.46
Caris LeVert,G,IND,83,12,3.0,21.33,4.92,3.42,1.5,1.08,1.67,44.44,0.46
Anthony Edwards,G,MIN,81,12,2.0,21.0,5.42,3.17,1.83,0.33,2.08,40.67,0.45
Draymond Green,F,GSW,80,12,1.0,6.58,8.0,9.42,2.0,0.92,3.58,37.48,0.44
Andrew Wiggins,F-G,GSW,80,12,1.0,17.0,4.92,2.83,1.42,1.08,1.42,35.23,0.42
Jrue Holiday,G,MIL,87,11,2.0,17.18,4.64,6.64,1.55,0.36,2.64,39.79,0.41
Lonzo Ball,G,NOP,80,8,3.0,12.88,5.0,5.88,1.75,0.62,2.38,38.44,0.41
