PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Moses Brown,C,OKC,67,21.0,23.0,0.0,0.0,0.0,2.0,46.599999999999994,0.7
De'Aaron Fox,G,SAC,86,36.0,4.0,6.0,1.0,2.0,3.0,55.8,0.65
Thanasis Antetokounmpo,F,MIL,70,23.0,10.0,5.0,2.0,0.0,3.0,45.5,0.65
Paul George,F,LAC,90,24.0,9.0,9.0,3.0,1.0,3.0,57.3,0.64
Karl-Anthony Towns,C-F,MIN,89,27.0,15.0,4.0,0.0,2.0,4.0,53.0,0.6
Alec Burks,G,NYK,77,21.0,10.0,5.0,0.0,2.0,1.0,45.5,0.59
Russell Westbrook,G,WAS,86,19.0,19.0,10.0,0.0,0.0,6.0,50.8,0.59
Theo Maledon,G,OKC,75,22.0,8.0,4.0,2.0,0.0,2.0,41.6,0.55
Zion Williamson,F,NOP,89,38.0,5.0,6.0,0.0,0.0,4.0,49.0,0.55
Donovan Mitchell,G,UTA,88,35.0,2.0,7.0,1.0,1.0,6.0,47.9,0.54
Collin Sexton,G,CLE,83,26.0,6.0,4.0,2.0,0.0,0.0,45.2,0.54
Jakob Poeltl,C,SAS,78,20.0,9.0,1.0,0.0,3.0,0.0,41.3,0.53
Robert Williams III,C-F,BOS,77,9.0,14.0,2.0,2.0,2.0,1.0,39.8,0.52
Jordan Nwora,F,MIL,70,21.0,10.0,2.0,1.0,0.0,3.0,36.0,0.51
Tim Hardaway Jr.,F-G,DAL,79,30.0,5.0,3.0,0.0,0.0,0.0,40.5,0.51
Jordan Clarkson,G,UTA,84,28.0,6.0,4.0,1.0,0.0,2.0,42.2,0.5
Larry Nance Jr.,C-F,CLE,78,17.0,9.0,5.0,2.0,0.0,2.0,39.3,0.5
Kawhi Leonard,F,LAC,96,28.0,4.0,4.0,3.0,0.0,1.0,46.8,0.49
Tobias Harris,F,PHI,86,29.0,7.0,6.0,0.0,0.0,4.0,42.4,0.49
Brook Lopez,C,MIL,78,12.0,10.0,1.0,4.0,2.0,5.0,38.5,0.49
