PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,10,15.0,23.7,13.8,14.3,1.4,0.5,4.2,93.21000000000001,0.72
Domantas Sabonis,C-F,IND,87,5,4.0,27.0,14.4,10.6,2.0,0.0,4.6,69.58,0.71
Caris LeVert,G,IND,83,10,5.0,26.1,5.0,5.6,1.3,1.1,2.3,55.4,0.55
Giannis Antetokounmpo,F,MIL,96,9,4.0,26.33,10.67,5.44,1.44,1.22,2.89,60.41,0.55
Stephen Curry,G,GSW,96,10,0.0,34.2,5.6,4.9,1.3,0.1,3.7,48.77,0.51
Trae Young,G,ATL,87,6,2.0,25.33,3.0,9.67,1.17,0.17,3.33,48.1,0.51
Damian Lillard,G,POR,94,10,1.0,28.7,4.2,7.5,1.3,0.2,2.6,48.89,0.5
Lonzo Ball,G,NOP,80,10,4.0,17.3,7.1,7.0,1.9,0.4,3.6,47.62,0.5
Draymond Green,F,GSW,80,10,2.0,7.5,9.6,10.2,1.6,1.1,3.7,42.72,0.48
DeMar DeRozan,F-G,SAS,87,8,3.0,24.0,3.5,7.0,1.38,0.25,1.75,47.82,0.48
Jusuf Nurkic,C,POR,80,10,1.0,15.1,11.9,3.4,0.7,1.1,1.8,40.08,0.48
Oshae Brissett,F-G,IND,67,10,3.0,13.5,8.2,0.9,1.1,1.6,0.8,37.989999999999995,0.48
Jrue Holiday,G,MIL,87,10,3.0,19.0,5.0,7.7,1.4,1.0,2.7,47.05,0.47
Bogdan Bogdanovic,G,ATL,79,8,4.0,21.75,3.62,4.5,1.75,0.38,2.0,45.22,0.47
Collin Sexton,G,CLE,83,7,0.0,24.29,4.57,4.86,0.86,0.29,3.43,37.06,0.45
Jonas Valanciunas,C,MEM,83,9,3.0,15.0,12.0,1.56,0.89,1.56,1.44,43.62,0.45
Dejounte Murray,G,SAS,82,8,2.0,17.62,7.5,6.12,1.25,0.0,2.62,40.94,0.45
Ja Morant,G,MEM,85,10,2.0,20.5,4.9,7.0,1.1,0.4,3.4,41.98,0.45
Andrew Wiggins,F-G,GSW,80,10,1.0,19.6,4.7,2.9,1.1,1.3,1.4,37.39,0.44
Khris Middleton,F,MIL,85,9,1.0,21.67,5.11,4.56,1.0,0.0,1.89,37.74,0.42
Bojan Bogdanovic,F,UTA,76,10,1.0,24.8,3.4,2.0,1.0,0.1,3.1,34.08,0.42
Rudy Gobert,C,UTA,88,10,2.0,14.0,12.2,0.8,0.7,2.3,2.1,40.74,0.42
CJ McCollum,G,POR,87,10,2.0,21.6,4.0,4.4,0.5,0.5,1.3,38.7,0.4
Clint Capela,C,ATL,86,9,5.0,13.56,12.67,0.78,0.67,1.11,0.78,44.48,0.4
Kenyon Martin Jr.,F,HOU,75,10,0.0,15.4,6.0,1.7,0.9,1.0,0.9,29.95,0.4
Jordan Clarkson,G,UTA,82,10,0.0,18.8,4.4,4.2,1.0,0.2,1.6,32.38,0.39
Eric Bledsoe,G,NOP,77,10,1.0,14.6,3.7,4.2,1.4,0.3,1.3,31.14,0.38
Kent Bazemore,F-G,GSW,76,7,1.0,9.57,7.29,2.0,2.0,1.0,1.57,30.74,0.38
Jakob Poeltl,C,SAS,78,9,1.0,9.67,6.78,2.33,0.89,2.0,1.11,30.86,0.37
Jarrett Allen,C,CLE,84,10,1.0,12.9,10.4,1.9,0.8,0.9,2.0,33.33,0.37
Jae'Sean Tate,F,HOU,78,8,0.0,12.12,5.25,4.38,2.12,0.0,2.38,28.99,0.37
T.J. McConnell,G,IND,78,10,0.0,9.0,3.4,6.6,2.3,0.2,2.1,28.38,0.36
Kyle Anderson,F-G,MEM,81,10,0.0,13.2,5.2,3.0,1.1,0.5,1.4,27.34,0.34
Willy Hernangomez,C-F,NOP,76,9,0.0,10.22,9.0,1.0,1.11,0.56,1.33,26.19,0.34
Juan Toscano-Anderson,F,GSW,74,9,1.0,7.67,6.11,4.33,1.11,0.89,2.11,27.39,0.34
Brook Lopez,C,MIL,79,10,0.0,13.8,4.0,1.0,0.4,2.2,1.0,26.9,0.34
Dillon Brooks,F-G,MEM,76,10,0.0,17.7,2.6,1.8,0.9,0.3,1.7,25.42,0.33
Joe Ingles,F-G,UTA,81,10,1.0,12.5,3.7,6.6,0.5,0.2,2.3,28.64,0.33
Jaren Jackson Jr.,C-F,MEM,83,7,0.0,15.0,4.86,1.0,1.14,0.86,1.29,27.04,0.33
Robert Covington,F,POR,77,10,1.0,6.5,7.5,2.0,1.0,1.1,0.4,26.4,0.32
Norman Powell,"['G', 'G']",POR,82,9,0.0,16.44,3.22,2.11,1.0,0.33,1.0,26.48,0.32
Bobby Portis,F,MIL,81,9,0.0,12.33,7.33,1.0,1.0,0.56,1.0,26.3,0.32
Danilo Gallinari,F,ATL,80,9,0.0,14.67,4.56,1.89,0.78,0.22,0.44,25.52,0.32
Kevin Love,C-F,CLE,80,9,0.0,11.0,8.11,2.89,0.67,0.0,1.67,25.4,0.32
Rui Hachimura,F,WAS,79,6,0.0,15.67,4.5,1.17,0.5,0.5,0.83,24.98,0.32
John Collins,C-F,ATL,85,10,1.0,16.4,6.1,0.8,0.8,0.7,1.9,29.52,0.32
Jaxson Hayes,C-F,NOP,77,10,1.0,10.7,5.8,0.5,0.7,1.4,0.6,26.11,0.31
Raul Neto,G,WAS,75,10,0.0,10.8,3.2,3.1,1.4,0.1,0.9,22.89,0.31
Isaac Okoro,F-G,CLE,73,10,1.0,13.5,3.5,2.1,0.6,0.0,0.8,23.85,0.3
Naji Marshall,F,NOP,68,10,1.0,7.5,5.0,2.9,0.9,0.3,1.3,22.15,0.3
Royce O'Neale,F,UTA,75,10,0.0,7.0,6.7,2.6,1.3,0.1,1.0,22.14,0.3
Donte DiVincenzo,G,MIL,77,9,0.0,8.67,6.22,2.67,0.89,0.44,1.56,22.58,0.29
Daniel Gafford,C-F,WAS,78,10,0.0,8.3,5.3,0.7,0.8,1.7,0.6,22.61,0.29
Rudy Gay,F-G,SAS,79,9,0.0,13.33,4.22,1.11,0.78,0.78,1.56,23.18,0.29
Keldon Johnson,F-G,SAS,80,10,0.0,12.6,5.2,1.8,0.8,0.0,0.9,23.04,0.29
Edmond Sumner,G,IND,73,8,0.0,13.25,2.25,1.38,0.75,0.25,0.88,20.14,0.28
Armoni Brooks,G,HOU,67,10,0.0,10.0,3.7,2.1,0.5,0.4,1.5,18.79,0.28
Justin Holiday,F-G,IND,75,10,0.0,8.5,3.2,1.9,0.5,1.3,0.5,20.09,0.27
Enes Kanter,C,POR,81,10,1.0,8.2,8.5,0.8,0.5,0.5,0.4,24.2,0.27
Brandon Clarke,F-G,MEM,81,8,0.0,7.38,6.25,1.5,0.75,0.88,0.5,21.5,0.27
Doug McDermott,F,IND,77,9,0.0,15.44,2.44,1.11,0.22,0.11,0.67,20.38,0.26
Georges Niang,F,UTA,73,10,0.0,12.4,3.1,1.4,0.5,0.2,1.1,19.22,0.26
Jordan Poole,G,GSW,77,10,0.0,12.3,2.7,2.1,0.7,0.2,1.1,20.29,0.26
Bryn Forbes,G,MIL,73,10,0.0,12.8,2.9,0.7,0.5,0.0,0.7,18.13,0.25
DaQuan Jeffries,F-G,HOU,71,9,0.0,6.33,4.33,1.33,0.89,0.44,0.56,16.98,0.24
James Johnson,F,NOP,78,7,1.0,8.29,4.14,0.71,1.0,0.71,1.0,20.47,0.24
Lonnie Walker IV,F-G,SAS,76,10,0.0,13.0,2.2,1.6,0.4,0.1,1.0,18.54,0.24
Goga Bitadze,C-F,IND,73,3,0.0,4.67,3.0,1.67,0.33,2.0,0.0,17.77,0.24
Aaron Holiday,G,IND,73,10,0.0,7.7,2.0,3.2,1.0,0.4,1.5,17.6,0.24
Ish Smith,G,WAS,73,10,0.0,6.7,2.8,2.8,0.9,0.4,0.7,17.46,0.24
Kevon Looney,F,GSW,77,10,0.0,5.0,6.6,2.0,0.2,0.5,0.4,17.62,0.23
