PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,15.0,21.6,10.3,10.4,1.4,0.3,4.7,79.96000000000001,0.57
Giannis Antetokounmpo,F,MIL,96,4.0,27.3,11.2,5.9,1.2,1.4,3.5,61.89,0.56
Domantas Sabonis,C-F,IND,87,4.0,20.5,11.2,6.2,1.2,0.5,3.4,52.94,0.52
Stephen Curry,G,GSW,96,0.0,32.6,5.5,6.4,1.3,0.1,3.6,49.4,0.51
Trae Young,G,ATL,87,2.0,25.0,4.2,9.1,0.9,0.2,4.1,46.89,0.49
Damian Lillard,G,POR,94,1.0,27.8,4.3,7.3,1.0,0.3,3.0,46.81,0.48
Clint Capela,C,ATL,86,5.0,15.4,13.1,0.8,0.7,2.0,1.2,49.22,0.46
Jusuf Nurkic,C,POR,80,1.0,13.9,10.2,3.8,1.3,1.3,2.5,39.14,0.46
Rudy Gobert,C,UTA,88,2.0,14.0,12.9,1.3,0.6,2.7,1.6,43.73,0.45
Caris LeVert,G,IND,83,5.0,19.7,4.6,4.9,1.5,0.6,2.1,46.77,0.44
DeMar DeRozan,F-G,SAS,87,3.0,21.3,4.2,6.9,0.9,0.3,2.1,44.19,0.44
Jonas Valanciunas,C,MEM,83,3.0,16.6,11.5,1.7,0.5,0.8,1.7,41.15,0.42
Lonzo Ball,G,NOP,80,4.0,15.2,4.3,6.0,1.6,0.5,2.3,41.36,0.42
Dejounte Murray,G,SAS,82,2.0,15.7,6.1,5.0,1.6,0.1,1.7,37.92,0.41
Ja Morant,G,MEM,85,2.0,19.2,3.7,7.1,0.9,0.2,3.1,38.49,0.41
Oshae Brissett,F-G,IND,67,3.0,12.3,6.5,0.9,0.7,1.5,0.5,33.55,0.41
Andrew Wiggins,F-G,GSW,80,1.0,18.8,4.9,2.5,1.0,1.0,2.0,34.43,0.41
Draymond Green,F,GSW,80,2.0,7.6,6.6,8.6,1.7,0.8,3.1,36.82,0.41
Khris Middleton,F,MIL,85,1.0,19.6,5.4,5.1,1.1,0.2,2.6,37.03,0.41
Collin Sexton,G,CLE,83,0.0,23.3,3.2,4.0,1.1,0.2,2.7,34.34,0.41
Jarrett Allen,C,CLE,84,1.0,13.4,10.6,1.7,0.6,1.8,1.7,36.17,0.41
