PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,25.8,10.3,8.0,1.4,0.7,3.2,65.25999999999999,0.56
Giannis Antetokounmpo,F,MIL,96,4.0,28.0,10.7,5.9,1.2,1.3,3.7,61.49,0.56
Joel Embiid,C-F,PHI,95,0.0,29.2,10.9,3.2,1.0,1.6,3.0,51.88,0.55
Luka Doncic,F-G,DAL,94,1.0,28.3,8.0,8.5,1.1,0.6,4.3,53.45,0.55
Karl-Anthony Towns,C-F,MIN,88,6.0,24.3,10.4,4.1,0.7,1.3,3.2,57.73,0.52
Nikola Vucevic,C,CHI,87,4.0,23.5,10.7,3.5,0.9,0.7,1.7,52.69,0.51
Julius Randle,C-F,NYK,87,4.0,23.5,10.0,5.5,0.9,0.3,3.3,52.05,0.51
Zion Williamson,F,NOP,90,2.0,27.6,7.6,3.9,1.0,0.7,2.6,49.07,0.5
Bam Adebayo,C-F,MIA,88,2.0,19.7,9.4,5.1,1.2,1.3,2.7,47.43,0.49
D'Angelo Russell,G,MIN,83,0.0,24.1,3.7,6.6,1.3,0.5,3.5,40.34,0.49
LaMelo Ball,G,CHA,85,0.0,19.1,6.5,7.2,1.9,0.4,3.3,41.3,0.49
Jayson Tatum,F-G,BOS,89,4.0,25.6,6.8,4.4,1.2,0.4,2.7,50.46,0.48
Damian Lillard,G,POR,94,1.0,27.7,4.1,7.1,1.0,0.3,3.0,46.17,0.47
Zach LaVine,F-G,CHI,88,2.0,26.7,4.9,5.0,0.8,0.5,3.4,44.58,0.46
DeMar DeRozan,F-G,SAS,87,3.0,21.5,4.3,7.0,1.0,0.2,2.0,44.76,0.45
Jusuf Nurkic,C,POR,80,1.0,13.5,10.1,3.8,1.2,1.3,2.5,38.32,0.45
Lonzo Ball,G,NOP,80,4.0,16.2,4.5,6.5,1.7,0.6,2.4,43.85,0.45
Dejounte Murray,G,SAS,82,2.0,16.5,6.5,5.4,1.7,0.1,2.0,39.8,0.44
Anthony Edwards,G,MIN,81,3.0,20.9,5.5,3.2,1.4,0.5,2.6,41.4,0.44
Ben Simmons,F-G,PHI,86,0.0,14.4,7.2,7.4,1.6,0.6,3.2,37.54,0.44
Terry Rozier,G,CHA,82,1.0,21.7,4.6,4.4,1.2,0.3,2.0,38.32,0.44
Chris Paul,G,PHX,88,2.0,17.4,4.5,8.2,1.6,0.2,2.3,42.2,0.43
Khris Middleton,F,MIL,85,1.0,20.0,5.6,5.4,1.2,0.2,2.6,38.42,0.43
Jrue Holiday,G,MIL,87,3.0,18.4,4.8,6.0,1.7,0.5,2.3,43.46,0.43
Jordan Clarkson,G,UTA,82,0.0,23.4,5.1,2.9,1.0,0.3,2.2,35.57,0.43
Tobias Harris,F,PHI,87,0.0,20.1,7.1,3.4,1.0,0.8,1.9,37.22,0.43
Rudy Gobert,C,UTA,88,2.0,13.9,12.6,1.2,0.5,2.5,1.6,42.22,0.43
Richaun Holmes,C-F,SAC,82,1.0,15.0,9.3,1.5,0.7,1.8,1.3,36.61,0.42
Collin Sexton,G,CLE,83,0.0,23.0,3.2,4.0,1.1,0.1,2.6,33.84,0.41
Naji Marshall,F,NOP,68,1.0,10.8,6.2,4.1,1.2,0.5,1.6,29.89,0.41
Devin Booker,G,PHX,89,3.0,24.2,4.0,4.4,0.8,0.3,3.0,41.9,0.4
Andre Drummond,C,LAL,83,0.0,13.3,10.4,1.9,1.3,0.9,2.4,32.83,0.4
Moritz Wagner,C-F,ORL,76,0.0,13.6,6.7,2.2,1.2,1.0,2.0,29.54,0.39
Deandre Ayton,C,PHX,84,0.0,14.7,10.6,1.2,0.5,1.1,1.6,32.42,0.39
Jarrett Allen,C,CLE,84,1.0,13.2,10.1,1.7,0.4,1.7,1.5,34.67,0.39
Kemba Walker,G,BOS,83,0.0,18.5,3.9,4.9,1.1,0.3,2.1,32.63,0.39
Cole Anthony,G,ORL,74,0.0,13.5,5.0,4.9,0.7,0.5,2.2,28.25,0.38
Michael Porter Jr.,F,DEN,84,2.0,17.8,7.3,1.1,0.6,1.0,1.1,35.91,0.38
Derrick Rose,G,NYK,81,0.0,17.5,3.0,4.8,1.2,0.4,2.1,31.0,0.38
Marcus Smart,G,BOS,80,0.0,14.4,3.4,5.3,1.6,0.4,1.9,30.53,0.38
Facundo Campazzo,G,DEN,73,0.0,11.2,3.2,5.2,1.9,0.2,1.9,27.24,0.37
RJ Barrett,F-G,NYK,80,1.0,17.2,5.9,2.9,0.8,0.3,2.0,31.93,0.37
Jakob Poeltl,C,SAS,78,1.0,9.3,8.7,1.7,0.6,2.0,1.4,30.69,0.37
Cedi Osman,F,CLE,73,0.0,13.2,4.5,3.6,1.5,0.1,1.6,27.2,0.37
Buddy Hield,G,SAC,77,0.0,17.2,4.5,2.9,0.8,0.4,1.7,28.85,0.37
Kenyon Martin Jr.,F,HOU,75,0.0,11.2,7.2,1.2,1.1,1.3,1.2,27.64,0.37
Joe Ingles,F-G,UTA,81,1.0,14.5,4.5,4.9,0.9,0.3,1.9,30.95,0.36
Eric Bledsoe,G,NOP,77,0.0,14.6,4.2,4.3,1.0,0.3,2.0,27.99,0.36
Coby White,G,CHI,76,0.0,15.2,3.9,4.4,0.6,0.2,2.3,26.58,0.35
Kevin Love,C-F,CLE,80,0.0,14.3,7.7,2.6,0.7,0.1,1.6,28.24,0.35
Robert Covington,F,POR,77,1.0,9.3,6.6,1.6,1.4,1.1,1.1,28.02,0.34
Jarred Vanderbilt,F,MIN,75,0.0,6.9,8.4,1.5,1.3,1.3,1.3,25.73,0.34
DaQuan Jeffries,F-G,HOU,71,0.0,10.0,5.8,1.6,0.9,0.9,0.9,23.86,0.34
Evan Fournier,F-G,BOS,81,0.0,16.8,2.9,3.1,1.2,0.4,1.8,27.93,0.34
R.J. Hampton,G,ORL,73,1.0,11.4,5.8,2.6,1.0,0.5,1.8,26.96,0.34
Bojan Bogdanovic,F,UTA,76,0.0,16.8,4.1,2.0,0.7,0.1,1.5,25.62,0.34
Nerlens Noel,C-F,NYK,78,0.0,6.7,7.8,1.3,1.2,2.2,1.3,26.91,0.34
Alex Caruso,G,LAL,73,0.0,9.2,3.8,4.1,1.6,0.4,1.9,24.01,0.33
Willy Hernangomez,C-F,NOP,76,0.0,9.4,8.6,1.3,0.7,0.7,1.0,24.87,0.33
Marvin Bagley III,F,SAC,80,0.0,14.3,7.4,1.0,0.5,0.6,1.3,26.68,0.33
Trevor Ariza,F,MIA,73,0.0,9.6,5.0,2.0,0.9,0.7,0.7,22.7,0.31
Kyle Kuzma,F,LAL,77,0.0,12.6,6.2,1.7,0.5,0.6,1.7,24.19,0.31
Naz Reid,C-F,MIN,78,0.0,12.1,5.3,1.2,0.4,1.2,1.2,23.86,0.31
Brook Lopez,C,MIL,79,0.0,11.8,5.3,0.8,0.6,1.5,0.9,24.76,0.31
Elfrid Payton,G,NYK,76,0.0,11.7,3.9,3.7,1.0,0.3,1.9,23.93,0.31
