PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Andre Drummond,C,LAL,83,11,0.0,12.55,9.55,1.45,1.55,0.91,1.73,31.82,0.38
Deandre Ayton,C,PHX,84,12,0.0,12.17,9.67,1.5,0.92,1.25,0.67,31.85,0.38
Bojan Bogdanovic,F,UTA,76,12,0.0,22.08,3.08,2.0,1.0,0.08,2.83,29.2,0.38
Cedi Osman,F,CLE,73,7,0.0,14.71,3.86,4.43,1.0,0.14,2.43,26.99,0.37
Jarrett Allen,C,CLE,84,12,1.0,13.25,10.5,1.67,0.75,0.92,2.0,33.35,0.37
Delon Wright,G,SAC,77,12,2.0,10.67,4.25,3.83,2.0,0.75,1.17,32.6,0.37
Derrick Rose,G,NYK,81,12,0.0,17.5,3.08,4.33,0.83,0.33,1.0,30.2,0.37
D'Angelo Russell,G,MIN,83,12,0.0,17.17,2.17,7.0,1.17,0.25,3.42,31.1,0.37
RJ Barrett,F-G,NYK,80,12,1.0,17.42,5.5,2.83,0.75,0.42,1.83,31.93,0.37
Facundo Campazzo,G,DEN,73,12,0.0,9.5,3.42,5.5,1.83,0.33,1.58,26.77,0.37
Naji Marshall,F,NOP,68,12,1.0,9.33,6.0,3.5,1.08,0.25,1.5,26.28,0.36
Nerlens Noel,C-F,NYK,78,10,0.0,5.7,7.3,1.4,1.4,2.7,0.6,28.26,0.36
Dorian Finney-Smith,F,DAL,73,11,0.0,14.0,5.55,2.09,1.09,0.27,1.36,26.52,0.36
Kyle Kuzma,F,LAL,77,12,0.0,14.25,4.17,2.67,0.92,0.83,1.08,27.42,0.36
Kendrick Nunn,G,MIA,76,11,0.0,17.73,3.09,2.91,0.82,0.18,1.27,27.53,0.36
Goran Dragic,G,MIA,78,10,0.0,13.6,3.9,4.5,1.2,0.2,1.8,27.43,0.35
Trevor Ariza,F,MIA,73,12,0.0,11.83,5.42,2.17,1.08,0.67,1.08,25.75,0.35
Joe Ingles,F-G,UTA,81,11,1.0,13.91,3.73,6.55,0.55,0.18,2.36,30.02,0.35
Tobias Harris,F,PHI,87,9,0.0,15.67,5.11,3.67,0.89,0.78,1.44,30.86,0.35
Thaddeus Young,F,CHI,82,12,0.0,11.75,5.33,4.92,1.08,0.33,2.0,27.78,0.34
Richaun Holmes,C-F,SAC,82,7,1.0,16.71,5.57,1.43,0.29,1.14,1.71,30.11,0.34
Royce O'Neale,F,UTA,75,11,0.0,7.64,7.73,2.91,1.0,0.27,1.18,23.91,0.32
Danny Green,F-G,PHI,75,11,0.0,8.82,4.36,1.91,1.82,0.64,0.55,23.74,0.32
Brook Lopez,C,MIL,79,12,0.0,13.08,4.42,0.75,0.42,1.92,1.08,25.42,0.32
Kevin Love,C-F,CLE,80,12,0.0,11.67,8.0,2.75,0.58,0.0,1.58,25.56,0.32
Reggie Bullock,F-G,NYK,73,12,0.0,14.33,3.5,2.08,0.75,0.08,0.67,23.49,0.32
Tim Hardaway Jr.,F-G,DAL,80,11,0.0,18.55,3.27,1.82,0.18,0.27,1.18,25.38,0.32
Kentavious Caldwell-Pope,G,LAL,75,11,0.0,11.45,2.45,2.0,1.45,0.64,0.36,23.31,0.31
Daniel Theis,C-F,CHI,77,12,1.0,10.08,6.42,1.83,0.83,0.58,1.25,25.53,0.31
R.J. Hampton,G,ORL,73,12,1.0,10.0,4.58,3.0,0.67,0.42,1.5,23.75,0.3
Dwayne Bacon,F-G,ORL,71,12,0.0,13.58,2.83,1.08,1.08,0.08,0.67,21.44,0.3
Kenyon Martin Jr.,F,HOU,75,12,0.0,9.75,5.67,0.83,0.83,0.92,0.58,22.47,0.3
Eric Bledsoe,G,NOP,77,12,0.0,12.17,3.42,2.92,0.92,0.33,1.33,23.06,0.3
Willy Hernangomez,C-F,NOP,76,9,0.0,9.67,7.67,0.56,0.78,0.56,0.89,22.81,0.3
