PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,17.0,27.9,12.7,12.5,1.7,0.4,5.1,97.09,0.72
Nikola Jokic,C,DEN,95,6.0,28.5,10.3,7.9,1.4,0.7,3.1,67.91,0.59
Luka Doncic,F-G,DAL,94,1.0,27.4,8.5,8.7,1.1,0.6,4.2,53.55,0.55
Chris Boucher,C-F,TOR,80,2.0,19.5,9.8,1.7,0.9,2.5,1.3,46.71,0.53
Joel Embiid,C-F,PHI,95,1.0,27.7,10.8,2.9,1.0,1.6,3.0,51.81,0.52
Delon Wright,G,SAC,77,2.0,15.8,5.1,6.8,1.9,0.4,1.7,41.32,0.48
Jonas Valanciunas,C,MEM,83,4.0,18.3,12.7,1.9,0.6,0.9,1.9,46.99,0.47
Rudy Gobert,C,UTA,88,2.0,14.8,13.7,1.3,0.5,2.6,1.7,44.79,0.46
Chimezie Metu,C-F,SAC,73,0.0,14.2,7.9,1.7,1.0,1.7,2.2,32.13,0.44
Buddy Hield,G,SAC,77,0.0,18.1,4.7,4.7,0.8,0.5,1.8,32.89,0.43
Michael Porter Jr.,F,DEN,84,2.0,20.2,8.1,1.2,0.7,1.1,1.3,39.82,0.43
Ben Simmons,F-G,PHI,86,0.0,14.3,7.1,7.0,1.6,0.6,3.0,36.92,0.43
Kenyon Martin Jr.,F,HOU,75,0.0,13.7,8.2,1.2,1.1,1.6,1.4,32.04,0.43
Kristaps Porzingis,C-F,DAL,86,2.0,18.5,9.1,1.8,0.5,1.4,1.4,40.42,0.42
Tobias Harris,F,PHI,87,0.0,19.5,7.0,3.4,1.0,0.8,1.8,36.6,0.42
Collin Sexton,G,CLE,83,0.0,23.2,3.4,4.2,1.1,0.2,2.6,34.88,0.42
Kyle Anderson,F-G,MEM,81,0.0,15.0,6.6,3.6,1.4,0.9,1.4,33.82,0.42
Malachi Flynn,G,TOR,71,0.0,14.1,3.7,5.0,1.3,0.2,1.6,28.94,0.41
Jarrett Allen,C,CLE,84,1.0,13.8,10.8,1.7,0.6,1.8,1.7,36.81,0.41
Ja Morant,G,MEM,85,2.0,19.0,3.8,7.3,1.0,0.2,3.1,39.01,0.41
Kent Bazemore,F-G,GSW,76,1.0,12.2,6.0,3.0,1.8,0.9,2.1,31.9,0.39
Nickeil Alexander-Walker,G,NOP,76,1.0,15.0,4.8,3.0,1.5,0.6,2.1,31.46,0.39
Killian Hayes,G,DET,73,0.0,9.5,3.8,7.0,1.8,0.6,4.1,27.66,0.38
