PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,10,17.0,24.8,14.0,15.7,1.5,0.5,4.2,100.95,0.76
Kelly Olynyk,C-F,HOU,78,9,5.0,21.44,9.56,6.56,1.89,0.67,3.11,57.3,0.61
Nikola Jokic,C,DEN,95,10,6.0,28.3,10.9,6.2,1.1,0.9,3.3,65.38,0.56
Jonas Valanciunas,C,MEM,83,9,4.0,16.11,13.22,1.89,0.56,2.22,1.33,49.81,0.5
Luka Doncic,F-G,DAL,94,9,1.0,25.67,8.0,7.67,0.89,0.11,4.44,47.32,0.48
Delon Wright,G,SAC,77,10,2.0,14.4,5.5,5.7,2.2,0.7,2.2,40.05,0.47
Collin Sexton,G,CLE,83,8,0.0,24.38,4.0,6.0,0.75,0.38,3.5,38.05,0.46
Michael Porter Jr.,F,DEN,84,9,2.0,25.78,6.33,1.78,1.0,0.56,2.22,42.49,0.46
Kenyon Martin Jr.,F,HOU,75,10,0.0,17.8,7.3,2.3,1.0,1.0,1.2,34.81,0.46
Buddy Hield,G,SAC,77,10,0.0,16.5,5.8,5.9,1.3,0.7,2.6,35.71,0.46
Jordan Clarkson,G,UTA,82,10,1.0,22.1,4.6,3.9,1.0,0.1,1.5,37.27,0.43
Facundo Campazzo,G,DEN,73,10,0.0,11.0,4.3,6.5,2.2,0.3,2.0,31.41,0.43
Rudy Gobert,C,UTA,88,10,2.0,13.7,12.2,1.1,0.8,2.1,2.1,40.59,0.42
Bojan Bogdanovic,F,UTA,76,10,1.0,24.3,4.0,1.6,1.0,0.1,3.0,33.8,0.42
Tim Hardaway Jr.,F-G,DAL,80,9,0.0,24.56,3.78,2.22,0.44,0.11,0.89,33.2,0.42
Khem Birch,C,TOR,76,10,1.0,13.5,8.0,2.3,1.0,1.0,1.0,33.55,0.42
Joel Embiid,C-F,PHI,95,9,1.0,23.22,8.11,1.56,0.89,1.11,2.78,40.51,0.41
Eric Bledsoe,G,NOP,77,10,1.0,15.1,3.9,4.5,1.3,0.4,1.8,31.83,0.39
Ja Morant,G,MEM,85,10,2.0,16.5,4.7,7.6,0.9,0.4,3.9,37.54,0.39
Dillon Brooks,F-G,MEM,76,10,1.0,20.0,2.7,2.0,1.2,0.4,1.5,31.54,0.39
Saddiq Bey,F,DET,77,10,0.0,16.0,7.4,1.9,0.6,0.6,1.1,30.23,0.39
Terence Davis,G,SAC,74,10,0.0,15.1,4.1,2.8,1.4,0.4,1.6,28.02,0.38
Kevin Love,C-F,CLE,80,8,1.0,13.12,9.62,3.25,0.88,0.0,1.88,32.3,0.38
Willy Hernangomez,C-F,NOP,76,9,0.0,11.22,9.67,1.67,1.22,0.44,1.44,28.88,0.38
R.J. Hampton,G,ORL,73,10,1.0,13.6,5.9,4.0,0.4,0.4,1.7,29.38,0.38
Jae'Sean Tate,F,HOU,78,8,0.0,13.62,5.88,4.38,1.38,0.0,2.25,29.11,0.37
Kyle Anderson,F-G,MEM,81,10,0.0,13.9,4.4,4.1,1.1,1.0,1.4,30.23,0.37
Cameron Oliver,F,HOU,67,2,0.0,15.0,2.5,1.5,1.0,0.5,0.5,24.25,0.36
Ben Simmons,F-G,PHI,86,9,0.0,11.56,5.11,5.67,1.67,0.33,1.56,30.63,0.36
Isaac Okoro,F-G,CLE,73,10,1.0,15.9,4.4,2.5,0.7,0.1,0.9,28.43,0.36
Darius Bazley,F-G,OKC,76,10,0.0,17.2,6.7,2.9,0.2,0.1,3.2,27.29,0.36
Tobias Harris,F,PHI,87,10,0.0,17.1,4.8,3.2,0.8,0.4,1.1,30.16,0.35
Naji Marshall,F,NOP,68,10,1.0,9.1,5.8,2.7,1.2,0.4,1.4,25.51,0.35
Juan Toscano-Anderson,F,GSW,74,10,1.0,7.2,5.9,4.6,1.3,0.9,1.8,27.98,0.35
Cole Anthony,G,ORL,74,10,0.0,14.7,4.9,3.6,0.5,0.2,2.9,25.18,0.34
Jarrett Allen,C,CLE,84,10,1.0,10.7,10.2,2.1,0.6,0.8,2.0,30.29,0.34
Jaren Jackson Jr.,C-F,MEM,83,7,0.0,13.71,5.29,1.0,1.14,1.57,1.43,28.27,0.34
Kenrich Williams,F-G,OKC,76,6,0.0,12.0,3.5,3.33,1.67,0.5,2.17,25.53,0.34
Gary Trent Jr.,F-G,TOR,78,3,1.0,17.33,4.33,1.0,0.67,0.33,0.67,28.37,0.34
Dwayne Bacon,F-G,ORL,71,10,0.0,14.2,3.2,1.8,1.0,0.1,0.8,23.24,0.33
Nickeil Alexander-Walker,G,NOP,76,3,1.0,14.67,3.0,4.0,1.0,0.0,2.0,27.27,0.33
Kent Bazemore,F-G,GSW,76,8,1.0,10.5,6.12,1.88,1.25,0.75,1.5,27.16,0.33
Joe Ingles,F-G,UTA,81,10,1.0,12.0,3.6,6.4,0.6,0.1,2.2,27.82,0.32
Dwight Powell,C-F,DAL,76,10,0.0,8.8,6.2,1.8,0.9,1.2,1.1,24.14,0.32
Jaxson Hayes,C-F,NOP,77,10,1.0,11.9,5.6,0.6,0.6,1.5,0.8,27.02,0.32
