PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,10,14.0,21.8,13.9,13.8,1.6,0.3,4.4,88.47999999999999,0.69
Domantas Sabonis,C-F,IND,87,4,3.0,26.25,14.75,10.0,1.75,0.0,4.75,65.45,0.68
Kyrie Irving,G,BKN,91,9,6.0,27.67,5.67,6.78,2.11,0.78,3.11,62.19,0.55
Nikola Jokic,C,DEN,95,10,6.0,26.1,10.0,6.9,1.1,1.0,3.3,63.45,0.54
Kelly Olynyk,C-F,HOU,78,10,5.0,19.1,9.7,4.7,1.8,0.6,3.0,51.99,0.54
Kevin Durant,F,BKN,96,6,1.0,31.0,7.83,4.83,1.33,1.0,2.67,53.98,0.54
Pascal Siakam,F,TOR,83,9,4.0,24.56,7.89,3.56,1.56,0.33,3.22,49.8,0.5
Caris LeVert,G,IND,83,10,4.0,24.4,4.0,5.0,1.1,1.1,2.0,49.3,0.5
Stephen Curry,G,GSW,96,10,0.0,34.2,5.4,5.2,1.2,0.1,4.2,48.18,0.5
Damian Lillard,G,POR,94,10,1.0,27.9,4.2,7.2,1.5,0.2,2.8,48.04,0.49
Mason Plumlee,C-F,DET,81,3,1.0,13.33,14.67,5.0,0.0,1.0,2.33,41.1,0.48
Oshae Brissett,F-G,IND,67,10,3.0,13.6,8.4,0.9,1.1,1.6,0.7,38.43,0.48
Bradley Beal,G,WAS,90,10,0.0,31.1,4.7,3.4,1.0,0.3,2.6,43.14,0.48
Michael Porter Jr.,F,DEN,84,10,2.0,25.6,6.3,1.8,0.6,1.0,1.5,43.16,0.47
DeMar DeRozan,F-G,SAS,87,8,3.0,23.38,3.88,7.0,1.12,0.25,1.88,46.78,0.47
Draymond Green,F,GSW,80,10,2.0,6.8,9.7,9.5,1.6,1.1,3.6,41.19,0.46
Joel Embiid,C-F,PHI,95,9,1.0,26.22,9.44,2.11,0.67,1.33,3.22,45.5,0.46
Jusuf Nurkic,C,POR,80,10,1.0,14.2,11.7,3.5,0.8,1.0,1.8,39.09,0.46
Andrew Wiggins,F-G,GSW,80,10,1.0,19.4,5.4,2.7,1.1,1.4,1.5,37.93,0.45
Ja Morant,G,MEM,85,10,2.0,21.5,4.8,6.8,1.1,0.4,3.4,42.56,0.45
Dejounte Murray,G,SAS,82,8,2.0,17.12,7.62,6.0,1.25,0.0,2.75,40.28,0.44
Facundo Campazzo,G,DEN,73,10,0.0,10.1,4.2,6.5,2.0,0.4,1.6,30.49,0.42
Darius Bazley,F-G,OKC,76,10,0.0,19.7,7.2,2.4,0.7,0.1,2.8,31.54,0.42
Rudy Gobert,C,UTA,88,10,2.0,14.1,11.8,0.9,0.7,2.2,1.7,40.61,0.42
Jonas Valanciunas,C,MEM,83,8,2.0,14.62,10.88,1.62,0.88,1.25,1.38,39.11,0.42
Bojan Bogdanovic,F,UTA,76,10,1.0,24.7,3.2,2.2,1.1,0.1,3.2,34.24,0.42
Khem Birch,C,TOR,76,10,1.0,12.1,8.5,2.1,0.9,1.2,1.0,32.75,0.4
CJ McCollum,G,POR,87,10,2.0,20.3,4.4,4.7,0.6,0.4,1.5,38.13,0.39
