PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,26.0,10.7,8.2,1.3,0.7,3.2,65.94,0.57
Russell Westbrook,G,WAS,88,14.0,21.0,10.3,10.3,1.5,0.4,4.6,77.91,0.57
Domantas Sabonis,C-F,IND,87,3.0,20.8,11.4,6.6,1.2,0.6,3.5,52.28,0.53
Stephen Curry,G,GSW,96,0.0,32.4,5.6,6.3,1.3,0.2,3.5,49.57,0.52
Joel Embiid,C-F,PHI,95,1.0,27.8,10.5,3.0,1.0,1.6,2.9,51.8,0.52
Rudy Gobert,C,UTA,88,2.0,15.7,14.5,1.4,0.6,2.9,1.9,47.8,0.5
Bradley Beal,G,WAS,90,0.0,30.2,4.9,4.7,1.2,0.4,3.2,44.73,0.5
Kyrie Irving,G,BKN,91,6.0,27.8,4.9,6.3,1.3,0.5,2.6,57.93,0.5
Kevin Durant,F,BKN,96,1.0,27.7,6.9,5.1,0.7,1.2,3.3,48.03,0.48
Damian Lillard,G,POR,94,1.0,28.1,4.2,7.1,1.0,0.2,2.9,46.49,0.47
Pascal Siakam,F,TOR,83,4.0,20.8,6.9,4.3,1.1,0.6,2.1,46.53,0.46
Ben Simmons,F-G,PHI,86,0.0,15.5,7.7,7.5,1.7,0.7,3.3,39.89,0.46
Caris LeVert,G,IND,83,4.0,20.6,4.6,4.8,1.6,0.6,2.3,45.62,0.45
Ja Morant,G,MEM,85,2.0,20.4,4.2,7.7,1.0,0.2,3.4,41.19,0.44
DeMar DeRozan,F-G,SAS,87,3.0,21.4,4.3,7.0,0.9,0.2,2.0,44.36,0.44
Andrew Wiggins,F-G,GSW,80,1.0,19.8,5.2,2.7,1.1,1.1,2.0,36.69,0.43
Jusuf Nurkic,C,POR,80,1.0,13.0,9.9,3.5,1.0,1.3,2.5,36.53,0.43
Tobias Harris,F,PHI,87,0.0,19.9,6.9,3.4,0.9,0.9,1.8,36.88,0.42
Draymond Green,F,GSW,80,2.0,8.0,6.6,8.8,1.8,0.8,3.1,37.82,0.42
Dejounte Murray,G,SAS,82,2.0,16.0,6.4,5.3,1.5,0.1,1.9,38.53,0.42
Michael Porter Jr.,F,DEN,84,2.0,19.8,8.3,1.1,0.7,1.0,1.2,39.31,0.42
Jonas Valanciunas,C,MEM,83,2.0,16.2,11.2,1.7,0.5,0.8,1.6,38.49,0.42
Kent Bazemore,F-G,GSW,76,1.0,12.4,5.9,3.2,1.9,0.8,2.3,32.08,0.4
Jaren Jackson Jr.,C-F,MEM,83,0.0,16.7,6.4,1.4,0.4,1.9,1.1,32.28,0.39
Malachi Flynn,G,TOR,71,0.0,12.2,4.2,4.8,1.4,0.4,1.8,28.04,0.39
Dillon Brooks,F-G,MEM,76,0.0,18.4,3.6,2.5,1.2,0.4,2.1,29.17,0.38
Oshae Brissett,F-G,IND,67,3.0,11.3,5.9,0.8,0.7,1.3,0.5,31.08,0.37
Kyle Anderson,F-G,MEM,81,0.0,12.6,6.0,3.3,1.3,0.9,1.4,29.95,0.37
Jordan Clarkson,G,UTA,82,0.0,18.8,4.1,2.4,1.0,0.2,1.8,29.12,0.36
Jalen Harris,G,TOR,68,0.0,12.3,4.3,2.6,1.3,0.2,1.5,24.36,0.36
Norman Powell,"['G', 'G']",POR,82,0.0,19.4,3.3,2.1,1.3,0.3,1.9,29.41,0.36
Darius Bazley,F-G,OKC,76,0.0,13.8,7.6,1.7,0.6,0.6,2.3,26.77,0.35
Saddiq Bey,F,DET,77,0.0,15.4,5.4,1.6,1.1,0.3,1.2,27.28,0.35
Khem Birch,C,TOR,76,1.0,8.7,7.7,1.7,1.2,1.2,0.8,28.89,0.35
Desmond Bane,G,MEM,74,0.0,13.8,4.6,2.4,0.9,0.3,1.2,25.32,0.34
Stanley Johnson,F-G,TOR,72,0.0,8.6,4.8,3.2,1.7,0.8,2.1,24.56,0.34
Bojan Bogdanovic,F,UTA,76,1.0,16.5,4.1,2.0,0.7,0.1,1.7,27.12,0.33
Kelly Olynyk,C-F,HOU,78,5.0,11.8,6.3,2.1,1.0,0.6,1.5,35.81,0.33
Isaiah Roby,F,OKC,76,0.0,10.3,6.4,2.2,1.1,0.8,2.2,24.78,0.33
Gary Trent Jr.,F-G,TOR,78,1.0,16.2,2.9,1.7,1.1,0.3,0.9,27.53,0.33
Moses Brown,C,OKC,77,1.0,9.2,8.8,0.3,0.7,1.1,1.2,26.41,0.32
Frank Jackson,G,DET,72,0.0,15.9,3.8,1.8,0.5,0.1,1.6,23.36,0.32
Jakob Poeltl,C,SAS,78,1.0,8.2,7.7,1.6,0.6,1.6,1.2,27.24,0.32
Robert Covington,F,POR,77,1.0,8.8,6.4,1.6,1.3,1.0,1.1,26.68,0.32
Killian Hayes,G,DET,73,0.0,8.4,3.2,5.9,1.5,0.5,3.5,23.59,0.32
Kevon Looney,F,GSW,77,0.0,7.3,7.6,2.6,0.8,0.8,1.0,24.12,0.31
Theo Maledon,G,OKC,75,0.0,10.9,3.8,4.0,1.1,0.2,2.4,22.96,0.31
Isaiah Stewart,C-F,DET,78,1.0,8.9,7.7,1.0,0.6,1.4,1.3,26.34,0.31
Mason Plumlee,C-F,DET,81,1.0,8.8,7.7,2.9,0.7,0.8,1.5,27.39,0.31
Joe Ingles,F-G,UTA,81,1.0,12.9,3.5,4.5,0.8,0.2,1.8,27.05,0.31
Aaron Gordon,F,DEN,80,0.0,11.8,5.3,3.2,0.6,0.6,1.9,24.66,0.31
Keldon Johnson,F-G,SAS,80,0.0,13.1,6.0,1.5,0.6,0.4,1.2,24.35,0.3
Danny Green,F-G,PHI,75,0.0,10.0,3.9,1.7,1.4,0.8,1.0,22.83,0.3
Royce O'Neale,F,UTA,75,0.0,7.4,6.7,2.4,0.9,0.5,1.1,22.14,0.3
Rui Hachimura,F,WAS,79,0.0,13.0,5.5,1.5,0.8,0.1,1.2,23.35,0.3
Joe Harris,F-G,BKN,79,0.0,15.2,3.6,1.9,0.6,0.2,0.9,23.87,0.3
Juan Toscano-Anderson,F,GSW,74,1.0,6.9,5.8,3.2,1.0,0.8,1.7,24.36,0.3
Blake Griffin,F,BKN,78,0.0,10.3,4.6,3.0,0.7,0.3,1.4,21.92,0.28
Raul Neto,G,WAS,75,0.0,10.0,2.8,2.6,1.3,0.1,1.0,20.46,0.27
Carmelo Anthony,F,POR,79,0.0,12.7,3.2,1.4,0.7,0.6,1.0,21.54,0.27
T.J. McConnell,G,IND,78,0.0,6.4,2.8,5.0,1.4,0.2,1.5,20.56,0.26
