PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,5,18.0,27.8,12.8,15.6,1.6,0.4,3.6,104.96,0.78
Domantas Sabonis,C-F,IND,87,4,5.0,18.0,13.75,10.75,1.5,1.0,3.0,65.12,0.63
Bradley Beal,G,WAS,90,2,1.0,37.5,5.5,2.5,1.0,1.0,2.0,53.85,0.58
T.J. McConnell,G,IND,78,5,0.0,12.6,5.2,8.2,2.4,0.6,2.6,37.54,0.48
Oshae Brissett,F-G,IND,67,5,4.0,13.0,5.0,1.6,1.2,0.6,0.2,34.6,0.4
Kelan Martin,F,IND,69,5,0.0,14.2,5.6,1.0,0.6,1.0,1.0,26.22,0.38
Ish Smith,G,WAS,73,5,0.0,10.8,5.6,4.2,0.8,0.4,1.0,26.42,0.36
Doug McDermott,F,IND,77,5,0.0,17.8,2.0,1.4,0.4,0.2,0.6,23.5,0.31
Justin Holiday,F-G,IND,75,5,0.0,14.4,3.8,1.6,0.0,1.0,0.8,23.56,0.31
Rui Hachimura,F,WAS,79,5,0.0,14.8,4.8,1.0,0.4,0.2,0.6,23.26,0.29
Raul Neto,G,WAS,75,3,0.0,9.33,2.67,2.33,1.0,0.33,0.67,19.37,0.26
Daniel Gafford,C-F,WAS,78,5,0.0,9.2,4.2,0.6,0.6,1.0,1.0,18.94,0.24
Alex Len,C,WAS,76,5,0.0,4.0,5.8,0.6,0.8,1.4,0.4,18.06,0.24
Davis Bertans,F,WAS,77,5,0.0,13.4,2.4,0.4,0.8,0.0,0.8,18.48,0.24
Goga Bitadze,C-F,IND,73,5,0.0,5.6,4.4,1.2,0.0,1.6,0.2,17.28,0.24
Robin Lopez,C,WAS,76,5,0.0,11.6,3.6,0.4,0.2,0.2,1.2,16.52,0.22
Anthony Gill,F,WAS,69,2,0.0,6.0,3.5,0.5,1.0,0.5,1.0,14.45,0.21
Chandler Hutchison,F-G,WAS,73,5,0.0,4.0,3.6,0.2,0.8,0.8,0.6,12.82,0.18
JaKarr Sampson,F,IND,73,4,0.0,9.0,2.75,0.25,0.0,0.25,0.25,13.18,0.18
Garrison Mathews,G,WAS,73,5,0.0,3.0,0.8,0.0,0.2,0.2,0.2,4.96,0.07
Cassius Stanley,G,IND,69,3,0.0,1.0,0.33,0.0,0.0,0.0,0.0,1.4,0.02
