PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,26.7,10.7,8.2,1.6,0.6,3.1,55.34,0.58
Luka Doncic,F-G,DAL,93,27.9,8.4,9.2,1.0,0.6,4.1,52.48,0.56
Jimmy Butler,F,MIA,90,24.2,7.5,7.7,2.1,0.4,2.5,49.75,0.55
James Harden,G,BKN,95,25.1,7.3,10.6,1.2,0.6,4.2,50.96,0.54
Nikola Vucevic,C,ORL,87,24.1,11.2,3.6,1.0,0.7,1.7,46.34,0.53
Karl-Anthony Towns,C-F,MIN,89,23.2,10.8,3.7,0.9,1.7,3.3,46.21,0.52
Christian Wood,F,HOU,85,23.0,10.4,1.4,1.0,1.7,2.1,43.58,0.51
Damian Lillard,G,POR,94,29.9,4.2,7.8,1.0,0.3,3.2,47.34,0.5
Kevin Porter Jr.,F-G,HOU,75,17.4,3.6,7.6,1.4,1.0,3.0,37.32,0.5
Domantas Sabonis,C-F,IND,87,20.3,10.7,5.8,0.9,0.6,3.3,43.04,0.49
De'Aaron Fox,G,SAC,86,23.5,3.7,7.4,1.4,0.4,3.3,41.14,0.48
Fred VanVleet,G,TOR,85,20.3,4.5,6.4,1.7,0.7,2.2,40.3,0.47
Jayson Tatum,F-G,BOS,90,25.4,6.5,4.4,1.3,0.5,2.5,42.7,0.47
Donovan Mitchell,G,UTA,88,26.0,5.2,5.6,1.1,0.3,3.1,41.74,0.47
Jonas Valanciunas,C,MEM,82,18.5,12.5,2.1,0.6,0.9,2.3,38.85,0.47
Bam Adebayo,C-F,MIA,88,18.3,9.4,5.1,0.9,1.1,2.9,40.33,0.46
Victor Oladipo,G,HOU,81,20.5,5.3,4.7,1.5,0.5,2.3,37.61,0.46
Zach LaVine,F-G,CHI,88,25.4,5.0,5.5,1.0,0.4,3.7,40.15,0.46
Anthony Edwards,G,MIN,77,22.3,5.2,3.3,1.1,0.4,2.4,35.59,0.46
Pascal Siakam,F,TOR,84,20.0,7.3,4.3,1.1,0.7,2.3,38.31,0.46
Jerami Grant,F,DET,83,22.9,5.8,2.7,0.7,1.0,1.9,37.11,0.45
Kristaps Porzingis,C-F,DAL,86,21.4,8.9,1.5,0.5,1.5,1.4,38.93,0.45
Jaylen Brown,F-G,BOS,89,24.1,5.6,4.1,1.1,0.5,2.8,38.97,0.44
Delon Wright,G,DET,77,12.9,5.5,5.8,1.9,0.4,1.5,33.6,0.44
Devin Booker,G,PHX,88,26.2,4.0,5.0,1.0,0.3,3.4,39.0,0.44
Dejounte Murray,G,SAS,83,16.7,6.8,5.5,1.7,0.1,1.9,36.61,0.44
Chris Paul,G,PHX,88,16.9,4.7,8.4,1.3,0.3,2.4,37.54,0.43
Andrew Wiggins,F-G,GSW,79,20.0,5.0,2.5,0.9,1.2,2.0,34.05,0.43
Kyle Lowry,G,TOR,84,18.4,5.1,7.0,1.2,0.2,2.9,36.32,0.43
Caris LeVert,G,IND,83,17.8,5.1,6.4,1.2,0.4,2.7,35.62,0.43
Richaun Holmes,C-F,SAC,81,14.8,9.5,1.9,0.6,1.7,1.6,34.35,0.42
Rudy Gobert,C,UTA,88,12.9,12.5,1.2,0.5,2.4,1.6,36.8,0.42
Draymond Green,F,GSW,80,7.7,6.6,9.4,1.6,0.7,3.1,33.52,0.42
Malcolm Brogdon,G,IND,84,18.8,4.6,6.3,1.1,0.2,2.3,35.37,0.42
Enes Kanter,C,POR,80,12.8,12.9,1.2,0.6,1.0,1.5,33.38,0.42
Thaddeus Young,F,CHI,80,13.8,6.5,4.9,1.6,0.7,2.2,33.65,0.42
Chris Boucher,C-F,TOR,80,15.5,7.6,1.1,0.6,1.9,0.8,32.97,0.41
Ja Morant,G,MEM,86,19.2,3.4,7.4,1.0,0.2,2.9,35.08,0.41
Michael Porter Jr.,F,DEN,82,17.3,7.6,1.0,1.1,1.1,1.3,33.22,0.41
Jarrett Allen,C,CLE,84,12.9,11.2,1.6,0.5,1.7,1.5,33.84,0.4
Collin Sexton,G,CLE,83,23.1,2.9,4.0,1.0,0.1,2.8,33.08,0.4
Jamal Murray,G,DEN,86,20.2,4.2,4.5,1.1,0.3,2.3,33.89,0.39
Deandre Ayton,C,PHX,84,14.5,10.8,1.5,0.4,1.1,1.7,32.51,0.39
Buddy Hield,G,SAC,77,17.2,4.7,2.9,0.9,0.3,1.8,28.99,0.38
Derrick White,G,SAS,79,15.1,2.3,4.4,1.2,1.1,1.4,29.96,0.38
Jakob Poeltl,C,SAS,78,8.7,9.1,2.1,0.8,1.9,1.4,29.47,0.38
Myles Turner,C-F,IND,81,10.6,6.5,0.9,0.9,3.0,1.3,30.15,0.37
Darius Garland,G,CLE,77,16.8,2.3,5.6,1.1,0.1,2.8,28.76,0.37
Will Barton,G,DEN,75,13.9,4.9,3.5,1.1,0.4,2.0,27.53,0.37
Marcus Smart,G,BOS,80,12.8,2.9,5.4,1.6,0.5,1.6,29.08,0.36
Maxi Kleber,F,DAL,75,9.7,7.8,2.0,0.8,1.2,0.9,27.16,0.36
Nico Mannion,G,GSW,69,10.0,4.3,5.5,1.4,0.0,2.8,24.81,0.36
OG Anunoby,F,TOR,78,13.5,5.8,1.6,1.5,0.7,1.6,27.86,0.36
Tyrese Haliburton,G,SAC,83,13.9,3.7,4.9,1.4,0.6,1.6,30.09,0.36
Harrison Barnes,F,SAC,80,15.5,5.8,3.3,0.8,0.2,1.5,28.91,0.36
Frank Jackson,G,DET,71,12.9,4.4,4.0,1.1,0.2,2.2,25.88,0.36
Mason Plumlee,C-F,DET,80,10.1,8.6,3.4,0.8,0.9,2.2,28.42,0.36
Tyler Herro,G,MIA,80,15.9,5.5,3.4,0.7,0.4,2.3,28.6,0.36
Robert Covington,F,POR,77,9.5,6.8,1.8,1.7,1.1,1.3,27.46,0.36
Larry Nance Jr.,C-F,CLE,78,9.8,6.6,3.1,1.9,0.6,1.7,28.17,0.36
Norman Powell,"['G', 'G']",TOR,81,19.8,3.5,2.2,1.2,0.1,1.9,29.3,0.36
Evan Fournier,F-G,ORL,82,18.3,3.0,3.5,1.0,0.3,2.1,28.95,0.35
Kyle Anderson,F-G,MEM,81,12.9,5.8,3.0,1.1,0.7,1.4,28.36,0.35
Kemba Walker,G,BOS,85,18.0,3.5,4.1,0.9,0.4,2.2,30.05,0.35
Saddiq Bey,F,DET,78,14.7,5.7,1.9,1.0,0.1,1.2,26.49,0.34
Keldon Johnson,F-G,SAS,80,14.3,6.5,2.1,0.7,0.4,1.5,27.05,0.34
Dillon Brooks,F-G,MEM,76,15.4,3.2,2.6,1.3,0.4,2.1,26.14,0.34
Kelly Olynyk,C-F,MIA,74,11.3,6.2,2.0,0.9,0.6,1.4,24.84,0.34
Tim Hardaway Jr.,F-G,DAL,79,18.0,3.6,1.9,0.8,0.2,1.2,26.97,0.34
DeAndre Jordan,C,BKN,79,9.0,8.8,1.9,0.4,1.7,1.8,26.91,0.34
Josh Jackson,F-G,DET,76,13.2,4.3,2.2,0.9,0.9,2.3,24.76,0.33
Brandon Clarke,F-G,MEM,81,12.1,6.0,1.6,1.1,0.7,0.7,26.4,0.33
Goran Dragic,G,MIA,80,15.4,3.3,4.9,0.6,0.2,2.6,26.51,0.33
Mikal Bridges,F,PHX,83,12.6,5.6,2.3,0.9,1.0,0.9,27.57,0.33
Tomas Satoransky,F-G,CHI,75,10.2,3.8,6.1,0.8,0.1,2.2,24.41,0.33
Nemanja Bjelica,F,SAC,78,12.4,6.8,3.6,0.4,0.0,1.6,25.56,0.33
Lauri Markkanen,C-F,CHI,83,16.7,6.3,0.9,0.7,0.4,1.8,27.11,0.33
T.J. McConnell,G,IND,78,7.1,3.8,6.6,1.7,0.3,2.0,25.56,0.33
Ricky Rubio,G,MIN,75,8.2,3.2,6.6,1.4,0.1,2.1,24.34,0.32
Jae Crowder,F,PHX,77,11.7,5.4,2.2,1.0,0.3,1.0,24.38,0.32
Kent Bazemore,F-G,GSW,76,10.1,4.9,2.6,1.3,0.9,1.8,24.68,0.32
