PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Karl-Anthony Towns,C-F,MIN,88,5.0,25.5,10.9,4.2,0.8,1.4,3.3,58.18,0.55
Luka Doncic,F-G,DAL,94,0.0,28.1,8.2,8.6,1.0,0.6,4.2,51.44,0.55
De'Aaron Fox,G,SAC,87,4.0,27.2,3.6,7.2,1.5,0.5,3.2,53.12,0.52
Christian Wood,F,HOU,84,0.0,22.8,10.2,1.7,1.0,1.4,1.9,42.89,0.51
Kristaps Porzingis,C-F,DAL,86,2.0,22.8,10.4,1.9,0.6,1.7,1.5,47.53,0.51
Chris Boucher,C-F,TOR,80,1.0,17.5,8.6,1.3,0.9,2.5,1.1,40.87,0.49
Paul George,F,LAC,90,4.0,24.4,6.4,5.7,1.3,0.5,3.2,50.83,0.48
Kevin Porter Jr.,F-G,HOU,77,1.0,17.5,4.5,7.0,1.2,0.4,3.8,36.4,0.45
Kelly Olynyk,C-F,HOU,78,1.0,15.5,7.9,2.8,1.3,1.0,2.1,35.98,0.44
Anthony Edwards,G,MIN,81,0.0,19.9,5.0,3.2,1.4,0.5,2.5,33.9,0.42
Terry Rozier,G,CHA,82,0.0,21.7,4.3,3.6,1.2,0.3,2.0,34.76,0.42
Miles Bridges,F,CHA,75,1.0,15.0,7.7,2.6,0.9,1.0,2.2,33.64,0.42
D'Angelo Russell,G,MIN,83,0.0,19.2,2.9,5.2,1.0,0.4,2.7,31.98,0.39
Moses Brown,C,OKC,77,1.0,11.6,10.4,0.3,0.8,1.4,1.2,31.93,0.39
Norman Powell,"['G', 'G']",POR,82,0.0,19.7,4.1,2.3,1.5,0.2,2.1,31.07,0.38
Jae'Sean Tate,F,HOU,78,0.0,13.2,6.5,2.4,1.3,0.8,1.5,29.4,0.38
Jalen McDaniels,C-F,CHA,70,0.0,13.4,6.3,1.7,0.6,0.6,1.5,25.61,0.37
Harrison Barnes,F,SAC,80,0.0,15.6,6.3,3.6,0.7,0.2,1.5,29.76,0.37
Robert Covington,F,POR,77,1.0,9.9,6.6,1.7,1.6,1.1,1.1,29.37,0.36
Wendell Carter Jr.,C-F,ORL,82,0.0,11.9,8.7,2.1,0.7,0.9,1.5,28.79,0.35
Buddy Hield,G,SAC,77,0.0,16.2,4.4,2.8,0.7,0.3,1.6,27.08,0.35
Luguentz Dort,G,OKC,77,1.0,17.8,3.6,1.6,0.9,0.3,1.5,28.62,0.35
Tyrese Haliburton,G,SAC,82,0.0,13.6,3.4,4.9,1.2,0.6,1.7,28.73,0.35
Enes Kanter,C,POR,81,1.0,11.3,10.6,1.2,0.3,0.9,1.2,30.22,0.35
Jusuf Nurkic,C,POR,80,0.0,9.9,7.8,3.6,0.9,1.0,2.0,28.36,0.35
Isaiah Roby,F,OKC,76,0.0,10.8,6.7,2.2,1.1,0.8,2.2,25.64,0.34
Terrence Ross,F-G,ORL,77,0.0,15.7,3.4,2.1,1.0,0.4,1.6,25.53,0.33
Darius Bazley,F-G,OKC,76,0.0,13.1,6.9,1.5,0.5,0.6,1.9,25.03,0.33
Cole Anthony,G,ORL,74,0.0,11.3,4.3,4.1,0.6,0.4,2.0,23.61,0.32
Reggie Jackson,G,LAC,77,0.0,13.0,3.3,4.0,0.9,0.1,1.4,24.56,0.32
Ivica Zubac,C,LAC,79,0.0,9.9,8.7,1.2,0.3,1.2,1.3,25.34,0.32
Ricky Rubio,G,MIN,76,0.0,8.4,3.0,5.9,1.4,0.1,1.9,23.45,0.31
Malachi Flynn,G,TOR,71,0.0,8.9,2.9,4.5,1.6,0.0,1.6,22.33,0.31
Theo Maledon,G,OKC,75,0.0,10.6,3.6,4.0,1.0,0.2,2.3,22.22,0.3
Chuma Okeke,F,ORL,76,0.0,9.2,5.0,2.4,1.1,0.5,1.1,22.5,0.3
Carmelo Anthony,F,POR,79,0.0,12.5,3.1,1.4,0.9,0.9,1.1,22.62,0.29
Dorian Finney-Smith,F,DAL,73,0.0,9.5,5.3,1.5,0.9,0.4,0.7,21.31,0.29
Josh Richardson,F-G,DAL,77,0.0,11.9,3.4,2.6,0.9,0.3,1.3,22.18,0.29
Jaden McDaniels,F,MIN,75,0.0,9.0,5.1,1.5,0.6,1.2,1.0,21.77,0.29
Khem Birch,C,TOR,76,1.0,6.6,6.9,1.5,0.9,0.9,0.4,24.13,0.29
Hassan Whiteside,C,SAC,80,0.0,9.5,6.9,0.5,0.5,1.5,1.3,23.23,0.29
Maxi Kleber,F,DAL,75,0.0,8.9,6.4,1.4,0.6,0.8,0.8,22.08,0.29
Naz Reid,C-F,MIN,78,0.0,10.7,4.7,1.1,0.5,1.0,1.0,21.49,0.28
Paul Watson,G,TOR,67,0.0,10.1,4.3,1.2,0.4,0.4,0.8,18.66,0.28
Rajon Rondo,G,LAC,75,0.0,6.2,2.8,5.0,1.2,0.2,2.1,19.16,0.26
Yuta Watanabe,F-G,TOR,72,0.0,5.8,5.9,0.9,0.9,0.9,0.9,18.73,0.26
Armoni Brooks,G,HOU,67,0.0,10.1,3.6,1.4,0.7,0.0,1.4,17.22,0.26
Nicolas Batum,F-G,LAC,77,0.0,8.1,4.4,2.1,1.0,0.4,0.7,20.03,0.26
Anfernee Simons,G,POR,75,0.0,11.4,3.5,1.8,0.4,0.0,0.9,18.6,0.25
Josh Okogie,G,MIN,73,0.0,6.9,4.0,1.7,1.4,0.4,1.2,18.45,0.25
Brad Wanamaker,G,CHA,72,0.0,7.6,2.5,3.7,1.0,0.2,1.4,18.35,0.25
Tony Bradley,C-F,OKC,76,0.0,6.9,6.2,0.9,0.5,0.8,0.8,18.79,0.25
Vernon Carey Jr.,C-F,CHA,70,0.0,6.5,5.4,1.1,0.0,1.1,1.1,16.83,0.24
Tim Hardaway Jr.,F-G,DAL,80,0.0,13.0,2.7,1.4,0.5,0.1,0.7,19.44,0.24
Gary Harris,G,ORL,73,0.0,9.5,2.9,1.7,0.8,0.2,0.8,17.73,0.24
Kenrich Williams,F-G,OKC,76,0.0,7.2,4.3,2.0,1.0,0.1,1.2,17.46,0.23
Derrick Jones Jr.,F-G,POR,76,0.0,7.6,4.0,1.0,0.4,1.0,0.3,17.8,0.23
Kenyon Martin Jr.,F,HOU,75,0.0,7.1,4.4,0.8,0.5,0.8,0.8,16.68,0.22
Ty Jerome,F-G,OKC,76,0.0,8.6,2.5,3.1,0.4,0.2,1.1,16.95,0.22
Avery Bradley,G,HOU,75,0.0,9.4,2.6,1.8,0.6,0.2,1.0,16.62,0.22
Delon Wright,G,SAC,77,0.0,5.9,2.4,2.9,0.9,0.3,0.8,15.93,0.21
Terance Mann,F-G,LAC,72,0.0,6.2,3.9,1.6,0.5,0.2,0.5,14.88,0.21
Luke Kennard,G,LAC,74,0.0,7.8,2.6,1.6,0.4,0.2,0.8,14.32,0.19
R.J. Hampton,G,ORL,73,0.0,6.1,3.5,1.3,0.6,0.3,1.1,13.85,0.19
Caleb Martin,F,CHA,74,0.0,5.2,3.1,1.4,0.8,0.2,0.9,13.12,0.18
Cody Martin,F,CHA,74,0.0,5.1,3.0,2.0,0.7,0.2,0.9,13.5,0.18
Maurice Harkless,F-G,SAC,72,0.0,5.1,3.0,1.3,0.5,0.5,0.8,12.85,0.18
Jordan McLaughlin,G,MIN,73,0.0,3.6,1.4,3.2,0.9,0.1,0.9,12.18,0.17
D.J. Wilson,F,HOU,72,0.0,5.4,3.4,0.6,0.2,0.6,0.8,11.98,0.17
Willie Cauley-Stein,C,DAL,77,0.0,4.7,3.6,0.6,0.3,0.7,0.4,12.52,0.16
Dwayne Bacon,F-G,ORL,71,0.0,6.1,2.1,0.7,0.4,0.1,0.5,10.67,0.15
