PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Karl-Anthony Towns,C-F,MIN,88,8,5.0,27.88,12.62,5.5,0.62,1.0,2.88,63.28,0.61
Luguentz Dort,G,OKC,77,3,1.0,27.67,6.0,2.0,2.67,0.67,2.67,47.2,0.59
Julius Randle,C-F,NYK,87,10,2.0,26.1,9.8,7.0,0.9,0.5,4.2,52.36,0.56
Brandon Ingram,F,NOP,85,5,2.0,28.0,5.6,5.8,1.8,0.4,3.4,50.62,0.55
Clint Capela,C,ATL,86,9,3.0,19.0,15.0,0.67,0.44,2.44,1.0,51.67,0.53
De'Aaron Fox,G,SAC,87,10,4.0,27.0,3.8,6.4,2.0,0.6,2.8,54.16,0.53
Paul George,F,LAC,90,7,4.0,29.57,6.29,5.57,1.29,0.43,3.57,55.04,0.52
Luka Doncic,F-G,DAL,94,10,0.0,28.1,7.1,7.9,0.7,0.6,4.5,47.87,0.51
Pascal Siakam,F,TOR,83,8,2.0,24.0,6.38,4.38,1.12,1.12,2.5,46.46,0.51
Zion Williamson,F,NOP,90,7,2.0,28.71,7.57,4.43,0.71,0.86,3.14,50.01,0.51
Kyrie Irving,G,BKN,91,9,3.0,25.33,4.56,7.33,1.44,0.56,2.11,51.69,0.5
Bogdan Bogdanovic,G,ATL,79,10,4.0,22.4,4.8,4.6,1.4,0.4,1.4,47.06,0.49
Kristaps Porzingis,C-F,DAL,86,7,2.0,22.43,11.14,1.43,0.43,1.57,2.0,45.94,0.49
Caris LeVert,G,IND,83,10,3.0,21.6,5.0,4.4,1.8,1.0,2.4,46.2,0.48
Domantas Sabonis,C-F,IND,87,7,1.0,16.43,13.29,5.43,0.71,0.57,2.86,43.51,0.48
Malachi Flynn,G,TOR,71,10,0.0,12.4,4.1,5.6,2.0,0.5,1.6,31.62,0.45
Trae Young,G,ATL,87,7,1.0,23.0,3.14,9.86,0.71,0.0,4.57,41.13,0.45
CJ McCollum,G,POR,87,10,1.0,21.6,4.1,4.8,1.2,0.9,1.2,40.82,0.45
Bam Adebayo,C-F,MIA,88,10,2.0,17.5,8.4,4.9,1.3,1.1,2.3,43.83,0.45
Terry Rozier,G,CHA,82,9,0.0,20.0,5.44,4.67,1.22,0.67,2.22,36.98,0.45
Lonzo Ball,G,NOP,80,4,2.0,14.5,3.75,6.5,2.0,1.0,2.0,39.75,0.45
Anthony Edwards,G,MIN,81,10,0.0,22.1,4.1,3.5,1.7,0.7,2.8,36.67,0.45
Christian Wood,F,HOU,84,10,0.0,19.9,8.4,2.1,0.9,0.9,1.8,36.73,0.44
Malcolm Brogdon,G,IND,84,6,1.0,19.17,7.33,5.67,0.33,0.0,0.83,38.63,0.44
Kelly Olynyk,C-F,HOU,78,10,1.0,17.6,8.2,2.6,0.8,0.7,2.0,35.84,0.43
Miles Bridges,F,CHA,75,10,1.0,18.2,6.4,2.1,0.9,0.9,2.0,34.43,0.43
Wendell Carter Jr.,C-F,ORL,82,10,0.0,15.2,8.8,2.2,1.0,1.2,1.5,34.16,0.42
Chris Boucher,C-F,TOR,80,10,1.0,13.8,8.0,1.7,1.0,1.8,1.3,35.05,0.41
Paul Watson,G,TOR,67,2,0.0,19.5,3.0,0.5,0.5,0.5,1.0,25.85,0.39
Kevin Porter Jr.,F-G,HOU,77,10,1.0,14.6,4.9,6.9,0.7,0.2,4.1,31.43,0.38
Buddy Hield,G,SAC,77,9,0.0,17.22,4.11,2.56,1.11,0.44,1.78,28.88,0.38
