PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,5,19.0,27.8,12.8,15.6,1.6,0.4,3.6,106.96,0.78
Jonas Valanciunas,C,MEM,83,3,4.0,24.33,13.33,2.0,0.33,2.0,1.0,57.33,0.59
Bradley Beal,G,WAS,90,2,2.0,37.5,5.5,2.5,1.0,1.0,2.0,55.85,0.58
Julius Randle,C-F,NYK,89,5,5.0,24.6,9.8,7.8,0.6,0.2,3.6,56.86,0.53
Dillon Brooks,F-G,MEM,76,4,1.0,23.25,3.5,3.25,1.5,1.0,1.0,40.83,0.51
Bogdan Bogdanovic,G,ATL,81,4,4.0,25.0,3.0,3.5,2.0,0.25,0.75,47.85,0.49
Jordan Clarkson,G,UTA,79,5,1.0,28.4,4.0,2.6,0.8,0.2,1.6,40.5,0.49
Trae Young,G,ATL,87,5,3.0,25.4,4.2,8.8,0.4,0.2,3.6,47.84,0.48
Chris Paul,G,PHX,89,4,2.0,19.75,3.0,9.25,1.5,0.5,2.75,44.48,0.45
Rudy Gobert,C,UTA,88,5,2.0,13.4,16.6,1.2,0.6,1.6,2.0,43.72,0.45
Alec Burks,G,NYK,78,3,0.0,20.33,8.33,2.33,0.33,0.33,1.67,34.17,0.44
Tyrese Maxey,G,PHI,77,5,0.0,15.4,3.8,4.6,1.4,0.8,0.8,32.66,0.42
Andre Drummond,C,LAL,83,5,0.0,13.2,13.2,1.4,0.4,1.4,1.6,34.94,0.42
Clint Capela,C,ATL,86,4,5.0,12.75,14.0,0.25,0.75,1.5,1.5,45.17,0.41
Kyle Anderson,F-G,MEM,81,4,1.0,13.25,4.5,4.75,1.0,1.75,1.25,34.78,0.4
Ja Morant,G,MEM,85,4,3.0,16.0,5.0,9.25,0.75,0.0,4.0,40.12,0.4
Jaren Jackson Jr.,C-F,MEM,83,3,0.0,12.67,6.67,1.67,1.33,2.67,2.0,33.17,0.4
Derrick Rose,G,NYK,82,4,1.0,18.5,4.5,4.75,1.0,0.25,2.5,34.28,0.39
Cameron Payne,G,PHX,77,5,0.0,16.6,3.2,4.6,0.6,0.4,0.8,29.54,0.38
Devin Booker,G,PHX,89,4,3.0,25.0,5.0,2.75,0.25,0.0,3.25,38.62,0.37
Tobias Harris,F,PHI,87,4,0.0,18.75,5.5,2.75,0.5,0.75,0.75,32.48,0.37
Ben Simmons,F-G,PHI,86,3,0.0,13.67,4.33,7.33,1.0,0.33,2.0,31.87,0.37
John Collins,C-F,ATL,85,5,1.0,19.6,6.2,0.4,0.4,1.4,1.4,33.64,0.37
Ish Smith,G,WAS,73,5,0.0,10.8,5.6,4.2,0.8,0.4,1.0,26.42,0.36
RJ Barrett,F-G,NYK,83,5,1.0,16.2,5.6,3.4,0.8,0.4,1.4,32.22,0.36
Bojan Bogdanovic,F,UTA,77,5,1.0,19.8,4.6,2.2,0.6,0.0,2.6,29.82,0.36
Kentavious Caldwell-Pope,G,LAL,75,5,0.0,11.6,2.8,3.6,1.6,0.6,1.0,25.96,0.35
Reggie Bullock,F-G,NYK,75,5,0.0,14.0,4.4,1.8,1.2,0.4,0.6,26.18,0.35
Mike Conley,G,UTA,84,2,0.0,10.5,4.0,6.0,1.5,0.0,0.5,28.3,0.34
Justise Winslow,F-G,MEM,75,2,0.0,12.5,7.5,3.0,0.0,0.0,1.5,24.5,0.33
Talen Horton-Tucker,G,LAL,75,5,2.0,12.0,2.2,5.2,1.4,0.2,2.6,28.64,0.33
Shake Milton,F-G,PHI,78,4,0.0,11.75,3.0,4.5,0.75,0.5,0.75,25.1,0.32
Kyle Kuzma,F,LAL,77,4,0.0,14.0,5.0,2.75,0.5,0.25,1.5,24.88,0.32
Nerlens Noel,C-F,NYK,80,5,0.0,5.0,6.2,0.0,1.6,2.4,0.0,24.44,0.31
Mikal Bridges,F,PHX,83,5,1.0,13.4,4.0,1.8,1.2,0.6,0.8,27.5,0.31
Dennis Schroder,G,LAL,77,2,1.0,13.0,2.0,4.0,1.0,0.0,1.5,24.9,0.3
Rui Hachimura,F,WAS,79,5,0.0,14.8,4.8,1.0,0.4,0.2,0.6,23.26,0.29
Jae Crowder,F,PHX,77,4,0.0,11.5,3.5,1.5,1.0,0.75,0.75,22.45,0.29
Alex Caruso,G,LAL,73,3,0.0,8.67,2.67,5.0,1.0,0.33,2.0,21.37,0.29
Joel Embiid,C-F,PHI,95,3,1.0,16.0,6.33,1.33,1.33,0.33,3.0,29.6,0.29
Jalen Smith,C-F,PHX,72,2,0.0,7.5,7.5,1.0,0.0,1.0,0.5,20.5,0.28
Royce O'Neale,F,UTA,73,5,0.0,8.0,5.4,3.0,0.6,0.4,1.6,20.38,0.28
Brandon Clarke,F-G,MEM,81,4,0.0,9.0,4.75,0.75,1.25,1.25,0.25,23.08,0.28
