PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Bogdan Bogdanovic,G,ATL,76,28.0,6.0,7.0,1.0,0.0,0.0,48.7,0.64
Jaylen Brown,F-G,BOS,89,40.0,9.0,3.0,1.0,0.0,6.0,52.3,0.59
Talen Horton-Tucker,G,LAL,75,19.0,6.0,7.0,3.0,0.0,2.0,43.7,0.58
Juan Toscano-Anderson,F,GSW,74,20.0,7.0,3.0,1.0,1.0,1.0,37.9,0.51
Clint Capela,C,ATL,86,16.0,16.0,0.0,1.0,2.0,1.0,43.2,0.5
Stephen Curry,G,GSW,96,33.0,4.0,5.0,0.0,2.0,4.0,47.3,0.49
Deandre Ayton,C,PHX,84,26.0,11.0,0.0,0.0,1.0,1.0,41.2,0.49
De'Aaron Fox,G,SAC,87,27.0,3.0,8.0,1.0,0.0,4.0,41.6,0.48
Andrew Wiggins,F-G,GSW,80,23.0,6.0,6.0,0.0,0.0,1.0,38.2,0.48
Draymond Green,F,GSW,80,5.0,10.0,8.0,3.0,2.0,6.0,38.0,0.48
Chris Paul,G,PHX,88,13.0,3.0,11.0,3.0,0.0,0.0,42.1,0.48
Darius Garland,G,CLE,79,20.0,4.0,7.0,1.0,0.0,1.0,37.3,0.47
Collin Sexton,G,CLE,83,30.0,4.0,2.0,0.0,0.0,0.0,37.8,0.46
Jrue Holiday,G,MIL,87,23.0,4.0,7.0,1.0,0.0,2.0,39.3,0.45
Buddy Hield,G,SAC,77,24.0,4.0,2.0,1.0,0.0,2.0,32.8,0.43
Jarrett Allen,C,CLE,84,17.0,14.0,1.0,2.0,0.0,5.0,36.3,0.43
Brook Lopez,C,MIL,79,19.0,12.0,0.0,0.0,1.0,3.0,33.4,0.42
Kevin Huerter,F-G,ATL,76,16.0,6.0,4.0,1.0,0.0,1.0,31.200000000000003,0.41
Solomon Hill,F,ATL,70,18.0,5.0,1.0,0.0,1.0,0.0,28.5,0.41
Montrezl Harrell,C-F,LAL,83,12.0,8.0,3.0,1.0,1.0,0.0,32.1,0.39
Khris Middleton,F,MIL,85,10.0,9.0,7.0,1.0,0.0,1.0,33.3,0.39
Tristan Thompson,C-F,BOS,78,14.0,6.0,5.0,0.0,1.0,2.0,29.7,0.38
Jordan Poole,G,GSW,77,14.0,0.0,4.0,3.0,0.0,0.0,29.0,0.38
Delon Wright,G,SAC,77,16.0,4.0,4.0,1.0,0.0,1.0,28.8,0.37
Payton Pritchard,G,BOS,75,15.0,7.0,3.0,0.0,0.0,1.0,26.9,0.36
Giannis Antetokounmpo,F,MIL,96,15.0,5.0,2.0,3.0,1.0,1.0,35.0,0.36
Marc Gasol,C,LAL,75,18.0,4.0,3.0,0.0,0.0,1.0,26.3,0.35
Marcus Smart,G,BOS,80,15.0,6.0,4.0,1.0,0.0,3.0,28.2,0.35
Hassan Whiteside,C,SAC,80,11.0,10.0,2.0,0.0,1.0,2.0,27.0,0.34
Devin Booker,G,PHX,89,23.0,3.0,4.0,0.0,0.0,2.0,30.6,0.34
