PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Chris Paul,G,PHX,88,23.0,6.0,16.0,4.0,2.0,0.0,72.2,0.82
Delon Wright,G,SAC,77,13.0,10.0,8.0,4.0,4.0,1.0,60.0,0.78
Kyrie Irving,G,BKN,91,38.0,3.0,5.0,3.0,2.0,3.0,61.099999999999994,0.67
Fred VanVleet,G,TOR,84,27.0,2.0,13.0,2.0,1.0,3.0,54.9,0.65
Isaac Okoro,F-G,CLE,73,32.0,3.0,6.0,1.0,0.0,1.0,46.6,0.64
Mikal Bridges,F,PHX,83,22.0,5.0,4.0,3.0,3.0,0.0,52.0,0.63
Kevin Durant,F,BKN,96,32.0,9.0,6.0,1.0,2.0,3.0,57.8,0.6
Zion Williamson,F,NOP,90,23.0,12.0,7.0,4.0,0.0,6.0,53.9,0.6
Jrue Holiday,G,MIL,87,23.0,8.0,10.0,1.0,1.0,2.0,51.6,0.59
Hamidou Diallo,G,DET,78,35.0,7.0,0.0,0.0,1.0,1.0,45.4,0.58
Lonzo Ball,G,NOP,80,33.0,6.0,4.0,1.0,0.0,3.0,46.2,0.58
Stephen Curry,G,GSW,96,37.0,9.0,2.0,3.0,0.0,4.0,55.8,0.58
Giannis Antetokounmpo,F,MIL,96,36.0,12.0,4.0,1.0,0.0,5.0,54.4,0.57
Tim Hardaway Jr.,F-G,DAL,80,36.0,4.0,1.0,0.0,1.0,1.0,44.3,0.55
Buddy Hield,G,SAC,77,18.0,11.0,4.0,1.0,1.0,1.0,42.2,0.55
Devin Booker,G,PHX,89,31.0,6.0,5.0,1.0,0.0,0.0,48.7,0.55
Jalen McDaniels,C-F,CHA,70,10.0,12.0,1.0,3.0,1.0,0.0,37.9,0.54
Andrew Wiggins,F-G,GSW,80,26.0,6.0,3.0,0.0,2.0,1.0,42.7,0.53
LaMelo Ball,G,CHA,85,23.0,7.0,6.0,2.0,0.0,2.0,44.4,0.52
Duncan Robinson,F,MIA,75,19.0,9.0,3.0,2.0,0.0,1.0,39.3,0.52
Collin Sexton,G,CLE,83,29.0,7.0,7.0,0.0,0.0,5.0,42.9,0.52
Dwight Powell,C-F,DAL,76,7.0,10.0,3.0,3.0,2.0,0.0,38.5,0.51
Darius Bazley,F-G,OKC,76,24.0,11.0,3.0,0.0,0.0,4.0,37.7,0.5
Khris Middleton,F,MIL,85,23.0,7.0,4.0,2.0,0.0,2.0,41.4,0.49
Pascal Siakam,F,TOR,83,24.0,7.0,2.0,3.0,0.0,4.0,40.4,0.49
Deandre Ayton,C,PHX,84,15.0,8.0,1.0,1.0,5.0,3.0,41.1,0.49
Sekou Doumbouya,F,DET,72,20.0,8.0,2.0,1.0,0.0,1.0,34.6,0.48
Bam Adebayo,C-F,MIA,88,11.0,9.0,11.0,2.0,0.0,3.0,41.3,0.47
Draymond Green,F,GSW,80,7.0,12.0,9.0,1.0,2.0,6.0,37.9,0.47
Caleb Martin,F,CHA,74,17.0,5.0,2.0,2.0,1.0,1.0,34.0,0.46
Reggie Jackson,G,LAC,77,18.0,5.0,5.0,1.0,0.0,0.0,34.5,0.45
Jarrett Allen,C,CLE,84,17.0,8.0,5.0,1.0,1.0,2.0,38.1,0.45
Luka Doncic,F-G,DAL,94,23.0,12.0,8.0,0.0,0.0,7.0,42.4,0.45
Paul George,F,LAC,90,22.0,9.0,4.0,0.0,1.0,2.0,39.8,0.44
Marcus Morris Sr.,F,LAC,78,22.0,6.0,2.0,1.0,0.0,2.0,33.2,0.43
Moses Brown,C,OKC,77,6.0,17.0,0.0,2.0,0.0,0.0,32.4,0.42
Gabriel Deck,F,OKC,67,16.0,3.0,3.0,1.0,0.0,0.0,27.1,0.4
Brad Wanamaker,G,CHA,72,15.0,5.0,4.0,1.0,0.0,1.0,29.0,0.4
Donte DiVincenzo,G,MIL,77,10.0,15.0,2.0,0.0,0.0,1.0,30.0,0.39
Goran Dragic,G,MIA,78,19.0,5.0,3.0,1.0,0.0,3.0,29.5,0.38
Cedi Osman,F,CLE,73,16.0,5.0,4.0,1.0,0.0,4.0,27.0,0.37
