PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Ja Morant,G,MEM,85,36.0,8.0,12.0,3.0,1.0,4.0,71.6,0.84
Nikola Jokic,C,DEN,95,47.0,15.0,8.0,0.0,1.0,7.0,73.0,0.77
De'Anthony Melton,G,MEM,77,25.0,8.0,6.0,4.0,0.0,2.0,53.6,0.7
Isaiah Stewart,C-F,DET,78,18.0,16.0,0.0,3.0,3.0,2.0,53.2,0.68
Will Barton,G,DEN,77,28.0,6.0,7.0,1.0,1.0,1.0,50.7,0.66
Kendrick Nunn,G,MIA,76,30.0,7.0,8.0,0.0,0.0,2.0,48.4,0.64
Devin Booker,G,PHX,89,24.0,7.0,7.0,3.0,1.0,1.0,53.9,0.61
Joel Embiid,C-F,PHI,95,28.0,13.0,8.0,1.0,1.0,4.0,57.6,0.61
Andre Iguodala,F-G,MIA,73,16.0,6.0,7.0,2.0,2.0,2.0,43.7,0.6
Collin Sexton,G,CLE,83,28.0,7.0,4.0,1.0,2.0,2.0,49.4,0.6
Russell Westbrook,G,WAS,88,13.0,11.0,17.0,3.0,0.0,8.0,52.7,0.6
Xavier Tillman,F,MEM,76,18.0,14.0,1.0,2.0,1.0,1.0,44.3,0.58
Chris Paul,G,PHX,88,22.0,7.0,13.0,1.0,0.0,2.0,50.9,0.58
Nikola Vucevic,C,CHI,87,29.0,9.0,2.0,2.0,1.0,2.0,49.8,0.57
Jrue Holiday,G,MIL,87,25.0,4.0,8.0,2.0,1.0,2.0,48.8,0.56
Stephen Curry,G,GSW,96,49.0,3.0,5.0,0.0,0.0,6.0,54.1,0.56
Khris Middleton,F,MIL,85,26.0,7.0,5.0,2.0,0.0,2.0,45.9,0.54
Dennis Schroder,G,LAL,77,15.0,4.0,6.0,4.0,0.0,1.0,39.8,0.52
Giannis Antetokounmpo,F,MIL,96,33.0,8.0,2.0,1.0,1.0,3.0,48.6,0.51
Bradley Beal,G,WAS,90,30.0,1.0,2.0,3.0,1.0,1.0,45.2,0.5
Darius Bazley,F-G,OKC,76,26.0,7.0,3.0,0.0,0.0,1.0,37.9,0.5
Darius Garland,G,CLE,79,23.0,1.0,6.0,2.0,1.0,3.0,39.2,0.5
Coby White,G,CHI,76,19.0,3.0,7.0,1.0,1.0,1.0,38.1,0.5
Derrick White,G,SAS,77,25.0,3.0,4.0,1.0,0.0,0.0,37.6,0.49
Talen Horton-Tucker,G,LAL,75,24.0,4.0,2.0,2.0,0.0,1.0,36.8,0.49
Deandre Ayton,C,PHX,84,20.0,13.0,2.0,0.0,1.0,1.0,40.6,0.48
Christian Wood,F,HOU,84,18.0,7.0,0.0,3.0,2.0,1.0,40.4,0.48
Goran Dragic,G,MIA,78,19.0,6.0,5.0,1.0,1.0,2.0,37.7,0.48
