PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,96,6.0,27.5,11.0,8.5,1.4,0.7,3.4,68.35,0.59
James Harden,G,BKN,95,2.0,27.9,8.4,10.3,1.3,0.8,4.1,59.63,0.59
Luka Doncic,F-G,DAL,94,1.0,28.5,8.1,8.5,1.0,0.5,4.2,53.27,0.55
Kevin Durant,F,BKN,96,1.0,29.8,8.2,5.9,0.9,1.4,3.7,53.69,0.54
Jimmy Butler,F,MIA,92,2.0,23.1,7.1,7.8,2.3,0.3,2.5,52.62,0.53
Kyrie Irving,G,BKN,91,6.0,28.5,4.9,6.2,1.4,0.6,2.5,59.18,0.52
Jusuf Nurkic,C,POR,82,2.0,15.7,11.6,4.2,1.4,1.4,2.6,45.72,0.51
Paul George,F,LAC,88,5.0,24.3,6.7,5.5,1.2,0.4,3.4,51.99,0.48
Damian Lillard,G,POR,94,1.0,28.4,4.2,7.3,1.0,0.2,2.9,47.09,0.48
Jayson Tatum,F-G,BOS,90,4.0,27.0,6.8,4.3,1.1,0.5,2.8,51.61,0.48
Kawhi Leonard,F,LAC,96,0.0,25.3,6.3,5.7,1.6,0.4,2.2,45.21,0.47
Bam Adebayo,C-F,MIA,87,2.0,17.8,9.3,5.2,1.2,1.1,2.8,44.86,0.47
Khris Middleton,F,MIL,85,1.0,22.6,6.4,5.6,1.2,0.1,2.9,41.68,0.47
Kristaps Porzingis,C-F,DAL,86,2.0,21.3,9.0,1.7,0.5,1.4,1.4,42.95,0.45
Jrue Holiday,G,MIL,86,4.0,18.7,4.7,6.1,1.6,0.5,2.2,45.59,0.44
Michael Porter Jr.,F,DEN,85,2.0,21.1,8.7,1.4,0.6,0.9,1.5,40.64,0.43
Kemba Walker,G,BOS,83,1.0,21.1,4.0,4.7,1.1,0.3,2.3,36.85,0.42
Norman Powell,G,POR,81,0.0,20.5,3.7,2.2,1.3,0.2,1.9,30.84,0.38
Evan Fournier,F-G,BOS,80,0.0,17.1,3.0,3.4,1.1,0.4,1.9,28.4,0.36
Marcus Smart,G,BOS,79,0.0,12.6,3.5,5.5,1.5,0.4,2.0,28.75,0.36
Facundo Campazzo,G,DEN,74,0.0,10.3,3.6,5.2,1.7,0.2,1.7,26.42,0.36
Kendrick Nunn,G,MIA,78,1.0,15.4,3.4,2.7,1.0,0.2,1.5,27.63,0.33
Robert Covington,F,POR,77,1.0,9.0,6.4,1.6,1.4,1.1,1.0,27.58,0.33
Trevor Ariza,F,MIA,75,0.0,10.8,5.1,2.1,1.1,0.7,0.9,24.57,0.33
Tyler Herro,G,MIA,78,1.0,13.5,4.6,2.8,0.7,0.3,1.6,26.62,0.32
Brook Lopez,C,MIL,79,0.0,11.8,5.1,0.8,0.6,1.7,0.9,25.12,0.32
Aaron Gordon,F,DEN,79,0.0,12.1,5.2,3.3,0.6,0.6,1.8,25.09,0.32
Goran Dragic,G,MIA,77,0.0,14.2,3.4,4.3,0.7,0.1,2.4,24.73,0.32
Dorian Finney-Smith,F,DAL,75,0.0,10.6,5.6,1.7,0.8,0.4,0.8,22.67,0.3
Donte DiVincenzo,G,MIL,76,0.0,10.0,5.3,2.8,1.0,0.2,1.3,22.86,0.3
Reggie Jackson,G,LAC,79,0.0,12.2,3.2,3.5,0.8,0.1,1.2,22.79,0.29
Blake Griffin,F,BKN,77,0.0,10.9,4.8,2.9,0.7,0.3,1.4,22.61,0.29
Josh Richardson,G,DAL,77,0.0,11.1,3.2,2.4,1.0,0.4,1.3,21.44,0.28
Tim Hardaway Jr.,F-G,DAL,80,0.0,15.4,3.3,1.7,0.4,0.1,0.9,22.51,0.28
Joe Harris,F-G,BKN,79,0.0,13.0,3.4,1.5,0.7,0.2,0.8,21.23,0.27
Nicolas Batum,F-G,LAC,76,0.0,7.9,4.8,2.0,1.0,0.6,0.8,20.66,0.27
Duncan Robinson,F,MIA,77,0.0,12.7,3.3,1.6,0.6,0.2,1.0,20.46,0.27
Enes Kanter,C,POR,81,1.0,8.3,7.8,0.8,0.4,0.6,0.8,23.06,0.26
Serge Ibaka,F,LAC,81,0.0,9.5,5.7,1.4,0.2,1.0,0.9,21.14,0.26
Tristan Thompson,C-F,BOS,78,0.0,7.5,7.6,1.2,0.4,0.6,1.1,20.32,0.26
Bobby Portis,F,MIL,81,0.0,10.3,5.9,0.9,0.6,0.5,0.8,21.23,0.26
Carmelo Anthony,F,POR,79,0.0,12.4,3.0,1.3,0.6,0.4,0.8,20.15,0.26
Rajon Rondo,G,LAC,76,0.0,6.4,2.8,5.2,1.0,0.1,2.0,18.86,0.25
Ivica Zubac,C,LAC,79,0.0,8.3,6.8,1.0,0.3,0.8,1.2,20.06,0.25
Jeff Green,F,BKN,76,0.0,10.6,3.5,1.5,0.5,0.4,0.8,18.95,0.25
Paul Millsap,F,DEN,79,0.0,8.7,4.5,1.6,0.8,0.6,0.9,19.8,0.25
