PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Domantas Sabonis,C-F,IND,87,6,5.0,26.0,15.33,10.33,2.0,0.67,4.17,73.72999999999999,0.73
Nikola Vucevic,C,CHI,87,8,6.0,23.38,14.75,4.5,0.75,0.75,2.0,62.32,0.58
Kevin Durant,F,BKN,96,7,1.0,31.29,8.29,5.14,1.43,1.14,3.0,55.66,0.56
Nikola Jokic,C,DEN,95,10,6.0,26.5,9.8,7.0,1.1,0.9,3.4,63.36,0.54
Kyrie Irving,G,BKN,91,9,6.0,27.56,5.44,6.33,2.11,0.89,3.0,61.59,0.54
Stephen Curry,G,GSW,96,10,0.0,36.0,5.3,4.7,1.4,0.1,3.4,50.51,0.53
Caris LeVert,G,IND,83,10,5.0,25.3,4.8,6.0,1.0,1.1,2.2,54.16,0.53
Jayson Tatum,F-G,BOS,89,9,4.0,29.44,7.56,4.67,0.89,0.67,3.33,54.84,0.53
Giannis Antetokounmpo,F,MIL,96,9,4.0,26.44,9.22,5.22,1.22,1.11,2.56,57.79,0.52
Jimmy Butler,F,MIA,91,9,2.0,22.56,6.44,7.33,2.33,0.22,2.33,50.62,0.51
Anthony Edwards,G,MIN,81,10,3.0,23.7,6.8,3.9,1.3,0.8,3.0,47.01,0.51
Karl-Anthony Towns,C-F,MIN,88,10,6.0,25.4,9.7,4.4,0.8,0.7,3.3,56.84,0.51
Luka Doncic,F-G,DAL,94,9,1.0,25.33,8.33,8.56,0.89,0.11,4.56,48.61,0.5
Julius Randle,C-F,NYK,87,10,4.0,25.0,9.0,4.7,0.6,0.2,2.9,50.35,0.49
Kemba Walker,G,BOS,83,5,0.0,27.0,3.8,4.2,1.2,0.4,2.2,40.46,0.49
Draymond Green,F,GSW,80,10,2.0,7.9,9.8,10.4,1.5,1.1,3.6,43.46,0.49
Michael Porter Jr.,F,DEN,84,10,2.0,26.7,6.2,1.8,0.8,1.0,1.6,44.64,0.48
Bam Adebayo,C-F,MIA,88,10,2.0,18.2,7.0,5.8,2.2,0.6,2.1,45.6,0.47
Jonas Valanciunas,C,MEM,83,10,4.0,15.5,11.9,1.6,0.8,1.9,1.3,46.98,0.47
Chris Paul,G,PHX,88,10,2.0,17.6,4.2,9.5,1.5,0.6,3.0,44.19,0.46
Mo Bamba,C,ORL,75,10,2.0,12.1,10.1,1.3,0.8,2.4,1.2,38.57,0.46
Jrue Holiday,G,MIL,87,10,3.0,19.8,4.8,7.2,1.3,0.9,2.7,46.26,0.46
P.J. Washington,F,CHA,80,9,1.0,20.22,7.0,2.11,1.11,0.89,1.67,38.12,0.45
Terry Rozier,G,CHA,82,10,2.0,21.3,4.4,5.4,0.8,0.3,1.4,40.58,0.45
Facundo Campazzo,G,DEN,73,10,0.0,10.8,3.9,6.7,2.3,0.3,1.5,31.83,0.44
Paul George,F,LAC,90,9,5.0,23.0,8.44,3.78,1.11,0.33,3.44,49.69,0.44
D'Angelo Russell,G,MIN,83,10,0.0,19.8,3.1,7.9,0.9,0.2,2.4,36.27,0.44
Andrew Wiggins,F-G,GSW,80,10,1.0,19.6,4.8,3.0,0.8,1.3,1.5,36.66,0.43
LaMelo Ball,G,CHA,85,6,0.0,16.83,5.67,6.5,1.83,0.5,3.67,36.72,0.43
Khris Middleton,F,MIL,85,9,1.0,21.56,5.78,4.56,0.89,0.0,2.0,37.99,0.42
Oshae Brissett,F-G,IND,67,10,3.0,12.0,7.2,0.8,0.9,1.5,0.8,34.239999999999995,0.42
Ja Morant,G,MEM,85,10,2.0,18.4,4.7,6.9,1.1,0.4,3.6,39.29,0.42
Coby White,G,CHI,76,10,0.0,19.4,3.7,5.2,0.6,0.3,2.7,31.64,0.42
Delon Wright,G,SAC,77,10,2.0,11.7,5.3,4.7,1.9,0.8,1.9,35.31,0.41
RJ Barrett,F-G,NYK,80,10,1.0,19.5,6.2,3.3,0.6,0.4,1.7,35.19,0.41
Khem Birch,C,TOR,76,10,1.0,12.4,8.5,2.2,0.9,1.2,1.0,33.2,0.41
Devin Booker,G,PHX,89,10,3.0,26.6,4.2,3.1,0.4,0.1,2.6,41.19,0.4
Deandre Ayton,C,PHX,84,10,0.0,11.4,9.9,1.8,1.0,1.3,0.5,32.38,0.39
Derrick Rose,G,NYK,81,10,0.0,18.9,3.6,5.0,0.7,0.1,1.4,31.72,0.39
Darius Bazley,F-G,OKC,76,10,0.0,17.4,6.8,2.4,0.7,0.1,2.8,28.76,0.38
Isaiah Stewart,C-F,DET,78,10,1.0,11.0,7.6,0.6,0.6,2.5,1.1,31.22,0.37
Tim Hardaway Jr.,F-G,DAL,80,9,0.0,22.44,3.33,2.0,0.33,0.11,0.89,29.89,0.37
Saddiq Bey,F,DET,77,10,0.0,14.8,7.2,1.7,0.7,0.5,0.8,28.79,0.37
Zach LaVine,F-G,CHI,88,3,2.0,22.67,3.67,3.33,0.67,0.0,1.67,36.4,0.37
Marcus Smart,G,BOS,80,9,0.0,11.67,4.22,6.22,1.67,0.33,2.89,29.18,0.36
Trevor Ariza,F,MIA,73,10,0.0,11.2,5.5,1.7,1.5,0.7,0.7,26.25,0.36
Ben Simmons,F-G,PHI,86,7,0.0,10.86,5.29,5.43,1.86,0.43,1.14,31.06,0.36
T.J. McConnell,G,IND,78,10,0.0,8.8,3.4,6.5,2.4,0.2,2.0,28.43,0.36
R.J. Hampton,G,ORL,73,10,1.0,13.1,5.2,3.4,0.6,0.4,1.3,28.14,0.36
Dorian Finney-Smith,F,DAL,73,9,0.0,11.89,6.0,2.56,1.0,0.33,1.56,25.37,0.35
Richaun Holmes,C-F,SAC,82,9,1.0,16.33,5.33,1.67,0.44,1.22,1.56,30.68,0.35
Kyle Anderson,F-G,MEM,81,10,0.0,13.2,4.8,3.3,1.0,0.8,1.2,28.11,0.35
Reggie Bullock,F-G,NYK,73,10,0.0,15.4,3.4,2.4,0.8,0.2,0.7,25.38,0.35
Juan Toscano-Anderson,F,GSW,74,10,1.0,7.4,6.2,4.4,1.4,0.8,2.0,28.04,0.35
Dwayne Bacon,F-G,ORL,71,10,0.0,16.0,3.2,1.4,1.0,0.1,0.6,24.64,0.35
Cole Anthony,G,ORL,74,10,0.0,14.5,4.7,4.0,0.5,0.3,2.5,26.04,0.35
Dwight Powell,C-F,DAL,76,10,0.0,10.4,6.6,1.7,0.8,1.2,1.1,25.77,0.34
Dillon Brooks,F-G,MEM,76,10,0.0,17.5,2.8,1.7,1.0,0.3,1.6,25.71,0.34
Andre Drummond,C,LAL,83,10,0.0,10.9,9.6,1.2,1.0,0.9,1.8,28.12,0.34
Ricky Rubio,G,MIN,76,10,0.0,9.7,3.4,5.6,1.7,0.0,1.1,26.18,0.34
Kawhi Leonard,F,LAC,96,5,0.0,17.6,6.2,5.6,0.2,0.4,2.6,32.64,0.34
Marvin Bagley III,F,SAC,80,6,0.0,15.83,7.17,1.33,0.5,0.33,1.67,27.27,0.34
Brook Lopez,C,MIL,79,10,0.0,13.4,3.9,0.9,0.4,2.2,0.9,26.33,0.33
Josh Richardson,F-G,DAL,77,7,0.0,13.43,2.71,1.86,2.0,0.29,1.29,25.04,0.33
Tobias Harris,F,PHI,87,10,0.0,15.0,5.0,3.6,0.8,0.5,1.3,29.0,0.33
Donte DiVincenzo,G,MIL,77,9,0.0,9.67,6.33,2.67,0.89,0.56,1.22,24.38,0.32
Kent Bazemore,F-G,GSW,76,7,1.0,9.57,6.57,1.86,1.14,0.86,1.57,26.67,0.32
Jeff Green,F,BKN,76,10,0.0,13.2,4.7,2.0,0.6,0.5,0.6,24.54,0.32
Thaddeus Young,F,CHI,82,10,0.0,11.2,4.9,4.9,1.1,0.3,2.0,26.63,0.32
Alex Caruso,G,LAL,73,8,0.0,10.0,3.25,4.12,1.25,0.38,1.62,23.34,0.32
Jaren Jackson Jr.,C-F,MEM,83,7,0.0,13.43,5.43,0.86,1.14,1.29,1.57,26.94,0.32
