PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,26.4,10.2,8.0,1.5,0.7,3.2,66.03999999999999,0.57
Giannis Antetokounmpo,F,MIL,96,4.0,28.3,11.2,5.9,1.2,1.3,3.5,62.59,0.57
Luka Doncic,F-G,DAL,94,1.0,28.3,8.0,8.5,1.0,0.6,4.2,53.25,0.55
Nikola Vucevic,C,CHI,87,6.0,24.3,11.1,3.6,1.0,0.8,1.8,58.62,0.54
Stephen Curry,G,GSW,96,0.0,33.5,5.7,6.4,1.3,0.2,3.5,50.94,0.53
Karl-Anthony Towns,C-F,MIN,88,6.0,24.3,10.4,4.2,0.7,1.2,3.2,57.58,0.52
Domantas Sabonis,C-F,IND,87,5.0,19.8,11.1,6.5,1.2,0.6,3.5,54.77,0.51
Kyrie Irving,G,BKN,91,6.0,27.5,4.8,6.3,1.3,0.6,2.6,57.81,0.5
Kevin Durant,F,BKN,96,1.0,28.6,7.4,5.2,0.8,1.2,3.3,49.98,0.5
Jimmy Butler,F,MIA,91,2.0,21.9,6.8,6.9,2.0,0.4,2.2,49.41,0.5
Julius Randle,C-F,NYK,87,4.0,23.8,9.5,5.5,0.9,0.3,3.3,51.75,0.5
Zach LaVine,F-G,CHI,88,2.0,27.4,5.2,5.4,0.8,0.5,3.4,46.24,0.48
Jayson Tatum,F-G,BOS,89,4.0,26.4,6.5,4.6,1.1,0.4,2.7,50.9,0.48
D'Angelo Russell,G,MIN,83,0.0,23.0,3.5,6.7,1.3,0.5,3.5,39.15,0.47
Paul George,F,LAC,90,5.0,24.5,6.5,5.2,1.3,0.5,3.2,52.3,0.47
Bam Adebayo,C-F,MIA,88,2.0,19.1,9.2,5.3,1.1,1.0,2.6,45.79,0.47
Kawhi Leonard,F,LAC,96,0.0,25.2,6.2,5.1,1.6,0.4,2.1,44.19,0.46
Delon Wright,G,SAC,77,2.0,13.4,5.3,6.0,2.1,0.6,2.0,38.86,0.45
Richaun Holmes,C-F,SAC,82,1.0,15.6,9.5,1.7,0.8,1.8,1.3,38.05,0.44
LaMelo Ball,G,CHA,85,0.0,17.4,5.9,6.5,1.7,0.4,3.1,37.43,0.44
