PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Clint Capela,C,ATL,86,2.0,17.6,15.5,1.1,0.9,2.5,1.5,50.55,0.54
Domantas Sabonis,C-F,IND,87,1.0,20.1,10.8,6.3,1.1,0.5,3.4,45.91,0.5
Jimmy Butler,F,MIA,91,0.0,21.7,7.0,7.0,1.9,0.4,2.3,45.2,0.5
Damian Lillard,G,POR,94,0.0,29.7,4.1,7.5,1.0,0.3,3.1,46.67,0.5
Paul George,F,LAC,90,3.0,25.2,7.3,5.9,1.2,0.6,3.4,50.81,0.5
Bam Adebayo,C-F,MIA,88,2.0,19.2,9.4,5.1,0.9,1.2,2.5,45.93,0.48
Donovan Mitchell,G,UTA,88,1.0,26.5,4.6,5.5,1.1,0.3,2.8,43.67,0.47
Andre Drummond,C,LAL,83,0.0,16.2,12.1,2.4,1.4,1.2,2.9,39.22,0.47
Jayson Tatum,F-G,BOS,90,1.0,25.0,6.7,4.3,1.3,0.5,2.4,44.49,0.47
Kyle Lowry,G,TOR,83,0.0,18.5,5.4,7.9,1.2,0.2,3.1,37.93,0.46
Pascal Siakam,F,TOR,83,1.0,20.4,7.0,4.3,1.1,0.5,2.1,39.95,0.46
Terry Rozier,G,CHA,82,0.0,23.2,4.5,3.4,1.3,0.3,2.1,36.4,0.44
Rudy Gobert,C,UTA,88,0.0,14.1,12.4,1.2,0.5,2.7,1.5,38.88,0.44
Jaylen Brown,F-G,BOS,89,1.0,23.6,5.7,3.8,1.2,0.5,2.7,40.54,0.43
Malcolm Brogdon,G,IND,84,1.0,20.2,4.2,5.5,1.0,0.2,2.2,36.89,0.42
Chris Paul,G,PHX,88,1.0,15.9,4.5,8.4,1.5,0.2,2.3,38.7,0.42
Bogdan Bogdanovic,G,ATL,76,3.0,17.2,4.7,3.9,1.1,0.2,1.4,37.19,0.41
Devin Booker,G,PHX,89,3.0,24.8,4.1,4.4,0.9,0.3,3.0,42.92,0.41
OG Anunoby,F,TOR,79,0.0,15.8,6.2,2.0,1.8,0.8,1.8,32.24,0.41
Kemba Walker,G,BOS,85,0.0,19.7,3.8,5.1,1.2,0.3,2.3,34.11,0.4
Dennis Schroder,G,LAL,77,0.0,15.8,4.0,5.4,1.4,0.2,2.9,30.6,0.4
Caris LeVert,G,IND,83,2.0,17.2,4.0,5.1,1.4,0.3,2.1,36.65,0.39
Miles Bridges,F,CHA,75,0.0,13.5,7.4,2.4,0.8,0.9,2.1,28.98,0.39
Kyle Kuzma,F,LAL,77,0.0,15.2,7.9,2.0,0.4,1.0,2.2,29.68,0.39
Norman Powell,"['G', 'G']",POR,82,0.0,21.1,3.6,2.1,1.4,0.2,2.0,31.37,0.38
Marcus Smart,G,BOS,80,0.0,13.7,3.3,5.3,1.6,0.5,1.7,30.21,0.38
Moses Brown,C,OKC,77,1.0,10.7,10.1,0.4,0.7,1.5,1.0,31.02,0.38
Robert Covington,F,POR,77,1.0,10.2,7.0,1.7,1.6,1.3,1.3,30.55,0.37
Jalen McDaniels,C-F,CHA,70,0.0,13.6,6.1,1.8,0.7,0.7,1.8,26.02,0.37
Deandre Ayton,C,PHX,84,0.0,13.9,10.2,1.2,0.4,1.1,1.6,30.84,0.37
Kevin Huerter,F-G,ATL,76,0.0,13.7,3.7,3.9,1.2,0.2,1.6,26.59,0.35
Ivica Zubac,C,LAC,79,0.0,10.5,9.3,1.2,0.4,1.3,1.3,27.26,0.35
Devonte' Graham,G,CHA,78,0.0,14.5,2.8,4.9,1.1,0.1,1.6,27.21,0.35
Kenrich Williams,F-G,OKC,76,0.0,10.8,6.6,2.8,1.0,0.4,1.6,25.52,0.34
Kendrick Nunn,G,MIA,76,0.0,14.8,3.4,3.0,1.0,0.2,1.6,25.38,0.33
Theo Maledon,G,OKC,75,0.0,11.7,4.6,4.2,1.2,0.1,2.5,24.92,0.33
Nicolas Batum,F-G,LAC,77,0.0,10.5,5.4,2.5,1.3,0.3,1.1,24.43,0.32
T.J. McConnell,G,IND,78,0.0,7.6,3.5,6.0,1.6,0.3,1.8,24.7,0.32
Jusuf Nurkic,C,POR,80,0.0,9.3,7.0,2.6,0.9,0.9,1.8,25.2,0.32
Gary Trent Jr.,F-G,TOR,78,1.0,16.5,2.8,1.5,1.0,0.2,0.8,26.91,0.32
Bojan Bogdanovic,F,UTA,76,0.0,15.8,4.1,2.0,0.6,0.1,1.4,24.42,0.32
