PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,10,7.0,23.1,13.6,13.1,1.3,0.3,5.2,72.67,0.67
Karl-Anthony Towns,C-F,MIN,88,8,5.0,28.75,13.5,5.5,0.62,1.25,2.75,66.08,0.64
Zion Williamson,F,NOP,90,7,2.0,29.71,7.86,4.86,1.14,0.71,2.43,53.57,0.55
Jonas Valanciunas,C,MEM,83,10,2.0,21.9,13.9,1.9,0.3,0.9,1.2,47.83,0.53
Nikola Vucevic,C,CHI,87,10,2.0,22.6,9.9,3.3,1.2,1.2,1.4,49.23,0.52
Kyrie Irving,G,BKN,91,8,3.0,27.0,4.62,7.5,1.25,0.62,1.75,53.68,0.52
Nikola Jokic,C,DEN,95,10,4.0,20.7,9.8,10.1,0.8,0.8,3.4,57.01,0.52
Julius Randle,C-F,NYK,87,10,1.0,23.9,9.6,6.6,0.8,0.4,4.4,46.52,0.51
Paul George,F,LAC,90,6,4.0,28.33,5.83,5.5,1.33,0.17,3.0,53.08,0.5
Joel Embiid,C-F,PHI,95,6,0.0,29.17,8.83,2.0,0.17,2.0,2.67,46.6,0.49
Luka Doncic,F-G,DAL,94,10,0.0,28.4,6.6,6.7,0.9,0.5,4.5,46.07,0.49
Kristaps Porzingis,C-F,DAL,86,7,2.0,22.0,10.71,2.0,0.43,1.57,1.57,46.29,0.49
Jimmy Butler,F,MIA,91,10,0.0,20.9,4.7,7.0,2.3,0.4,1.5,43.64,0.48
Domantas Sabonis,C-F,IND,87,7,1.0,18.29,12.57,5.29,0.86,0.43,3.29,43.87,0.48
Donovan Mitchell,G,UTA,88,9,1.0,29.67,3.89,4.11,0.89,0.22,1.56,44.28,0.48
Anthony Edwards,G,MIN,81,10,0.0,23.2,4.7,3.0,1.9,0.8,3.1,38.34,0.47
Malcolm Brogdon,G,IND,84,6,1.0,20.83,7.17,6.33,0.33,0.0,0.83,41.1,0.47
Christian Wood,F,HOU,84,9,0.0,20.44,9.0,2.22,1.0,1.0,1.89,38.69,0.46
Caris LeVert,G,IND,83,10,3.0,20.0,4.8,4.6,1.8,0.9,2.5,44.26,0.46
Bam Adebayo,C-F,MIA,88,10,2.0,17.5,8.8,4.7,1.5,1.1,2.2,44.71,0.46
Dejounte Murray,G,SAS,82,9,0.0,17.11,6.44,5.0,2.33,0.0,1.44,37.9,0.46
Rudy Gobert,C,UTA,88,10,1.0,13.5,13.8,1.7,0.8,2.4,1.6,42.61,0.46
Kelly Olynyk,C-F,HOU,78,10,1.0,17.8,8.5,2.6,0.9,0.8,2.1,36.9,0.45
Michael Porter Jr.,F,DEN,84,10,1.0,21.8,9.5,1.3,0.4,1.0,1.2,40.15,0.45
CJ McCollum,G,POR,87,10,1.0,20.9,4.4,4.9,1.1,0.9,1.3,40.23,0.44
DeMar DeRozan,F-G,SAS,87,10,1.0,23.3,3.9,7.3,0.4,0.1,2.6,39.83,0.43
Terry Rozier,G,CHA,82,9,0.0,19.44,5.89,3.67,1.22,0.67,2.22,35.46,0.43
Malachi Flynn,G,TOR,71,10,0.0,12.3,4.2,5.0,1.8,0.5,1.7,30.04,0.42
Mike Conley,G,UTA,84,8,0.0,18.5,3.12,6.12,1.25,0.25,1.38,34.56,0.41
Damian Lillard,G,POR,94,9,0.0,22.67,3.56,7.44,0.89,0.33,2.78,38.99,0.41
Kyle Anderson,F-G,MEM,81,10,0.0,11.9,6.5,4.0,1.7,1.2,1.2,33.2,0.41
Jakob Poeltl,C,SAS,78,10,1.0,10.5,9.1,2.3,0.9,1.6,1.3,33.07,0.4
Miles Bridges,F,CHA,75,10,0.0,16.7,6.7,2.0,0.7,0.8,2.0,30.24,0.4
Wendell Carter Jr.,C-F,ORL,82,10,0.0,14.0,8.7,2.1,1.1,1.1,1.6,32.59,0.4
Chris Boucher,C-F,TOR,80,10,1.0,13.1,7.6,1.6,1.0,1.9,1.4,33.92,0.4
Derrick White,G,SAS,77,10,0.0,18.9,3.0,3.1,0.9,0.8,1.4,30.85,0.4
Kevin Porter Jr.,F-G,HOU,77,10,1.0,15.2,4.9,6.9,0.7,0.2,3.9,32.230000000000004,0.39
Robert Covington,F,POR,77,10,1.0,11.1,6.5,1.9,1.3,1.8,0.8,32.25,0.39
Ja Morant,G,MEM,85,10,1.0,17.5,3.9,7.0,0.8,0.1,3.7,33.68,0.37
Enes Kanter,C,POR,81,10,1.0,11.3,12.4,1.2,0.5,0.8,1.6,32.28,0.37
T.J. McConnell,G,IND,78,10,0.0,11.7,4.0,6.6,1.4,0.3,2.3,29.2,0.37
