PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Vucevic,C,CHI,87,32.0,17.0,5.0,0.0,1.0,4.0,58.9,0.68
Lonzo Ball,G,NOP,80,12.0,9.0,11.0,3.0,2.0,1.0,53.3,0.67
Bam Adebayo,C-F,MIA,88,18.0,10.0,10.0,3.0,0.0,0.0,54.0,0.61
Nikola Jokic,C,DEN,95,27.0,8.0,11.0,1.0,1.0,1.0,58.1,0.61
Paul George,F,LAC,90,36.0,3.0,5.0,1.0,1.0,3.0,50.1,0.56
Jeremy Lamb,F-G,IND,79,15.0,6.0,1.0,6.0,1.0,1.0,43.7,0.55
Pascal Siakam,F,TOR,84,27.0,7.0,2.0,2.0,1.0,1.0,46.4,0.55
Kawhi Leonard,F,LAC,96,29.0,12.0,7.0,0.0,0.0,1.0,52.9,0.55
Will Barton,G,DEN,75,24.0,6.0,4.0,2.0,0.0,2.0,41.2,0.55
Trae Young,G,ATL,87,30.0,1.0,12.0,0.0,0.0,3.0,46.2,0.53
Stephen Curry,G,GSW,96,41.0,6.0,4.0,0.0,0.0,4.0,50.2,0.52
Zion Williamson,F,NOP,89,34.0,5.0,2.0,1.0,0.0,0.0,46.0,0.52
Marc Gasol,C,LAL,75,13.0,9.0,5.0,0.0,4.0,5.0,38.3,0.51
Dillon Brooks,F-G,MEM,76,28.0,1.0,2.0,2.0,0.0,0.0,38.2,0.5
Jimmy Butler,F,MIA,90,28.0,3.0,5.0,2.0,0.0,1.0,44.1,0.49
Kyle Anderson,F-G,MEM,81,19.0,8.0,6.0,1.0,0.0,2.0,38.6,0.48
Jerami Grant,F,DET,83,29.0,5.0,4.0,0.0,1.0,4.0,40.0,0.48
Robert Covington,F,POR,77,15.0,9.0,2.0,2.0,1.0,1.0,36.8,0.48
CJ McCollum,G,POR,88,24.0,3.0,6.0,2.0,0.0,1.0,41.6,0.47
DeAndre' Bembry,F-G,TOR,74,12.0,5.0,3.0,5.0,0.0,3.0,34.5,0.47
Malachi Flynn,G,TOR,71,11.0,8.0,4.0,2.0,1.0,2.0,33.6,0.47
Norman Powell,"['G', 'G']",POR,81,32.0,4.0,1.0,0.0,0.0,1.0,37.3,0.46
Reggie Jackson,G,LAC,77,23.0,3.0,2.0,1.0,1.0,0.0,35.6,0.46
Enes Kanter,C,POR,80,13.0,15.0,1.0,0.0,2.0,2.0,36.5,0.46
Khris Middleton,F,MIL,86,28.0,2.0,7.0,1.0,0.0,5.0,38.9,0.45
Joel Embiid,C-F,PHI,95,35.0,6.0,1.0,0.0,1.0,4.0,42.7,0.45
Caris LeVert,G,IND,83,20.0,6.0,5.0,0.0,1.0,0.0,37.7,0.45
Zach LaVine,F-G,CHI,88,19.0,8.0,6.0,0.0,1.0,3.0,37.6,0.43
Clint Capela,C,ATL,86,12.0,12.0,1.0,0.0,3.0,1.0,35.9,0.42
PJ Dozier,F-G,DEN,75,8.0,6.0,5.0,3.0,0.0,1.0,30.7,0.41
Chris Boucher,C-F,TOR,80,19.0,8.0,1.0,1.0,0.0,0.0,33.1,0.41
Thaddeus Young,F,CHI,80,14.0,7.0,5.0,1.0,1.0,3.0,32.9,0.41
Jrue Holiday,G,MIL,86,29.0,3.0,5.0,1.0,0.0,8.0,35.1,0.41
Desmond Bane,G,MEM,76,15.0,3.0,3.0,2.0,1.0,1.0,31.1,0.41
