PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Vucevic,C,CHI,87,6.0,25.8,11.9,4.0,1.1,0.9,1.9,62.18,0.58
Karl-Anthony Towns,C-F,MIN,88,6.0,25.5,10.5,4.2,0.7,1.3,3.3,59.1,0.54
Kevin Durant,F,BKN,96,1.0,29.8,7.9,5.4,0.8,1.4,3.5,52.48,0.53
Julius Randle,C-F,NYK,87,4.0,24.4,9.5,5.9,0.9,0.3,3.3,52.95,0.52
Kyrie Irving,G,BKN,91,6.0,27.9,4.8,6.2,1.4,0.6,2.5,58.46,0.51
Zach LaVine,F-G,CHI,88,2.0,27.1,5.0,5.3,0.9,0.5,3.4,45.85,0.48
D'Angelo Russell,G,MIN,83,0.0,23.0,3.2,6.8,1.2,0.4,3.4,38.44,0.46
LaMelo Ball,G,CHA,85,0.0,17.2,6.2,6.7,1.7,0.3,3.2,37.49,0.44
Tremont Waters,G,BOS,69,0.0,11.6,3.1,8.0,1.8,0.2,3.0,30.32,0.44
James Harden,G,BKN,95,2.0,20.1,6.1,7.9,1.0,0.6,3.1,44.97,0.43
Anthony Edwards,G,MIN,81,4.0,21.2,5.2,3.4,1.2,0.4,2.5,42.84,0.43
Devin Booker,G,PHX,89,3.0,26.0,4.2,4.5,0.8,0.3,3.0,44.09,0.43
Terry Rozier,G,CHA,82,2.0,20.4,4.4,4.1,1.2,0.4,2.0,38.63,0.42
Chris Paul,G,PHX,88,2.0,16.3,4.6,8.5,1.4,0.3,2.3,41.37,0.42
Andre Drummond,C,LAL,83,0.0,13.9,10.6,1.9,1.4,1.0,2.5,34.17,0.41
Oshae Brissett,F-G,IND,67,3.0,12.2,6.6,1.0,1.0,1.3,0.8,33.72,0.41
Coby White,G,CHI,76,0.0,17.4,4.8,5.0,0.6,0.2,2.7,30.36,0.4
RJ Barrett,F-G,NYK,80,1.0,18.9,6.2,3.0,0.7,0.3,2.0,33.84,0.4
Ricky Rubio,G,MIN,76,0.0,9.1,3.5,7.0,1.7,0.1,1.9,27.3,0.36
Drew Eubanks,C-F,SAS,75,0.0,10.0,7.6,1.4,0.8,1.6,1.6,26.82,0.36
Thaddeus Young,F,CHI,82,0.0,12.4,5.8,4.5,1.2,0.7,2.1,29.71,0.36
Jalen McDaniels,C-F,CHA,70,0.0,11.1,5.7,1.7,1.0,0.7,1.5,24.09,0.34
Devonte' Graham,G,CHA,78,0.0,13.9,2.5,4.8,0.8,0.1,1.5,25.3,0.32
T.J. McConnell,G,IND,78,0.0,8.0,3.2,5.9,1.5,0.3,1.9,24.19,0.31
