PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jrue Holiday,G,MIL,86,2,5.0,20.0,4.5,12.0,0.5,2.0,1.0,59.9,0.58
Giannis Antetokounmpo,F,MIL,96,2,8.0,27.5,12.0,5.0,0.5,0.5,1.0,67.4,0.54
Bruce Brown,F-G,BKN,78,3,0.0,14.0,9.0,2.67,1.33,1.33,1.0,35.8,0.46
Khris Middleton,F,MIL,85,2,1.0,21.5,5.5,6.5,1.0,0.0,3.0,39.85,0.45
Jordan Nwora,F,MIL,73,2,1.0,17.0,7.5,0.0,1.0,1.5,1.5,34.0,0.44
James Harden,G,BKN,95,2,6.0,11.5,6.0,9.0,1.5,2.0,2.0,52.7,0.43
Kyrie Irving,G,BKN,91,2,7.0,19.5,4.0,1.0,2.0,2.0,0.5,51.3,0.41
Kevin Durant,F,BKN,96,3,4.0,16.33,8.0,8.67,0.0,1.0,2.67,47.27,0.41
Jeff Teague,G,MIL,74,2,0.0,15.5,2.0,4.0,1.5,0.5,2.0,27.9,0.38
Brook Lopez,C,MIL,79,2,0.0,19.5,7.0,0.0,0.0,1.0,2.0,28.9,0.37
Mike James,G,BKN,71,3,0.0,11.33,3.33,6.0,0.67,0.0,1.33,25.0,0.35
Nicolas Claxton,C-F,BKN,76,3,0.0,10.67,6.0,0.0,0.33,2.33,1.33,24.53,0.32
Landry Shamet,G,BKN,74,3,0.0,13.67,2.33,2.0,0.33,0.33,0.33,21.13,0.29
Jeff Green,F,BKN,76,3,0.0,16.0,1.0,0.0,0.33,0.33,0.33,18.87,0.25
Bobby Portis,F,MIL,81,2,0.0,13.0,3.5,1.0,0.5,0.0,0.5,19.7,0.24
Mamadi Diakite,F,MIL,68,2,0.0,6.5,3.5,1.0,1.0,0.0,0.0,15.2,0.22
Pat Connaughton,G,MIL,73,3,0.0,7.0,3.67,0.33,1.0,0.33,0.33,15.57,0.21
Blake Griffin,F,BKN,77,3,0.0,8.0,2.67,2.33,0.33,0.33,0.67,16.03,0.21
Tyler Johnson,G,BKN,71,3,0.0,5.0,2.67,2.0,0.0,0.0,0.67,10.53,0.15
Bryn Forbes,G,MIL,76,2,1.0,11.5,0.0,0.5,0.0,0.0,1.5,12.75,0.14
P.J. Tucker,F,MIL,74,2,0.0,2.5,2.0,1.5,0.5,0.0,0.0,8.65,0.12
Sam Merrill,G,MIL,70,2,0.0,1.0,1.5,0.5,1.5,0.0,0.0,8.05,0.12
Timothe Luwawu-Cabarrot,F-G,BKN,71,3,0.0,2.33,0.67,1.0,0.33,0.0,0.33,5.3,0.07
Thanasis Antetokounmpo,F,MIL,73,2,1.0,0.0,0.5,1.0,0.5,0.0,0.5,5.1,0.04
Alize Johnson,F,BKN,74,3,1.0,0.67,0.33,0.0,0.0,0.33,0.0,4.07,0.03
Reggie Perry,C-F,BKN,72,3,0.0,0.0,1.33,0.0,0.0,0.0,0.33,1.27,0.02
