PLAYER_NAME,POSITION,TEAM,RATING,GP,PTS,REB,AST,TOV,STL,BLK,SCR,AVG
T.J. McConnell,G,IND,78,5,11.4,3.4,7.6,1.6,1.6,0.4,29.28,0.38
Malcolm Brogdon,G,IND,84,4,19.25,4.5,4.5,2.25,0.5,0.5,31.15,0.37
Marcus Smart,G,BOS,80,5,14.0,4.0,6.0,1.8,1.0,0.6,29.2,0.36
Nickeil Alexander-Walker,G,NOP,76,5,15.6,4.6,2.2,1.6,1.2,1.2,27.62,0.36
Terance Mann,F-G,LAC,72,5,15.4,7.2,1.4,0.6,0.2,0.0,25.94,0.36
Jae'Sean Tate,F,HOU,77,5,11.8,7.0,3.0,1.2,1.0,1.2,27.9,0.36
Ivica Zubac,C,LAC,79,5,10.6,9.2,1.4,1.2,0.4,2.2,27.74,0.35
Kelly Oubre Jr.,F-G,GSW,79,5,14.6,6.0,2.0,0.4,0.6,1.2,28.0,0.35
Danuel House Jr.,F-G,HOU,73,3,13.33,5.33,3.0,1.0,0.67,0.33,25.23,0.35
Caris LeVert,G,IND,83,5,15.6,4.6,4.4,0.8,1.2,0.0,29.32,0.35
Myles Turner,C-F,IND,81,4,9.25,5.75,1.75,1.5,0.5,5.0,28.28,0.35
Darius Garland,G,CLE,77,5,17.2,2.8,4.8,3.2,1.2,0.0,26.96,0.35
Joe Ingles,F-G,UTA,80,5,12.6,5.4,4.6,1.2,1.6,0.0,27.98,0.35
Thaddeus Young,F,CHI,80,5,10.2,7.6,4.6,2.2,1.2,0.6,27.62,0.35
Kyle Anderson,F-G,MEM,81,5,10.8,5.0,4.4,0.8,1.4,1.0,27.4,0.34
Buddy Hield,G,SAC,77,5,16.8,4.6,3.0,2.2,0.2,0.4,25.82,0.34
Donte DiVincenzo,G,MIL,77,4,12.5,8.25,2.5,2.25,1.0,0.25,26.4,0.34
Josh Hart,G,NOP,77,5,7.0,10.0,3.2,0.8,1.4,0.2,26.2,0.34
Rui Hachimura,F,WAS,77,5,15.6,7.8,0.6,1.8,0.4,0.2,25.26,0.33
Tyler Herro,G,MIA,80,5,15.0,4.0,4.2,1.8,0.8,0.2,26.3,0.33
Dean Wade,C-F,CLE,70,5,10.8,4.2,2.8,0.2,1.2,0.2,22.64,0.32
Harrison Barnes,F,SAC,80,5,9.6,8.4,4.2,1.8,0.4,0.2,25.38,0.32
Draymond Green,F,GSW,80,4,3.75,7.5,7.75,3.25,1.0,1.25,25.62,0.32
Jakob Poeltl,C,SAS,78,5,10.2,8.0,1.0,1.6,0.2,2.4,24.9,0.32
Theo Maledon,G,OKC,75,5,12.6,4.4,3.2,1.8,1.4,0.2,24.08,0.32
Brandon Clarke,F-G,MEM,81,5,11.4,6.0,2.4,0.8,0.8,1.2,25.4,0.31
