PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,28.9,12.0,6.1,1.2,1.3,3.6,56.35,0.59
James Harden,G,BKN,95,26.4,7.9,10.6,1.3,0.7,4.1,53.68,0.57
Luka Doncic,F-G,DAL,93,28.5,8.4,9.2,1.1,0.6,4.1,53.38,0.57
Karl-Anthony Towns,C-F,MIN,89,25.2,10.7,4.3,0.9,1.5,3.7,47.99,0.54
Nikola Vucevic,C,CHI,87,24.7,11.3,3.7,1.0,0.7,2.0,46.91,0.54
Russell Westbrook,G,WAS,86,21.0,8.4,9.2,1.3,0.3,4.5,45.18,0.53
Domantas Sabonis,C-F,IND,87,20.0,11.1,6.4,1.2,0.7,3.5,45.12,0.52
Jimmy Butler,F,MIA,90,21.3,7.2,7.3,2.0,0.4,2.3,45.79,0.51
Kyrie Irving,G,BKN,91,28.0,4.9,5.8,1.3,0.6,2.6,45.68,0.5
Jordan Poole,G,GSW,72,20.5,4.2,3.2,1.0,1.0,1.5,34.84,0.48
John Wall,G,HOU,82,22.7,3.9,6.8,1.2,0.7,3.9,39.38,0.48
Paul George,F,LAC,90,24.8,6.9,5.9,1.1,0.5,3.4,43.33,0.48
Kawhi Leonard,F,LAC,96,26.2,6.3,5.0,1.7,0.5,1.9,45.96,0.48
Fred VanVleet,G,TOR,85,20.2,4.1,6.4,1.8,0.7,2.1,40.12,0.47
Caris LeVert,G,IND,83,20.5,4.7,6.2,1.4,0.4,2.5,38.34,0.46
De'Aaron Fox,G,SAC,86,22.7,3.7,7.1,1.3,0.4,3.1,39.79,0.46
Jayson Tatum,F-G,BOS,90,24.8,6.5,4.2,1.3,0.4,2.5,41.5,0.46
Brandon Ingram,F,NOP,85,23.7,5.2,4.6,0.7,0.6,2.4,38.34,0.45
Jonas Valanciunas,C,MEM,82,16.8,12.3,1.8,0.7,0.8,2.0,36.76,0.45
Malcolm Brogdon,G,IND,84,21.3,4.6,6.0,1.1,0.2,2.3,37.42,0.45
Richaun Holmes,C-F,SAC,81,15.9,9.8,1.8,0.8,1.8,1.5,36.66,0.45
Zion Williamson,F,NOP,89,24.6,6.8,3.5,0.9,0.7,2.5,40.31,0.45
Bam Adebayo,C-F,MIA,88,17.4,9.4,4.9,0.9,1.1,2.8,39.23,0.45
Ja Morant,G,MEM,86,20.7,3.7,8.1,1.0,0.2,3.4,37.49,0.44
Rudy Gobert,C,UTA,88,13.7,12.9,1.2,0.5,2.6,1.6,38.68,0.44
Anthony Edwards,G,MIN,77,19.6,5.3,3.4,1.3,0.4,2.4,33.76,0.44
Pascal Siakam,F,TOR,84,19.1,6.9,4.3,1.2,0.6,2.2,37.03,0.44
