PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jonas Valanciunas,C,MEM,82,34.0,22.0,2.0,0.0,2.0,1.0,68.4,0.83
Malcolm Brogdon,G,IND,84,29.0,9.0,11.0,1.0,0.0,0.0,59.3,0.71
Cory Joseph,G,DET,72,18.0,5.0,13.0,2.0,0.0,1.0,48.5,0.67
Caris LeVert,G,IND,83,34.0,5.0,3.0,1.0,3.0,1.0,55.5,0.67
Kristaps Porzingis,C-F,DAL,86,31.0,15.0,3.0,0.0,2.0,3.0,56.5,0.66
Zion Williamson,F,NOP,89,38.0,9.0,4.0,0.0,2.0,4.0,56.8,0.64
Karl-Anthony Towns,C-F,MIN,89,27.0,12.0,8.0,0.0,2.0,4.0,55.4,0.62
Bogdan Bogdanovic,G,ATL,76,32.0,3.0,3.0,2.0,0.0,0.0,46.1,0.61
Dejounte Murray,G,SAS,83,25.0,5.0,5.0,4.0,0.0,1.0,49.5,0.6
Domantas Sabonis,C-F,IND,87,18.0,15.0,9.0,1.0,0.0,2.0,50.5,0.58
Chris Boucher,C-F,TOR,80,17.0,14.0,0.0,0.0,4.0,0.0,45.8,0.57
Paul George,F,LAC,90,32.0,3.0,9.0,1.0,0.0,2.0,50.1,0.56
DeMar DeRozan,F-G,SAS,87,33.0,5.0,8.0,0.0,0.0,2.0,49.0,0.56
Zach LaVine,F-G,CHI,88,30.0,7.0,6.0,0.0,1.0,1.0,49.4,0.56
Josh Jackson,F-G,DET,76,26.0,4.0,3.0,0.0,2.0,0.0,41.3,0.54
Marcus Morris Sr.,F,LAC,78,33.0,6.0,0.0,1.0,0.0,2.0,41.2,0.53
Nerlens Noel,C-F,NYK,77,9.0,13.0,1.0,1.0,4.0,0.0,41.1,0.53
Dean Wade,C-F,CLE,74,21.0,6.0,2.0,3.0,0.0,1.0,39.2,0.53
Nikola Jokic,C,DEN,95,17.0,10.0,11.0,1.0,1.0,2.0,49.5,0.52
Jimmy Butler,F,MIA,91,20.0,4.0,5.0,4.0,2.0,3.0,47.3,0.52
Ricky Rubio,G,MIN,75,17.0,4.0,9.0,1.0,0.0,0.0,38.3,0.51
Naji Marshall,F,NOP,68,15.0,7.0,4.0,1.0,1.0,1.0,34.4,0.51
Nicolas Batum,F-G,LAC,77,14.0,9.0,3.0,1.0,3.0,2.0,39.3,0.51
Michael Porter Jr.,F,DEN,82,22.0,11.0,0.0,1.0,1.0,0.0,41.2,0.5
Saddiq Bey,F,DET,77,25.0,1.0,2.0,4.0,0.0,3.0,38.2,0.5
Brandon Ingram,F,NOP,85,27.0,4.0,8.0,1.0,0.0,5.0,41.8,0.49
Jayson Tatum,F-G,BOS,90,28.0,10.0,2.0,1.0,0.0,2.0,44.0,0.49
Kyle Lowry,G,TOR,83,19.0,7.0,6.0,3.0,0.0,5.0,40.4,0.49
Khris Middleton,F,MIL,86,21.0,8.0,5.0,1.0,1.0,2.0,42.1,0.49
Brandon Goodwin,G,ATL,70,17.0,5.0,8.0,0.0,0.0,2.0,33.0,0.47
Miles Bridges,F,CHA,75,23.0,7.0,2.0,1.0,0.0,2.0,35.4,0.47
Clint Capela,C,ATL,86,20.0,15.0,3.0,0.0,0.0,2.0,40.5,0.47
Ivica Zubac,C,LAC,79,13.0,10.0,7.0,0.0,1.0,2.0,36.5,0.46
Jakob Poeltl,C,SAS,78,12.0,8.0,2.0,0.0,4.0,1.0,35.6,0.46
Jaylen Brown,F-G,BOS,89,20.0,8.0,3.0,0.0,2.0,0.0,40.1,0.45
Julius Randle,C-F,NYK,87,26.0,8.0,5.0,0.0,0.0,5.0,38.1,0.44
Terry Rozier,G,CHA,82,18.0,6.0,4.0,1.0,1.0,1.0,36.2,0.44
Nikola Vucevic,C,CHI,87,18.0,5.0,5.0,0.0,3.0,2.0,38.5,0.44
Luka Doncic,F-G,DAL,94,29.0,3.0,7.0,1.0,0.0,5.0,41.1,0.44
Cole Anthony,G,ORL,74,12.0,7.0,5.0,1.0,1.0,1.0,32.9,0.44
Daniel Theis,C-F,CHI,78,13.0,7.0,3.0,3.0,0.0,1.0,33.9,0.43
Cedi Osman,F,CLE,73,15.0,3.0,7.0,1.0,1.0,4.0,31.1,0.43
RJ Barrett,F-G,NYK,79,19.0,1.0,5.0,2.0,0.0,0.0,33.7,0.43
Goga Bitadze,C-F,IND,73,7.0,6.0,1.0,0.0,5.0,0.0,30.7,0.42
Ja Morant,G,MEM,86,23.0,2.0,6.0,2.0,0.0,4.0,36.4,0.42
Solomon Hill,F,ATL,70,8.0,7.0,2.0,2.0,1.0,0.0,28.4,0.41
Kyle Anderson,F-G,MEM,81,15.0,5.0,2.0,3.0,0.0,0.0,33.0,0.41
Devonte' Graham,G,CHA,78,16.0,2.0,7.0,1.0,1.0,3.0,31.9,0.41
Isaac Okoro,F-G,CLE,73,19.0,3.0,3.0,1.0,0.0,0.0,30.1,0.41
D'Angelo Russell,G,MIN,83,27.0,2.0,4.0,0.0,0.0,2.0,33.4,0.4
Anthony Edwards,G,MIN,77,15.0,5.0,2.0,3.0,0.0,2.0,31.0,0.4
Kemba Walker,G,BOS,85,14.0,5.0,6.0,1.0,1.0,1.0,34.0,0.4
Tyler Herro,G,MIA,79,14.0,7.0,3.0,2.0,0.0,1.0,31.9,0.4
Troy Brown Jr.,F-G,CHI,73,15.0,7.0,2.0,1.0,0.0,0.0,29.4,0.4
Kendrick Nunn,G,MIA,76,15.0,3.0,4.0,1.0,1.0,1.0,29.6,0.39
Kevin Love,C-F,CLE,80,19.0,5.0,3.0,0.0,1.0,1.0,31.5,0.39
Jrue Holiday,G,MIL,86,12.0,5.0,7.0,1.0,1.0,2.0,32.5,0.38
Josh Richardson,F-G,DAL,77,16.0,5.0,3.0,1.0,0.0,0.0,29.5,0.38
Wendell Carter Jr.,C-F,ORL,80,8.0,7.0,2.0,2.0,2.0,1.0,30.4,0.38
Bobby Portis,F,MIL,80,16.0,10.0,1.0,1.0,0.0,2.0,30.5,0.38
Matthew Dellavedova,G,CLE,70,7.0,3.0,10.0,1.0,0.0,2.0,26.6,0.38
Mo Bamba,C,ORL,74,21.0,5.0,0.0,0.0,1.0,2.0,28.0,0.38
Bryn Forbes,G,MIL,75,13.0,3.0,2.0,3.0,0.0,1.0,27.6,0.37
Bam Adebayo,C-F,MIA,88,22.0,3.0,2.0,2.0,0.0,2.0,32.6,0.37
Thaddeus Young,F,CHI,80,9.0,8.0,3.0,1.0,2.0,3.0,29.1,0.36
Reggie Jackson,G,LAC,77,12.0,5.0,7.0,0.0,1.0,4.0,27.5,0.36
Norman Powell,"['G', 'G']",POR,82,17.0,4.0,2.0,2.0,0.0,1.0,29.8,0.36
