PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,6.0,26.4,10.7,8.4,1.4,0.7,3.1,67.03999999999999,0.58
Russell Westbrook,G,WAS,88,11.0,21.0,10.3,10.3,1.4,0.3,4.7,71.21000000000001,0.56
Luka Doncic,F-G,DAL,94,0.0,28.2,8.0,8.3,1.1,0.6,4.1,51.25,0.55
Karl-Anthony Towns,C-F,MIN,88,6.0,25.0,10.5,4.2,0.7,1.4,3.1,59.1,0.54
Nikola Vucevic,C,CHI,87,3.0,23.5,10.8,3.5,0.9,0.8,1.8,51.01,0.52
Stephen Curry,G,GSW,96,0.0,31.7,5.5,6.3,1.4,0.1,3.4,48.85,0.51
Jimmy Butler,F,MIA,91,2.0,21.3,6.6,7.3,2.1,0.4,2.2,49.47,0.5
Christian Wood,F,HOU,84,1.0,22.4,10.0,1.7,0.9,1.3,2.1,43.45,0.49
Trae Young,G,ATL,87,2.0,24.9,4.0,9.0,1.0,0.2,4.0,46.8,0.49
Bradley Beal,G,WAS,90,0.0,29.4,4.8,4.8,1.2,0.4,3.3,43.86,0.49
Paul George,F,LAC,90,5.0,24.8,6.3,5.6,1.3,0.5,3.2,52.96,0.48
Clint Capela,C,ATL,86,5.0,15.9,13.6,0.9,0.7,2.0,1.3,50.37,0.47
Bam Adebayo,C-F,MIA,88,2.0,18.1,9.3,5.2,1.1,1.4,2.8,45.76,0.47
Brandon Ingram,F,NOP,85,2.0,24.3,4.8,4.8,0.7,0.6,2.4,42.76,0.46
Pascal Siakam,F,TOR,83,2.0,20.3,6.8,4.3,1.1,0.7,2.3,42.01,0.46
Zion Williamson,F,NOP,90,2.0,25.9,6.9,3.7,0.9,0.6,2.5,45.73,0.46
Oshae Brissett,F-G,IND,67,2.0,15.3,6.0,1.1,1.2,1.1,0.9,34.15,0.45
Fred VanVleet,G,TOR,84,2.0,19.5,4.1,6.0,1.7,0.6,2.1,42.22,0.45
Rudy Gobert,C,UTA,88,1.0,14.1,13.3,1.2,0.5,2.6,1.5,41.66,0.45
