PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Giannis Antetokounmpo,F,MIL,96,2.0,27.6,11.3,6.1,1.2,1.3,3.7,58.11,0.56
Luka Doncic,F-G,DAL,94,0.0,28.1,8.0,8.2,1.0,0.7,4.2,50.9,0.54
Karl-Anthony Towns,C-F,MIN,88,6.0,24.2,10.1,4.1,0.7,1.4,3.1,57.67,0.52
Stephen Curry,G,GSW,96,0.0,31.7,5.4,6.0,1.3,0.2,3.3,48.38,0.5
Kyrie Irving,G,BKN,91,4.0,27.2,4.5,6.1,1.3,0.6,2.4,53.05,0.5
Christian Wood,F,HOU,84,0.0,22.3,9.9,1.7,1.0,1.5,2.1,42.13,0.5
Kevin Durant,F,BKN,96,0.0,27.8,7.3,5.3,0.7,1.3,3.6,46.91,0.49
Pascal Siakam,F,TOR,83,2.0,21.2,7.0,4.3,1.1,0.7,2.2,43.25,0.47
Damian Lillard,G,POR,94,0.0,27.9,4.1,7.2,0.9,0.2,3.0,43.92,0.47
Fred VanVleet,G,TOR,84,2.0,20.0,4.0,6.3,1.8,0.7,2.1,43.65,0.47
Caris LeVert,G,IND,83,3.0,19.9,4.9,5.4,1.5,0.6,2.4,43.78,0.46
Jaylen Brown,F-G,BOS,88,2.0,23.9,5.6,3.6,1.4,0.5,2.6,43.12,0.44
Khris Middleton,F,MIL,85,0.0,19.8,5.4,5.5,1.3,0.2,2.6,36.43,0.43
Andrew Wiggins,F-G,GSW,80,1.0,20.2,5.4,2.6,1.0,1.0,2.1,36.48,0.43
Kelly Olynyk,C-F,HOU,78,1.0,15.8,8.0,2.6,1.2,0.8,2.0,35.3,0.43
Malcolm Brogdon,G,IND,84,2.0,20.8,4.5,6.0,0.9,0.2,2.0,40.5,0.43
OG Anunoby,F,TOR,79,0.0,16.4,6.4,2.2,1.7,0.8,1.9,32.98,0.42
Kyle Lowry,G,TOR,83,0.0,17.4,5.1,7.3,1.0,0.2,2.8,35.27,0.42
Draymond Green,F,GSW,80,1.0,7.6,6.7,8.8,1.8,0.8,3.0,35.64,0.42
Terry Rozier,G,CHA,82,1.0,20.1,4.2,3.6,1.3,0.4,1.9,35.74,0.41
Jrue Holiday,G,MIL,87,2.0,17.4,4.4,5.5,1.7,0.5,2.2,39.33,0.41
D'Angelo Russell,G,MIN,83,0.0,19.4,2.9,5.1,1.1,0.4,2.9,32.13,0.39
Miles Bridges,F,CHA,75,1.0,14.0,7.1,2.3,0.7,0.8,1.9,30.57,0.38
Jalen McDaniels,C-F,CHA,70,0.0,13.2,6.0,1.8,1.0,0.6,2.2,25.7,0.37
Enes Kanter,C,POR,81,1.0,12.1,11.2,1.2,0.5,0.9,1.3,32.239999999999995,0.37
Kevin Porter Jr.,F-G,HOU,77,1.0,14.3,3.5,5.6,0.9,0.3,3.1,29.4,0.36
Jae'Sean Tate,F,HOU,78,0.0,12.9,6.3,2.4,1.3,0.6,1.3,28.46,0.36
Anthony Edwards,G,MIN,81,2.0,17.3,4.4,2.7,1.1,0.4,2.1,33.03,0.36
Norman Powell,"['G', 'G']",POR,82,0.0,19.1,3.3,2.0,1.3,0.3,1.8,29.06,0.35
Robert Covington,F,POR,77,1.0,9.5,6.7,1.7,1.5,1.1,1.2,28.69,0.35
Oshae Brissett,F-G,IND,67,1.0,13.9,3.9,0.9,0.9,0.4,0.9,24.93,0.34
Devonte' Graham,G,CHA,78,0.0,14.1,2.7,4.8,1.0,0.1,1.5,26.34,0.34
Marcus Smart,G,BOS,80,0.0,12.6,3.2,5.1,1.3,0.4,1.7,27.49,0.34
Jusuf Nurkic,C,POR,80,1.0,9.7,7.4,2.8,0.9,1.0,2.0,28.48,0.33
T.J. McConnell,G,IND,78,0.0,8.1,3.5,6.1,1.5,0.3,1.8,25.05,0.32
Ricky Rubio,G,MIN,76,0.0,8.5,3.1,6.2,1.4,0.1,1.8,24.22,0.32
Darius Bazley,F-G,OKC,76,0.0,12.5,6.9,1.5,0.5,0.5,2.0,24.03,0.32
Aleksej Pokusevski,C,OKC,73,0.0,9.5,6.2,2.1,0.5,1.1,2.1,22.79,0.31
Brook Lopez,C,MIL,79,0.0,11.7,5.3,0.8,0.6,1.5,0.9,24.66,0.31
Dorian Finney-Smith,F,DAL,73,0.0,9.4,5.6,1.5,0.8,0.5,0.7,21.57,0.3
Theo Maledon,G,OKC,75,0.0,10.9,3.8,3.7,1.0,0.1,2.3,22.01,0.29
Donte DiVincenzo,G,MIL,77,0.0,9.9,5.0,2.8,1.1,0.2,1.3,22.7,0.29
Justin Holiday,F-G,IND,75,0.0,10.6,3.7,1.6,1.2,0.4,0.8,21.44,0.29
