PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Bobby Portis,F,MIL,81,12,0.0,12.25,7.33,1.5,0.83,0.42,1.33,25.72,0.32
Joe Harris,F-G,BKN,79,12,0.0,15.42,3.17,2.33,0.92,0.33,1.0,25.47,0.32
Jeff Green,F,BKN,76,12,0.0,12.08,4.25,3.0,0.58,0.67,0.75,24.68,0.32
Landry Shamet,G,BKN,71,11,0.0,14.45,2.0,3.18,0.64,0.09,1.18,22.63,0.32
Brook Lopez,C,MIL,79,11,0.0,14.09,4.64,0.64,0.55,1.18,0.82,24.97,0.32
Furkan Korkmaz,F-G,PHI,72,10,1.0,13.3,2.0,1.8,1.7,0.1,0.9,24.9,0.32
John Collins,C-F,ATL,85,7,1.0,15.71,6.43,1.14,0.29,0.57,1.57,28.14,0.31
Danny Green,F-G,PHI,75,10,0.0,8.9,3.9,1.9,1.5,0.7,0.7,22.33,0.3
Mikal Bridges,F,PHX,83,12,1.0,13.0,3.42,1.83,1.25,0.75,0.75,27.1,0.3
Talen Horton-Tucker,G,LAL,75,11,1.0,10.73,2.91,3.82,1.45,0.0,1.64,24.67,0.3
Cedi Osman,F,CLE,73,6,0.0,10.67,3.0,3.33,0.83,0.33,1.83,20.93,0.29
Robert Covington,F,POR,77,12,1.0,6.5,6.33,1.75,0.83,1.17,0.75,23.98,0.29
De'Anthony Melton,G,MEM,77,6,1.0,9.5,3.33,3.0,1.33,0.5,1.17,24.33,0.29
Daniel Theis,C-F,CHI,77,12,1.0,10.5,5.42,1.92,0.58,0.5,1.08,24.04,0.29
Gary Harris,G,ORL,73,10,0.0,12.2,1.9,2.7,0.5,0.5,1.0,20.53,0.28
Tristan Thompson,C-F,BOS,78,12,0.0,7.58,7.17,1.58,0.58,1.0,1.5,21.81,0.28
Thaddeus Young,F,CHI,82,12,0.0,10.67,4.67,3.67,0.75,0.42,2.0,23.27,0.28
Isaac Okoro,F-G,CLE,73,12,0.0,10.33,3.17,1.92,1.08,0.25,0.67,20.34,0.28
Donte DiVincenzo,G,MIL,77,9,0.0,8.67,5.44,2.89,0.89,0.33,1.44,21.76,0.28
Blake Griffin,F,BKN,78,11,0.0,9.91,4.55,2.36,0.82,0.73,1.64,21.91,0.28
Keldon Johnson,F-G,SAS,80,12,0.0,12.08,6.0,1.42,0.58,0.08,1.0,22.41,0.28
Drew Eubanks,C-F,SAS,75,12,0.0,8.08,6.17,0.83,0.92,0.92,1.08,21.15,0.28
Danilo Gallinari,F,ATL,80,5,0.0,13.6,4.2,1.2,0.4,0.0,0.4,21.24,0.27
Carmelo Anthony,F,POR,79,12,0.0,13.83,3.08,1.0,0.5,0.25,0.75,20.53,0.26
Rudy Gay,F-G,SAS,79,11,0.0,11.36,4.18,1.09,0.36,0.64,0.82,20.2,0.26
Maurice Harkless,F-G,SAC,72,12,0.0,7.08,3.17,1.25,1.25,0.92,0.67,18.59,0.26
Dwayne Bacon,F-G,ORL,71,12,0.0,11.67,3.0,1.08,0.75,0.0,0.5,18.64,0.26
