PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,8.0,21.2,9.6,9.9,1.4,0.5,4.7,64.57,0.55
Giannis Antetokounmpo,F,MIL,96,1.0,27.4,10.5,5.9,1.0,1.2,3.6,53.85,0.54
Nikola Vucevic,C,CHI,87,2.0,25.2,11.1,3.6,0.9,0.7,1.9,50.82,0.54
Stephen Curry,G,GSW,96,0.0,30.4,5.6,6.3,1.4,0.2,3.3,48.07,0.5
Bradley Beal,G,WAS,90,0.0,29.7,4.9,5.0,1.1,0.4,3.2,44.38,0.49
Jayson Tatum,F-G,BOS,89,1.0,25.7,6.7,4.3,1.3,0.5,2.6,44.99,0.48
Jaylen Brown,F-G,BOS,88,2.0,25.0,5.9,3.7,1.3,0.5,2.8,44.23,0.46
Jonas Valanciunas,C,MEM,83,2.0,17.8,12.9,1.9,0.6,0.8,1.9,42.43,0.46
Jarrett Allen,C,CLE,84,0.0,14.5,11.2,1.8,0.6,2.0,1.6,36.84,0.44
Chris Paul,G,PHX,88,1.0,16.6,4.7,8.3,1.5,0.3,2.4,39.69,0.43
DeMar DeRozan,F-G,SAS,87,1.0,20.2,4.2,6.6,1.0,0.3,1.9,39.14,0.43
Ja Morant,G,MEM,85,1.0,20.0,3.8,7.7,1.0,0.2,3.3,38.41,0.43
Jrue Holiday,G,MIL,87,2.0,18.5,4.8,5.7,1.8,0.5,2.5,41.21,0.43
Jerami Grant,F,DET,83,0.0,21.9,5.2,2.8,0.7,1.1,2.0,35.74,0.43
Andrew Wiggins,F-G,GSW,80,1.0,19.7,5.2,2.5,0.9,1.0,2.1,35.29,0.42
Draymond Green,F,GSW,80,1.0,7.6,6.6,8.8,1.7,0.8,3.0,35.22,0.42
Khris Middleton,F,MIL,85,0.0,19.9,5.3,5.3,1.1,0.2,2.8,35.31,0.42
Devin Booker,G,PHX,89,3.0,25.4,4.0,4.5,0.8,0.2,3.0,42.95,0.42
Kemba Walker,G,BOS,83,0.0,19.9,4.1,5.2,1.1,0.3,2.3,34.52,0.42
Marcus Smart,G,BOS,80,0.0,14.7,3.6,6.1,1.7,0.6,2.0,33.07,0.41
Collin Sexton,G,CLE,83,0.0,22.8,3.2,4.0,1.1,0.1,2.6,33.64,0.41
Dejounte Murray,G,SAS,82,0.0,15.0,5.9,4.8,1.6,0.1,1.8,32.58,0.4
Kyle Anderson,F-G,MEM,81,0.0,14.0,6.0,3.4,1.3,0.7,1.5,30.8,0.38
Deandre Ayton,C,PHX,84,0.0,14.0,10.3,1.3,0.4,1.2,1.6,31.51,0.38
Darius Garland,G,CLE,79,1.0,17.0,2.6,6.0,1.3,0.1,3.0,32.32,0.38
Derrick White,G,SAS,77,0.0,16.2,3.3,3.5,0.9,0.9,1.5,29.31,0.38
Jakob Poeltl,C,SAS,78,1.0,9.3,9.3,2.0,0.7,1.9,1.5,31.76,0.38
Dillon Brooks,F-G,MEM,76,0.0,17.6,3.2,2.6,1.3,0.3,2.0,28.14,0.37
Saddiq Bey,F,DET,77,0.0,16.1,5.4,2.0,0.9,0.1,1.2,27.38,0.36
Rui Hachimura,F,WAS,79,0.0,14.5,6.1,1.8,0.9,0.1,1.3,26.22,0.33
Coby White,G,CHI,76,0.0,13.4,3.9,4.0,0.5,0.2,2.0,24.18,0.32
Kevin Love,C-F,CLE,80,0.0,12.2,7.2,2.5,0.9,0.2,2.2,25.69,0.32
Mikal Bridges,F,PHX,83,1.0,12.9,4.9,2.1,0.9,0.8,0.8,28.23,0.32
Thaddeus Young,F,CHI,82,0.0,10.4,5.1,4.1,1.2,0.5,1.8,25.97,0.32
Grayson Allen,G,MEM,77,0.0,13.0,4.0,2.5,1.2,0.2,1.2,24.55,0.32
Brook Lopez,C,MIL,79,0.0,11.0,5.3,0.8,0.6,1.6,0.8,24.36,0.31
Keldon Johnson,F-G,SAS,80,0.0,12.4,5.8,1.7,0.6,0.5,1.1,24.11,0.3
Jae Crowder,F,PHX,77,0.0,11.0,5.2,2.1,0.8,0.4,1.0,22.99,0.3
Tristan Thompson,C-F,BOS,78,0.0,9.7,9.8,1.2,0.2,0.4,1.3,23.76,0.3
Bobby Portis,F,MIL,81,0.0,10.5,6.7,1.0,0.8,0.4,0.9,22.74,0.28
Isaiah Stewart,C-F,DET,78,0.0,7.8,6.8,1.0,0.7,1.2,1.1,22.06,0.28
Daniel Gafford,C-F,WAS,78,0.0,7.7,5.9,0.9,0.7,1.5,1.1,21.63,0.28
Isaac Okoro,F-G,CLE,73,0.0,9.6,3.4,2.1,1.1,0.4,1.7,19.63,0.27
Kevon Looney,F,GSW,77,0.0,6.3,6.2,2.3,0.8,0.8,1.0,20.99,0.27
Rudy Gay,F-G,SAS,79,0.0,10.8,4.6,1.5,0.7,0.5,1.0,21.17,0.27
Larry Nance Jr.,C-F,CLE,77,0.0,7.5,4.7,2.3,1.3,0.4,1.1,20.59,0.27
Patrick Williams,F,CHI,76,0.0,9.8,4.8,1.4,0.8,0.7,1.4,20.76,0.27
Pat Connaughton,F-G,MIL,74,0.0,7.8,5.2,1.4,0.8,0.4,0.6,19.14,0.26
Mason Plumlee,C-F,DET,81,0.0,7.8,6.8,2.4,0.5,0.6,1.4,21.46,0.26
Josh Jackson,F-G,DET,76,0.0,9.8,3.3,1.9,0.9,0.7,1.7,19.71,0.26
Daniel Theis,C-F,CHI,77,0.0,8.4,4.9,1.4,0.6,0.8,0.8,19.78,0.26
Jeff Teague,G,MIL,73,0.0,7.8,2.2,3.1,1.2,0.2,1.4,17.89,0.25
Deni Avdija,F,WAS,74,0.0,8.0,5.2,1.3,0.7,0.3,0.9,18.29,0.25
Lauri Markkanen,C-F,CHI,80,0.0,12.1,4.4,0.7,0.3,0.3,0.9,19.33,0.24
Kent Bazemore,F-G,GSW,76,0.0,6.8,3.5,2.3,1.0,0.6,1.3,17.95,0.24
Drew Eubanks,C-F,SAS,75,0.0,6.6,4.8,1.0,0.4,1.4,1.0,18.26,0.24
Killian Hayes,G,DET,73,0.0,6.8,2.3,4.2,0.8,0.3,2.4,16.76,0.23
Desmond Bane,G,MEM,74,0.0,9.6,3.3,1.4,0.7,0.2,1.0,17.36,0.23
Taurean Prince,F,CLE,73,0.0,7.8,3.1,1.5,0.5,0.5,0.9,15.87,0.22
Alex Len,C,WAS,76,0.0,6.8,4.1,0.9,0.2,1.1,1.0,15.97,0.21
Jordan Poole,G,GSW,77,0.0,10.8,1.8,1.8,0.3,0.1,0.9,15.96,0.21
Cameron Payne,G,PHX,77,0.0,7.0,2.1,3.4,0.7,0.2,1.1,16.22,0.21
Cameron Johnson,F,PHX,78,0.0,9.2,2.9,1.2,0.6,0.3,0.6,16.58,0.21
Luke Kornet,C-F,BOS,73,0.0,5.1,3.3,0.9,0.3,1.2,0.3,14.61,0.2
Ish Smith,G,WAS,73,0.0,5.0,2.8,4.1,0.4,0.1,1.2,14.81,0.2
Xavier Tillman,F,MEM,76,0.0,5.2,3.8,1.2,0.8,0.6,0.6,15.16,0.2
Damion Lee,F-G,GSW,73,0.0,6.4,3.2,1.2,0.6,0.2,0.6,13.84,0.19
Bryn Forbes,G,MIL,73,0.0,10.3,1.5,0.9,0.2,0.0,0.4,13.65,0.19
Isaac Bonga,G,WAS,71,0.0,5.0,3.9,1.0,1.0,0.0,1.0,13.18,0.19
Dario Saric,C-F,PHX,79,0.0,8.3,3.9,1.2,0.3,0.0,1.2,14.48,0.18
Tyus Jones,G,MEM,75,0.0,4.3,1.5,2.8,1.0,0.1,0.4,13.2,0.18
