PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
LeBron James,F-G,LAL,97,0.0,28.4,8.8,9.0,1.3,0.6,4.3,53.86,0.56
Nikola Jokic,C,DEN,96,8.0,26.0,10.5,8.1,1.3,0.7,3.2,69.55,0.56
Damian Lillard,G,POR,94,3.0,32.5,4.8,8.3,1.1,0.2,3.3,57.31,0.55
Jusuf Nurkic,C,POR,82,3.0,16.0,11.6,4.2,1.4,1.4,2.6,48.02,0.51
Devin Booker,G,PHX,89,3.0,28.3,4.7,4.6,1.0,0.3,3.3,47.44,0.47
Deandre Ayton,C,PHX,85,0.0,16.5,12.4,1.5,0.8,1.3,1.7,38.23,0.45
Michael Porter Jr.,F,DEN,85,3.0,20.1,8.3,1.2,0.7,1.0,1.3,41.66,0.42
Norman Powell,G,POR,81,0.0,21.0,3.8,2.3,1.3,0.2,2.0,31.51,0.39
Dennis Schroder,G,LAL,77,1.0,15.5,3.5,5.5,1.2,0.2,2.7,31.45,0.38
Aaron Gordon,F,DEN,79,0.0,14.4,6.3,3.8,0.7,0.7,2.2,29.66,0.38
Robert Covington,F,POR,77,1.0,10.0,7.0,1.8,1.5,1.2,1.1,30.1,0.36
Mikal Bridges,F,PHX,83,1.0,14.5,4.7,2.1,1.3,0.8,0.9,30.69,0.35
Jae Crowder,F,PHX,77,0.0,12.5,5.9,2.2,1.0,0.7,1.1,26.88,0.35
Cameron Payne,G,PHX,77,0.0,12.7,3.6,4.6,0.9,0.6,1.7,26.72,0.35
Austin Rivers,G,DEN,74,0.0,11.9,3.3,3.3,1.3,0.1,1.4,23.61,0.32
Andre Drummond,C,LAL,83,0.0,10.9,8.6,1.3,1.1,0.8,1.9,26.97,0.32
Monte Morris,G,DEN,79,0.0,12.3,2.2,3.6,0.8,0.4,0.8,23.14,0.29
Facundo Campazzo,G,DEN,74,1.0,7.6,2.8,3.8,1.3,0.2,1.3,21.86,0.27
Kyle Kuzma,F,LAL,77,0.0,10.9,5.1,1.4,0.4,0.5,1.4,20.42,0.27
Carmelo Anthony,F,POR,79,0.0,12.5,3.0,1.3,0.6,0.4,0.8,20.25,0.26
Alex Caruso,G,LAL,73,0.0,6.9,3.0,2.9,1.1,0.2,1.4,17.35,0.24
