PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Enes Kanter,C,POR,81,24.0,30.0,2.0,1.0,2.0,4.0,68.0,0.84
Gary Trent Jr.,F-G,TOR,78,44.0,7.0,4.0,1.0,0.0,1.0,60.4,0.77
Donovan Mitchell,G,UTA,88,42.0,3.0,4.0,1.0,1.0,0.0,57.6,0.65
Isaiah Hartenstein,C-F,CLE,76,12.0,8.0,6.0,3.0,4.0,2.0,49.6,0.65
Furkan Korkmaz,F-G,PHI,73,20.0,4.0,2.0,5.0,1.0,1.0,44.8,0.61
Malachi Flynn,G,TOR,71,20.0,2.0,11.0,2.0,0.0,3.0,41.9,0.59
Devin Booker,G,PHX,89,27.0,6.0,6.0,2.0,1.0,1.0,51.2,0.58
Joel Embiid,C-F,PHI,95,27.0,9.0,4.0,0.0,4.0,2.0,53.8,0.57
Russell Westbrook,G,WAS,86,17.0,11.0,14.0,1.0,0.0,5.0,49.2,0.57
De'Aaron Fox,G,SAC,87,30.0,2.0,8.0,2.0,0.0,1.0,49.4,0.57
Tony Bradley,C-F,OKC,76,16.0,14.0,1.0,0.0,3.0,1.0,42.3,0.56
Stephen Curry,G,GSW,96,38.0,8.0,5.0,1.0,0.0,5.0,53.1,0.55
John Wall,G,HOU,82,30.0,2.0,7.0,1.0,1.0,6.0,42.9,0.52
Richaun Holmes,C-F,SAC,82,25.0,10.0,1.0,1.0,1.0,2.0,42.5,0.52
Andrew Wiggins,F-G,GSW,79,25.0,6.0,3.0,0.0,2.0,2.0,40.7,0.52
Talen Horton-Tucker,G,LAL,75,14.0,3.0,11.0,3.0,0.0,4.0,39.1,0.52
Buddy Hield,G,SAC,77,19.0,5.0,7.0,1.0,0.0,0.0,38.5,0.5
Jordan Poole,G,GSW,72,21.0,1.0,4.0,3.0,0.0,2.0,35.2,0.49
Mike Conley,G,UTA,84,26.0,6.0,4.0,1.0,0.0,3.0,39.2,0.47
Kelly Olynyk,C-F,HOU,74,18.0,11.0,3.0,0.0,0.0,1.0,34.7,0.47
Damian Lillard,G,POR,94,27.0,3.0,10.0,0.0,0.0,1.0,44.6,0.47
Darius Garland,G,CLE,79,19.0,2.0,8.0,2.0,0.0,3.0,36.4,0.46
Jae'Sean Tate,F,HOU,77,7.0,11.0,1.0,4.0,1.0,1.0,35.7,0.46
Collin Sexton,G,CLE,83,29.0,0.0,5.0,1.0,0.0,2.0,37.5,0.45
Andre Drummond,C,LAL,83,20.0,11.0,0.0,1.0,1.0,3.0,36.2,0.44
CJ McCollum,G,POR,87,26.0,4.0,3.0,0.0,1.0,0.0,38.3,0.44
Deandre Ayton,C,PHX,84,14.0,10.0,1.0,2.0,1.0,0.0,36.5,0.43
Maurice Harkless,F-G,SAC,72,11.0,8.0,0.0,2.0,2.0,2.0,30.6,0.43
D.J. Augustin,G,HOU,73,19.0,3.0,6.0,0.0,0.0,0.0,31.6,0.43
Royce O'Neale,F,UTA,75,5.0,14.0,3.0,2.0,1.0,3.0,32.3,0.43
Alfonzo McKinnie,F,LAL,71,10.0,9.0,4.0,1.0,0.0,0.0,29.799999999999997,0.42
Chris Paul,G,PHX,88,13.0,5.0,10.0,1.0,0.0,0.0,37.0,0.42
