PLAYER_NAME,POSITION,TEAM,RATING,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Nikola Jokic,C,DEN,95,26.4,10.8,8.2,1.5,0.6,3.0,54.96,0.58
Luka Doncic,F-G,DAL,93,27.7,8.4,8.9,1.1,0.6,4.1,52.13,0.56
James Harden,G,BKN,95,27.3,7.5,10.5,1.1,0.7,4.2,53.25,0.56
Karl-Anthony Towns,C-F,MIN,89,24.2,11.4,4.2,0.9,1.8,3.5,48.78,0.55
Trae Young,G,ATL,87,25.7,4.4,9.5,0.9,0.2,4.2,44.33,0.51
Nikola Vucevic,C,ORL,87,23.2,11.0,3.4,0.9,0.7,1.7,44.6,0.51
Domantas Sabonis,C-F,IND,87,20.5,11.0,5.9,1.0,0.6,3.3,44.05,0.51
Christian Wood,F,HOU,85,21.8,10.2,1.4,0.9,1.6,1.8,41.84,0.49
Kawhi Leonard,F,LAC,96,26.2,6.2,4.9,1.7,0.6,2.1,45.79,0.48
Zach LaVine,F-G,CHI,88,27.4,5.0,5.2,1.1,0.4,3.8,41.9,0.48
Fred VanVleet,G,TOR,85,20.7,4.3,6.4,1.7,0.7,2.1,40.56,0.48
De'Aaron Fox,G,SAC,86,23.2,3.8,7.3,1.3,0.4,3.2,40.61,0.47
Jayson Tatum,F-G,BOS,90,24.7,6.6,4.2,1.3,0.4,2.4,41.62,0.46
Paul George,F,LAC,90,24.1,5.9,5.2,1.3,0.5,3.3,41.08,0.46
Victor Oladipo,G,HOU,81,21.2,5.2,4.7,1.4,0.4,2.5,37.39,0.46
Clint Capela,C,ATL,86,14.7,13.7,0.9,0.7,2.2,1.5,39.69,0.46
Donovan Mitchell,G,UTA,88,25.6,4.7,5.5,1.1,0.3,3.0,40.69,0.46
Richaun Holmes,C-F,SAC,81,15.6,10.2,2.0,0.8,1.8,1.6,37.04,0.46
Rudy Gobert,C,UTA,88,14.0,13.5,1.2,0.5,2.6,1.7,39.6,0.45
Pascal Siakam,F,TOR,84,19.8,6.9,4.4,1.1,0.7,2.2,37.88,0.45
Shai Gilgeous-Alexander,F-G,OKC,87,23.4,4.9,5.7,0.8,0.6,3.0,39.03,0.45
Aaron Gordon,F,ORL,80,16.5,8.1,4.6,0.8,0.8,3.0,34.92,0.44
Kristaps Porzingis,C-F,DAL,86,20.9,8.1,1.3,0.5,1.6,1.3,37.57,0.44
Ja Morant,G,MEM,86,20.5,3.7,8.1,1.2,0.2,3.2,38.09,0.44
Chris Boucher,C-F,TOR,80,16.5,7.8,1.1,0.8,2.1,0.9,35.31,0.44
