PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Julius Randle,C-F,NYK,87,10,4.0,26.9,8.1,5.2,1.1,0.2,2.9,53.42,0.52
Luka Doncic,F-G,DAL,94,9,1.0,27.0,8.78,8.89,1.0,0.11,5.0,51.2,0.52
Nikola Vucevic,C,CHI,87,8,5.0,20.88,13.38,4.5,0.88,0.62,2.62,55.55,0.52
Jayson Tatum,F-G,BOS,89,9,4.0,27.78,8.44,5.11,0.78,0.44,3.44,53.8,0.51
Kemba Walker,G,BOS,83,4,0.0,29.25,4.25,3.75,1.0,0.5,1.75,42.72,0.51
Jimmy Butler,F,MIA,91,8,2.0,22.12,6.25,6.88,2.38,0.25,2.25,49.56,0.5
Anthony Edwards,G,MIN,81,10,3.0,24.4,6.4,3.7,1.3,0.7,3.0,46.63,0.5
Lonzo Ball,G,NOP,80,10,4.0,17.6,7.2,6.7,2.1,0.4,3.6,48.19,0.5
Karl-Anthony Towns,C-F,MIN,88,10,6.0,24.3,9.4,4.5,0.7,0.5,3.5,54.43,0.48
Bam Adebayo,C-F,MIA,88,9,2.0,18.0,7.11,6.11,2.22,0.67,2.0,46.37,0.48
Paul George,F,LAC,90,9,5.0,25.11,8.56,4.0,1.22,0.56,4.0,52.71,0.47
Mason Plumlee,C-F,DET,81,4,1.0,13.0,12.5,5.0,0.25,1.25,2.0,40.0,0.47
Buddy Hield,G,SAC,77,10,0.0,17.9,6.2,5.0,1.2,0.7,2.3,36.24,0.47
Mo Bamba,C,ORL,75,10,2.0,12.0,10.4,1.2,0.8,2.3,1.3,38.28,0.46
Chris Paul,G,PHX,88,10,2.0,19.1,4.1,9.3,1.1,0.6,2.5,44.57,0.46
Collin Sexton,G,CLE,83,7,0.0,25.14,4.57,4.86,1.0,0.29,3.43,38.34,0.46
LaMelo Ball,G,CHA,85,5,0.0,15.8,6.0,6.8,1.8,0.6,3.4,37.0,0.44
Coby White,G,CHI,76,10,0.0,18.7,3.5,5.5,0.6,0.5,2.7,31.75,0.42
D'Angelo Russell,G,MIN,83,10,0.0,18.2,2.6,7.6,1.0,0.3,2.9,33.72,0.41
P.J. Washington,F,CHA,80,9,1.0,18.89,5.89,2.11,1.0,0.89,1.67,35.12,0.41
Delon Wright,G,SAC,77,10,2.0,11.6,4.9,4.7,2.1,0.9,1.6,35.93,0.41
Terry Rozier,G,CHA,82,10,1.0,18.1,4.1,5.8,0.8,0.4,1.3,36.02,0.41
Devin Booker,G,PHX,89,10,3.0,26.4,3.9,3.7,0.4,0.1,2.6,41.53,0.4
