PLAYER_NAME,POSITION,TEAM,RATING,GP,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Jonas Valanciunas,C,MEM,83,3,4.0,24.33,13.33,2.0,0.33,2.0,1.0,57.33,0.59
Stephen Curry,G,GSW,96,4,0.0,38.0,4.75,5.75,1.25,0.25,3.5,53.32,0.56
Draymond Green,F,GSW,80,4,3.0,13.0,7.25,10.75,2.25,0.5,2.0,50.08,0.55
Dillon Brooks,F-G,MEM,76,4,1.0,23.25,3.5,3.25,1.5,1.0,1.0,40.83,0.51
Andrew Wiggins,F-G,GSW,80,4,2.0,22.75,6.25,2.0,0.5,0.5,1.5,38.75,0.43
Ja Morant,G,MEM,85,4,2.0,16.0,5.0,9.25,0.75,0.0,4.0,38.12,0.4
Jaren Jackson Jr.,C-F,MEM,83,3,0.0,12.67,6.67,1.67,1.33,2.67,2.0,33.17,0.4
Kyle Anderson,F-G,MEM,81,4,0.0,13.25,4.5,4.75,1.0,1.75,1.25,32.78,0.4
Juan Toscano-Anderson,F,GSW,74,5,1.0,8.4,6.8,5.2,1.6,0.4,1.6,30.76,0.39
Jordan Poole,G,GSW,77,5,1.0,21.8,2.8,1.6,0.4,0.2,1.6,29.76,0.36
Justise Winslow,F-G,MEM,75,2,0.0,12.5,7.5,3.0,0.0,0.0,1.5,24.5,0.33
Brandon Clarke,F-G,MEM,81,4,0.0,9.0,4.75,0.75,1.25,1.25,0.25,23.08,0.28
Nico Mannion,G,GSW,69,2,0.0,7.0,5.0,5.0,0.0,0.0,2.0,18.5,0.27
Kent Bazemore,F-G,GSW,76,5,1.0,11.4,3.4,1.6,1.2,0.2,1.6,22.48,0.27
John Konchar,G,MEM,74,4,0.0,10.5,5.0,1.75,0.0,0.25,0.25,19.62,0.27
Kevon Looney,F,GSW,77,5,0.0,4.8,10.2,2.4,0.0,0.2,0.6,20.64,0.27
Killian Tillie,C-F,MEM,67,2,0.0,9.5,3.5,1.5,0.0,0.5,0.5,16.95,0.25
Desmond Bane,G,MEM,74,5,0.0,7.6,2.4,1.8,0.8,0.6,0.6,16.78,0.23
Mychal Mulder,G,GSW,71,5,0.0,10.0,1.4,0.8,0.2,0.4,0.2,14.48,0.2
De'Anthony Melton,G,MEM,77,5,1.0,4.8,1.8,2.0,1.4,0.8,1.2,17.36,0.2
Tim Frazier,G,MEM,72,2,0.0,2.0,2.0,4.5,0.5,0.5,0.5,13.65,0.19
Tyus Jones,G,MEM,75,5,0.0,5.0,2.0,2.6,0.6,0.0,0.6,12.5,0.17
Xavier Tillman,F,MEM,76,5,0.0,5.4,3.4,0.6,0.4,0.6,1.6,11.78,0.16
Jontay Porter,C-F,MEM,68,2,0.0,5.5,2.0,0.0,0.5,0.5,1.0,9.9,0.15
Alen Smailagic,F,GSW,71,2,0.0,5.5,2.0,0.5,0.5,0.5,1.5,10.15,0.14
