PLAYER_NAME,POSITION,TEAM,RATING,TOP5,PTS,REB,AST,STL,BLK,TOV,SCR,AVG
Russell Westbrook,G,WAS,88,16.0,27.8,12.0,13.9,1.4,0.4,4.8,95.65,0.72
Khyri Thomas,G,HOU,68,0.0,19.9,3.9,2.0,3.3,1.2,1.2,39.88,0.59
Luka Doncic,F-G,DAL,94,1.0,28.0,7.3,8.2,1.0,0.5,3.8,51.76,0.53
Clint Capela,C,ATL,86,5.0,16.7,15.5,0.9,0.7,1.7,1.1,52.75,0.5
Trae Young,G,ATL,87,2.0,25.1,4.0,8.8,1.0,0.2,3.9,46.8,0.49
Kevin Durant,F,BKN,96,1.0,27.2,7.1,5.3,0.8,1.2,3.5,48.17,0.48
Rudy Gobert,C,UTA,88,2.0,14.9,13.2,1.4,0.6,2.5,1.7,44.44,0.46
Jayson Tatum,F-G,BOS,89,4.0,24.5,7.0,4.0,1.1,0.4,2.5,48.9,0.46
Evan Fournier,F-G,BOS,81,0.0,21.7,5.4,3.8,1.3,0.7,2.3,37.58,0.46
DeMar DeRozan,F-G,SAS,87,3.0,22.2,4.5,6.4,0.9,0.3,1.8,45.0,0.45
Damian Lillard,G,POR,94,1.0,26.2,4.2,6.7,1.0,0.3,2.9,44.29,0.45
Lonzo Ball,G,NOP,80,4.0,16.5,4.9,5.7,1.4,0.6,2.4,42.53,0.43
Jordan Clarkson,G,UTA,82,1.0,23.4,4.9,2.6,1.0,0.2,2.0,36.78,0.42
Bogdan Bogdanovic,G,ATL,79,4.0,19.7,4.4,3.4,1.1,0.3,1.4,40.88,0.42
Dejounte Murray,G,SAS,82,2.0,17.1,6.4,4.6,1.3,0.1,1.7,38.18,0.42
James Johnson,F,NOP,78,1.0,13.2,6.4,3.4,1.4,1.4,2.2,34.18,0.41
Jusuf Nurkic,C,POR,80,1.0,12.0,9.5,3.8,1.0,0.9,2.3,34.5,0.41
Bojan Bogdanovic,F,UTA,76,1.0,22.3,4.2,2.1,0.8,0.1,1.7,33.489999999999995,0.41
Collin Sexton,G,CLE,83,0.0,22.0,3.2,3.8,1.1,0.2,2.6,32.84,0.4
Jarrett Allen,C,CLE,84,1.0,13.9,10.1,1.8,0.6,1.4,1.5,35.22,0.4
Kelly Olynyk,C-F,HOU,78,5.0,14.3,7.6,2.5,1.2,0.8,2.0,41.17,0.4
Joe Ingles,F-G,UTA,81,1.0,14.1,4.2,7.4,0.9,0.2,2.0,33.54,0.39
Kenyon Martin Jr.,F,HOU,75,0.0,12.1,7.4,1.1,1.1,1.2,1.1,28.43,0.38
Naji Marshall,F,NOP,68,1.0,9.8,5.5,3.7,1.2,0.3,1.4,27.05,0.37
Marcus Smart,G,BOS,80,0.0,13.0,3.5,5.1,1.4,0.4,1.7,28.55,0.36
Eric Bledsoe,G,NOP,77,1.0,15.4,3.9,3.7,0.9,0.3,1.8,29.43,0.36
Norman Powell,"['G', 'G']",POR,82,0.0,17.9,3.3,2.8,1.4,0.5,2.1,29.66,0.36
Jakob Poeltl,C,SAS,78,1.0,9.0,8.4,2.0,0.7,1.5,1.3,29.38,0.35
John Collins,C-F,ATL,85,1.0,16.7,7.0,1.4,0.5,0.9,1.4,32.0,0.35
Andre Drummond,C,LAL,83,0.0,9.9,9.5,2.2,1.4,0.9,2.4,29.1,0.35
Dorian Finney-Smith,F,DAL,73,0.0,11.3,5.8,1.6,1.0,0.6,0.9,24.56,0.34
Jae'Sean Tate,F,HOU,78,0.0,12.4,5.6,2.4,1.2,0.4,1.4,26.12,0.33
Rui Hachimura,F,WAS,79,0.0,15.5,5.5,1.5,0.8,0.2,1.2,26.15,0.33
Kevin Love,C-F,CLE,80,0.0,12.7,6.8,2.5,0.7,0.1,1.5,25.51,0.32
Kyle Kuzma,F,LAL,77,0.0,12.8,5.9,1.8,0.6,0.6,1.6,24.58,0.32
Raul Neto,G,WAS,75,0.0,11.8,3.7,2.9,1.4,0.1,1.2,23.89,0.32
Tim Hardaway Jr.,F-G,DAL,80,0.0,17.7,3.3,1.6,0.5,0.2,0.9,25.26,0.32
Robert Covington,F,POR,77,1.0,7.5,6.4,1.8,1.3,1.1,1.0,26.08,0.31
Tristan Thompson,C-F,BOS,78,0.0,8.9,8.7,1.7,0.5,0.7,1.2,24.29,0.31
Jaxson Hayes,C-F,NOP,77,1.0,10.5,6.4,1.1,0.4,1.1,1.2,25.13,0.3
Keldon Johnson,F-G,SAS,80,0.0,12.6,6.0,1.6,0.7,0.4,1.1,24.4,0.3
Davis Bertans,F,WAS,77,0.0,14.2,3.6,1.2,0.8,0.3,0.8,22.82,0.3
Royce O'Neale,F,UTA,75,0.0,7.6,6.6,2.5,0.8,0.5,1.2,21.97,0.29
Josh Richardson,F-G,DAL,77,0.0,12.1,3.4,2.4,0.9,0.4,1.4,22.28,0.29
Blake Griffin,F,BKN,78,0.0,8.9,6.1,2.8,0.8,0.5,1.8,22.52,0.29
Isaac Okoro,F-G,CLE,73,1.0,12.1,3.1,1.7,1.0,0.4,1.3,23.27,0.29
Alex Len,C,WAS,76,0.0,10.1,5.5,1.4,0.4,1.2,1.4,22.2,0.29
Joe Harris,F-G,BKN,79,0.0,12.6,4.1,2.0,0.8,0.3,1.0,22.82,0.29
Kentavious Caldwell-Pope,G,LAL,75,0.0,10.0,3.6,2.1,1.0,0.5,1.3,20.67,0.28
Jeff Green,F,BKN,76,0.0,11.1,3.9,1.7,0.6,0.4,0.9,20.43,0.27
Daniel Gafford,C-F,WAS,78,0.0,8.0,5.2,0.7,0.7,1.4,0.9,20.69,0.27
Danilo Gallinari,F,ATL,80,0.0,13.1,3.7,1.4,0.6,0.2,0.9,21.14,0.26
Rudy Gay,F-G,SAS,79,0.0,10.6,4.5,1.4,0.6,0.5,1.0,20.4,0.26
Nickeil Alexander-Walker,G,NOP,76,1.0,10.4,3.2,2.0,1.0,0.4,1.4,22.04,0.26
Georges Niang,F,UTA,73,0.0,12.1,4.5,1.4,0.2,0.1,1.3,19.2,0.26
Aaron Nesmith,F-G,BOS,70,0.0,8.4,4.4,0.9,0.9,0.4,0.9,18.03,0.26
Nicolas Claxton,C-F,BKN,77,0.0,6.5,5.0,1.1,0.8,1.1,0.6,19.25,0.25
Ish Smith,G,WAS,73,0.0,5.9,2.9,3.6,0.8,0.4,1.0,17.38,0.24
Dean Wade,C-F,CLE,74,1.0,7.7,4.2,1.4,0.6,0.4,0.6,19.24,0.23
Enes Kanter,C,POR,81,1.0,7.5,6.9,0.9,0.4,0.4,0.7,20.83,0.23
Carmelo Anthony,F,POR,79,0.0,11.1,2.5,1.2,0.7,0.3,0.7,18.2,0.23
Trent Forrest,G,UTA,67,0.0,5.7,3.0,3.5,0.4,0.4,1.3,15.65,0.23
Devin Vassell,F-G,SAS,74,0.0,6.5,3.3,1.1,1.1,0.4,0.4,16.21,0.22
Lou Williams,G,ATL,80,0.0,9.5,2.1,2.7,0.7,0.2,1.4,17.37,0.22
Mfiondu Kabengele,C-F,CLE,72,0.0,7.6,3.6,1.0,0.6,0.6,1.0,16.02,0.22
Landry Shamet,G,BKN,71,0.0,9.3,2.0,1.4,0.5,0.2,0.8,15.1,0.21
Payton Pritchard,G,BOS,74,0.0,8.7,2.8,2.0,0.4,0.2,1.0,15.86,0.21
Armoni Brooks,G,HOU,67,0.0,8.1,3.6,1.3,0.2,0.1,1.3,13.97,0.21
Willie Cauley-Stein,C,DAL,77,0.0,6.1,4.7,0.9,0.4,0.8,0.8,15.89,0.21
Montrezl Harrell,C-F,LAL,83,0.0,8.7,4.2,0.8,0.5,0.5,0.7,17.24,0.21
Talen Horton-Tucker,G,LAL,75,1.0,7.3,2.4,2.2,0.8,0.3,1.4,17.380000000000003,0.21
